,states,states,states,states,states,states,costs,costs,costs,costs,costs,costs,costs,costs,control,parameters,parameters,parameters,parameters
,T_room,T_surf_wall,T_op,T_mass,T_surf_floor,T_hp_ret,dev_neg_sum,dev_neg_max,dev_pos_sum,dev_pos_max,P_el,E_el,COP,Qdot_th,T_hp_sup,T_amb,Qdot_gains,Qdot_sol,Qdot_int
2016-01-01 05:30:00,21.082393459090255,18.296359228914575,20.68477387770424,17.60287712326374,24.86921954391494,30.344943205747146,0.0,0.0,0.0,0.0,3738.8826048236515,934.7206512059129,3.240356572010631,12115.312820516547,41.95210658283301,2.9,1210.0,0.0,1210.0
2016-01-01 05:45:00,21.04288681769715,18.246884652843452,20.643560197688224,17.54986752280721,24.838995094551244,30.326138591876813,0.0,0.0,0.0,0.0,3744.6037728145393,936.1509432036348,3.240356572010631,12133.851444815396,41.95210658283301,2.9,1210.0,0.0,1210.0
2016-01-01 06:00:00,21.003268089195505,18.19798179849462,20.602342681453557,17.49794602378522,24.807888990519395,30.306684028127272,0.0,0.0,0.0,0.0,3750.684022571609,937.6710056429023,3.240356572010631,12153.553622075184,41.89734824203349,3.0,931.7,0.0,931.7
2016-01-01 06:15:00,20.93798020932813,18.145678278114712,20.541436616366077,17.44599995026743,24.762883074144305,30.27970530512627,0.0,0.0,0.0,0.0,3724.134063874991,931.0335159687478,3.2535522117505424,12116.664620376014,41.89734824203349,3.0,931.7,0.0,931.7
2016-01-01 06:30:00,20.894319557853347,18.09575880047464,20.49664494237054,17.39485568286441,24.724162976436762,30.25266058031738,0.0,0.0,0.0,0.0,3732.9959957218853,933.2489989304713,3.2535522117505424,12145.497378336859,41.89734824203349,3.0,931.7,0.0,931.7
2016-01-01 06:45:00,20.852407386689514,18.047211131931633,20.453547400563316,17.344554659722522,24.687694486449125,30.226147601174834,0.0,0.0,0.0,0.0,3741.6801217045722,935.4200304261431,3.2535522117505424,12173.75163563495,41.89734824203349,3.0,931.7,0.0,931.7
2016-01-01 07:00:00,20.811627747347504,17.99972464037944,20.41157460867171,17.295126606947537,24.65249154159881,30.200288591982137,0.0,0.0,0.0,0.0,3750.169924772447,937.5424811931117,3.2535522117505424,12201.37365318376,42.0068445831256,2.8,931.7,0.0,931.7
2016-01-01 07:15:00,20.765547476917483,17.949670998410532,20.365347071208117,17.24415824725373,24.61810906605134,30.184698880979703,0.0,0.0,0.0,0.0,3824.2249298000525,956.056232450013,3.2271939111405428,12341.5154082826,42.0068445831256,2.8,931.7,0.0,931.7
2016-01-01 07:30:00,20.726230341035553,17.901580564186197,20.32451325509076,17.194040024670404,24.58674827083642,30.167449283733344,0.0,0.0,0.0,0.0,3829.4598729131667,957.3649682282917,3.2271939111405428,12358.409584822408,42.0068445831256,2.8,931.7,0.0,931.7
2016-01-01 07:45:00,20.68803103546863,17.8547836865061,20.28482866422982,17.1448561913346,24.55636118825535,30.149199448951595,0.0,0.0,0.0,0.0,3835.0806564261093,958.7701641065273,3.2271939111405428,12376.548943151216,42.0068445831256,2.8,931.7,0.0,931.7
2016-01-01 08:00:00,20.650501050818068,17.808983608625553,20.245867493075327,17.096613499608477,24.526308732350756,30.130309192106616,0.0,0.0,0.0,0.0,3841.005027039442,960.2512567598606,3.2271939111405428,12395.668035921904,41.95210658283301,2.9,1046.9624204329082,115.2624204329081,931.7
2016-01-01 08:15:00,20.61719911875474,17.76659063802185,20.210703066985502,17.051786234225702,24.496888024781313,30.106124504014257,0.0,0.0,0.0,0.0,3813.847019921042,953.4617549802605,3.240356572010631,12358.224255644309,41.95210658283301,2.9,1046.9624204329082,115.2624204329081,931.7
2016-01-01 08:30:00,20.581552619729965,17.724746206288703,20.173960341713393,17.007896130204774,24.466490896525794,30.083024764437056,0.0,0.0,0.0,0.0,3821.807105706227,955.4517764265568,3.240356572010631,12384.017771932102,41.95210658283301,2.9,1046.9624204329082,115.2624204329081,931.7
2016-01-01 08:45:00,20.546347012144622,17.683536839156517,20.137690735224513,16.964792264821956,24.436338463801373,30.060609923306583,0.0,0.0,0.0,0.0,3829.395645398513,957.3489113496282,3.240356572010631,12408.607346395964,41.95210658283301,2.9,1046.9624204329082,115.2624204329081,931.7
2016-01-01 09:00:00,20.511756811122808,17.64304701568141,20.102055008160963,16.922481568490525,24.406714050740053,30.03879945650703,0.0,0.0,0.0,0.0,3836.430317539129,959.1075793847823,3.240356572010631,12431.40219249875,41.568360454784795,3.6,1100.5309007345993,652.8309007345993,447.7
2016-01-01 09:15:00,20.45208663250768,17.60941353801668,20.049070228485956,16.8920194633541,24.356196402900352,29.97970743308162,0.0,0.0,0.0,0.0,3616.286668218383,904.0716670545958,3.3334205741429215,12054.604381837915,41.568360454784795,3.6,1100.5309007345993,652.8309007345993,447.7
2016-01-01 09:30:00,20.413755608065067,17.576799134569004,20.011526587689488,16.861540966072283,24.30966795966761,29.926755820593222,0.0,0.0,0.0,0.0,3635.115829037372,908.778957259343,3.3334205741429215,12117.369893905778,41.568360454784795,3.6,1100.5309007345993,652.8309007345993,447.7
2016-01-01 09:45:00,20.37808085608066,17.5450915678114,19.97636975114394,16.83114645737504,24.267876790972274,29.880778097873822,0.0,0.0,0.0,0.0,3651.559817931207,912.8899544828017,3.3334205741429215,12172.184624805466,41.568360454784795,3.6,1100.5309007345993,652.8309007345993,447.7
2016-01-01 10:00:00,20.344593805176103,17.514062222303732,19.943167782670322,16.800936318198982,24.230064007642696,29.840551869993273,0.0,0.0,0.0,0.0,3665.8325512858787,916.4581378214697,3.3334205741429215,12219.761647819185,41.01828678988762,4.6,1218.1858924023602,770.4858924023602,447.7
2016-01-01 10:15:00,20.345354675252562,17.502487509676605,19.93882983356142,16.78464846625636,24.1975171294013,29.75743309271309,0.0,0.0,0.0,0.0,3369.6932576494837,842.4233144123708,3.46919738819937,11690.131048470615,41.01828678988762,4.6,1218.1858924023602,770.4858924023602,447.7
2016-01-01 10:30:00,20.317391636268084,17.48586930142398,19.912580348238176,16.768604089665846,24.15555048777384,29.68987434574429,0.0,0.0,0.0,0.0,3395.143172539723,848.7857931349307,3.46919738819937,11778.42182673773,41.01828678988762,4.6,1218.1858924023602,770.4858924023602,447.7
2016-01-01 10:45:00,20.28918352993406,17.467658895295678,19.88587120642378,16.752458585598156,24.1148348985142,29.63356725143714,0.0,0.0,0.0,0.0,3414.5792872979628,853.6448218244907,3.46919738819937,11845.849545293759,41.01828678988762,4.6,1218.1858924023602,770.4858924023602,447.7
2016-01-01 11:00:00,20.261981312099223,17.44915029086872,19.85996405349499,16.73620181644568,24.076631007342502,29.58355777198751,0.0,0.0,0.0,0.0,3431.33121010957,857.8328025273925,3.46919738819937,11903.965272159103,40.521173004181364,5.5,1529.2940104774675,1008.9940104774676,520.3
2016-01-01 11:15:00,20.27418914532824,17.450019519562925,19.866840920937097,16.734149784011034,24.04855946963972,29.499531766208623,0.0,0.0,0.0,0.0,3182.625242280852,795.656310570213,3.59427229037913,11439.221718991232,40.521173004181364,5.5,1529.2940104774675,1008.9940104774676,520.3
2016-01-01 11:30:00,20.255061571695983,17.445917809778326,19.85003920911246,16.731951077988935,24.01172929965494,29.432539714639258,0.0,0.0,0.0,0.0,3206.8312026785507,801.7078006696377,3.59427229037913,11526.224531710695,40.521173004181364,5.5,1529.2940104774675,1008.9940104774676,520.3
2016-01-01 11:45:00,20.23590030594996,17.440147207812135,19.83294413032842,16.729319250459906,23.976693515109297,29.377490283967177,0.0,0.0,0.0,0.0,3225.98677442486,806.496693606215,3.59427229037913,11595.074872444824,40.521173004181364,5.5,1529.2940104774675,1008.9940104774676,520.3
2016-01-01 12:00:00,20.217806622856877,17.4339416100371,19.816681408104383,16.726358725671503,23.944455946438683,29.3293141277758,0.0,0.0,0.0,0.0,3241.7959548805866,810.4489887201466,3.59427229037913,11651.897371690446,40.29955731942441,5.9,1843.9090147901506,1323.6090147901507,520.3
2016-01-01 12:15:00,20.216337793217928,17.436904382638165,19.8146548041115,16.73143731299198,23.919109893650674,29.272426095664212,0.0,0.0,0.0,0.0,3141.6762827543394,785.4190706885848,3.6507450804501778,11469.459233632406,40.29955731942441,5.9,1843.9090147901506,1323.6090147901507,520.3
2016-01-01 12:30:00,20.20521532557536,17.438445206940898,19.80550826299533,16.736019552844965,23.893304802095535,29.226220756462535,0.0,0.0,0.0,0.0,3158.276844968788,789.569211242197,3.6507450804501778,11530.063654469512,40.29955731942441,5.9,1843.9090147901506,1323.6090147901507,520.3
2016-01-01 12:45:00,20.195185154033204,17.439419874565466,19.79719412696084,16.740071679345636,23.870498226084816,29.188448563588757,0.0,0.0,0.0,0.0,3171.3065254757457,792.8266313689364,3.6507450804501778,11577.631696480124,40.29955731942441,5.9,1843.9090147901506,1323.6090147901507,520.3
2016-01-01 13:00:00,20.18623992639507,17.440237163739543,19.78977107414563,16.74377392238876,23.850216811947817,29.155639439774323,0.0,0.0,0.0,0.0,3181.985623870243,795.4964059675608,3.6507450804501778,11616.61836240748,40.4104193766035,5.7,1943.990227516664,1338.990227516664,605.0
2016-01-01 13:15:00,20.181760798219308,17.43925895453917,19.78559817368976,16.745350077835425,23.838077883156576,29.14057398008882,0.0,0.0,0.0,0.0,3247.8214903575217,811.9553725893804,3.622440308298974,11765.039480830734,40.4104193766035,5.7,1943.990227516664,1338.990227516664,605.0
2016-01-01 13:30:00,20.17766687992692,17.439012372477027,19.782102362858765,16.746604506742507,23.82948989997926,29.128215379356217,0.0,0.0,0.0,0.0,3252.188711640626,813.0471779101564,3.622440308298974,11780.859479241912,40.4104193766035,5.7,1943.990227516664,1338.990227516664,605.0
2016-01-01 13:45:00,20.174527594479933,17.43899033216077,19.779448237276636,16.747665853921422,23.822717654547546,29.117953918172127,0.0,0.0,0.0,0.0,3255.70989282862,813.9274732071551,3.622440308298974,11793.614747910126,40.4104193766035,5.7,1943.990227516664,1338.990227516664,605.0
2016-01-01 14:00:00,20.1720388218445,17.439061917797304,19.777358231779484,16.748578077052176,23.817249135034455,29.109471880385705,0.0,0.0,0.0,0.0,3258.6250521535194,814.6562630383798,3.622440308298974,11804.174738553755,40.24408482106787,6.0,1360.0778478030554,755.0778478030554,605.0
2016-01-01 14:15:00,20.176406902770275,17.440254144929284,19.780292946650476,16.746089394495023,23.811232213416766,29.08764518568341,0.0,0.0,0.0,0.0,3175.908263283578,793.9770658208945,3.664948888269148,11639.541458765949,40.24408482106787,6.0,1360.0778478030554,755.0778478030554,605.0
2016-01-01 14:30:00,20.17128599156236,17.438567587312367,19.775701258661393,16.7437885395017,23.80202941292282,29.07012711735907,0.0,0.0,0.0,0.0,3182.250154809862,795.5625387024655,3.664948888269148,11662.784167064729,40.24408482106787,6.0,1360.0778478030554,755.0778478030554,605.0
2016-01-01 14:45:00,20.1655827545149,17.435890252348557,19.770460595245368,16.74148049944603,23.79267412305414,29.055709612028007,0.0,0.0,0.0,0.0,3187.173348261786,796.7933370654465,3.664948888269148,11680.82741943309,40.24408482106787,6.0,1360.0778478030554,755.0778478030554,605.0
2016-01-01 15:00:00,20.16010181769059,17.43292800355294,19.765362399341235,16.739111903497367,23.784118891932028,29.04365440634401,0.0,0.0,0.0,0.0,3191.230607817837,797.8076519544593,3.664948888269148,11695.69706833246,40.13305520144417,6.2,1438.73224241769,906.3322424176902,532.4
2016-01-01 15:15:00,20.154472541445326,17.433066054588426,19.760743504568442,16.740369203383583,23.773459692291222,29.022697090579616,0.0,0.0,0.0,0.0,3138.694288530712,784.673572132678,3.6934596350207936,11592.640661358493,40.13305520144417,6.2,1438.73224241769,906.3322424176902,532.4
2016-01-01 15:30:00,20.149731123134927,17.432858031883516,19.756707080644915,16.741395153743422,23.76342630516468,29.006114799537617,0.0,0.0,0.0,0.0,3144.6533448888267,786.1633362222067,3.6934596350207936,11614.650195480004,40.13305520144417,6.2,1438.73224241769,906.3322424176902,532.4
2016-01-01 15:45:00,20.145586556556967,17.432560855721917,19.75316045425702,16.742229725669763,23.754784974980467,28.99247691278348,0.0,0.0,0.0,0.0,3149.244460229473,787.3111150573683,3.6934596350207936,11631.607294670406,40.13305520144417,6.2,1438.73224241769,906.3322424176902,532.4
2016-01-01 16:00:00,20.14207039824681,17.43225179434365,19.750142534582473,16.742898809747633,23.747517556942835,28.98121172870361,0.0,0.0,0.0,0.0,3153.0506915953224,788.2626728988306,3.6934596350207936,11645.66545658172,40.63182069039698,5.3,812.2807999999999,25.780799999999996,786.4999999999999
2016-01-01 16:15:00,20.132786460402492,17.414836037075624,19.739773763109646,16.723928668151316,23.750422482653857,29.01846707962759,0.0,0.0,0.0,0.0,3414.044104869975,853.5110262174938,3.566240597023008,12175.30268681438,40.63182069039698,5.3,812.2807999999999,25.780799999999996,786.4999999999999
2016-01-01 16:30:00,20.128358065129373,17.39922897970096,19.733556348916906,16.705633132080933,23.758284120941827,29.045663089982842,0.0,0.0,0.0,0.0,3403.150487605449,850.7876219013623,3.566240597023008,12136.453426677197,40.63182069039698,5.3,812.2807999999999,25.780799999999996,786.4999999999999
2016-01-01 16:45:00,20.12373739234012,17.3844122955505,19.727302056807872,16.687983042041687,23.76484519812005,29.066581387783064,0.0,0.0,0.0,0.0,3395.329488565094,848.8323721412735,3.566240597023008,12108.561862390205,40.63182069039698,5.3,812.2807999999999,25.780799999999996,786.4999999999999
2016-01-01 17:00:00,20.118573533638802,17.36993592108312,19.7206431594007,16.670773601739405,23.769849564012187,29.083855521711094,0.0,0.0,0.0,0.0,3389.309336270435,847.3273340676087,3.566240597023008,12087.09255087673,40.57650993871297,5.4,931.7,0.0,931.7
2016-01-01 17:15:00,20.130644825950284,17.360599105848017,19.727557187982804,16.65630814487429,23.779490276795993,29.09209139291169,0.0,0.0,0.0,0.0,3355.125930068334,838.7814825170835,3.5802394293470288,12012.154145255272,40.57650993871297,5.4,931.7,0.0,931.7
2016-01-01 17:30:00,20.12584863625576,17.349619802239985,19.721764012558474,16.642600900544892,23.781380199851657,29.098475428724388,0.0,0.0,0.0,0.0,3352.7162897998983,838.1790724499746,3.5802394293470288,12003.527056155675,40.57650993871297,5.4,931.7,0.0,931.7
2016-01-01 17:45:00,20.119601658295746,17.338271372768354,19.714687286285578,16.629364638540206,23.780542077489127,29.103004919564402,0.0,0.0,0.0,0.0,3350.892697659388,837.723174414847,3.5802394293470288,11996.998159671173,40.57650993871297,5.4,931.7,0.0,931.7
2016-01-01 18:00:00,20.1126433747044,17.326904578917034,19.70700706794993,16.616519446319142,23.77818455864316,29.10587224654541,0.0,0.0,0.0,0.0,3349.6080021795897,837.4020005448973,3.5802394293470288,11992.398642259695,40.74236481629511,5.1,931.7,0.0,931.7
