time,T_amb,Dew_point,Relative_humidity_percent,Atmostorheric_station_pressure_Pa,Extraterrestrial_horizontal_radiation_Wh/m2,Extraterrestrial_direct_normal_radiation_Wh/m2,Horizontal_infrared_radiation_intensity_Wh/m2,Global_horizontal_radiation_Wh/m2,Direct_normal_radiation_Wh/m2,Diffuse_horizontal_radiation_Wh/m2,Av_global_horizontal_illuminance_lux,Direct_normal_illuminance_lux,Diffuse_horizontal_illuminance_lux,Zenith_luminance_Cd/m2_during_minutes_preceding_indicated_time,Wind_direction,Wind_storeed_m/s,Total_sky_cover,Opaque_sky_cover,Visibility_km,Ceiling_height_m,Present_weather_observation,Present_weather_codes,Precipitable_water_mm,Aerosol_optical_depth,Snow_depth_cm,Days_since_last_snowfall,Albedo,Liquid_precipitation_depth_mm,Liquid_precipitation_quantity
0,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
900,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
1800,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
2700,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
3600,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
4500,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
5400,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
6300,0.8,-0.1,93,100600,0,1415,290,0,0,0,0,0,0,0,200,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
7200,-0.3,-1.3,92,100800,0,1415,284,0,0,0,0,0,0,0,150,2.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
8100,-0.3,-1.3,92,100800,0,1415,284,0,0,0,0,0,0,0,150,2.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
9000,-0.3,-1.3,92,100800,0,1415,284,0,0,0,0,0,0,0,150,2.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
9900,-0.3,-1.3,92,100800,0,1415,284,0,0,0,0,0,0,0,150,2.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
10800,-1.1,-2.2,92,100900,0,1415,280,0,0,0,0,0,0,0,180,2.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
11700,-1.1,-2.2,92,100900,0,1415,280,0,0,0,0,0,0,0,180,2.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
12600,-1.1,-2.2,92,100900,0,1415,280,0,0,0,0,0,0,0,180,2.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
13500,-1.1,-2.2,92,100900,0,1415,280,0,0,0,0,0,0,0,180,2.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
14400,-1.5,-2.6,91,100900,0,1415,278,0,0,0,0,0,0,0,190,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
15300,-1.5,-2.6,91,100900,0,1415,278,0,0,0,0,0,0,0,190,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
16200,-1.5,-2.6,91,100900,0,1415,278,0,0,0,0,0,0,0,190,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
17100,-1.5,-2.6,91,100900,0,1415,278,0,0,0,0,0,0,0,190,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
18000,-1.8,-2.8,92,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
18900,-1.8,-2.8,92,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
19800,-1.8,-2.8,92,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
20700,-1.8,-2.8,92,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
21600,-2,-3,92,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
22500,-2,-3,92,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
23400,-2,-3,92,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
24300,-2,-3,92,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
25200,-1.9,-2.7,94,100900,0,1415,276,0,0,0,0,0,0,0,180,3.1,10,10,2.2,150,0,999999099,0,0.08,0,88,0,0,0
26100,-1.9,-2.7,94,100900,0,1415,276,0,0,0,0,0,0,0,180,3.1,10,10,2.2,150,0,999999099,0,0.08,0,88,0,0,0
27000,-1.9,-2.7,94,100900,0,1415,276,0,0,0,0,0,0,0,180,3.1,10,10,2.2,150,0,999999099,0,0.08,0,88,0,0,0
27900,-1.9,-2.7,94,100900,0,1415,276,0,0,0,0,0,0,0,180,3.1,10,10,2.2,150,0,999999099,0,0.08,0,88,0,0,0
28800,-1.9,-2.4,96,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,2,120,0,999999099,0,0.08,0,88,0,0,0
29700,-1.9,-2.4,96,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,2,120,0,999999099,0,0.08,0,88,0,0,0
30600,-1.9,-2.4,96,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,2,120,0,999999099,0,0.08,0,88,0,0,0
31500,-1.9,-2.4,96,100900,0,1415,276,0,0,0,0,0,0,0,220,2.1,10,10,2,120,0,999999099,0,0.08,0,88,0,0,0
32400,-2.2,-2.8,95,100900,26,1415,275,2,0,2,300,0,300,90,200,3.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
33300,-2.2,-2.8,95,100900,26,1415,275,2,0,2,300,0,300,90,200,3.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
34200,-2.2,-2.8,95,100900,26,1415,275,2,0,2,300,0,300,90,200,3.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
35100,-2.2,-2.8,95,100900,26,1415,275,2,0,2,300,0,300,90,200,3.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
36000,-1.9,-2.4,96,101000,178,1415,276,21,0,21,2500,0,2500,820,240,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
36900,-1.9,-2.4,96,101000,178,1415,276,21,0,21,2500,0,2500,820,240,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
37800,-1.9,-2.4,96,101000,178,1415,276,21,0,21,2500,0,2500,820,240,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
38700,-1.9,-2.4,96,101000,178,1415,276,21,0,21,2500,0,2500,820,240,2.1,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
39600,-2,-2.5,96,101000,311,1415,276,49,0,49,5600,0,5600,1900,210,2.6,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
40500,-2,-2.5,96,101000,311,1415,276,49,0,49,5600,0,5600,1900,210,2.6,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
41400,-2,-2.5,96,101000,311,1415,276,49,0,49,5600,0,5600,1900,210,2.6,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
42300,-2,-2.5,96,101000,311,1415,276,49,0,49,5600,0,5600,1900,210,2.6,10,10,2,150,0,999999099,0,0.08,0,88,0,0,0
43200,-2,-2.6,95,101000,394,1415,276,68,0,68,7900,0,7900,2710,230,3.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
44100,-2,-2.6,95,101000,394,1415,276,68,0,68,7900,0,7900,2710,230,3.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
45000,-2,-2.6,95,101000,394,1415,276,68,0,68,7900,0,7900,2710,230,3.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
45900,-2,-2.6,95,101000,394,1415,276,68,0,68,7900,0,7900,2710,230,3.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
46800,-1.9,-2.4,96,100900,421,1415,276,75,0,75,8600,0,8700,2990,210,2.6,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
47700,-1.9,-2.4,96,100900,421,1415,276,75,0,75,8600,0,8700,2990,210,2.6,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
48600,-1.9,-2.4,96,100900,421,1415,276,75,0,75,8600,0,8700,2990,210,2.6,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
49500,-1.9,-2.4,96,100900,421,1415,276,75,0,75,8600,0,8700,2990,210,2.6,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
50400,-1.9,-2.5,95,100900,391,1415,276,67,0,67,7800,0,7800,2680,210,1.5,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
51300,-1.9,-2.5,95,100900,391,1415,276,67,0,67,7800,0,7800,2680,210,1.5,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
52200,-1.9,-2.5,95,100900,391,1415,276,67,0,67,7800,0,7800,2680,210,1.5,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
53100,-1.9,-2.5,95,100900,391,1415,276,67,0,67,7800,0,7800,2680,210,1.5,10,10,2.2,180,0,999999099,0,0.08,0,88,0,0,0
54000,-1.8,-2.6,94,100900,306,1415,277,48,0,48,5500,0,5500,1860,190,2.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
54900,-1.8,-2.6,94,100900,306,1415,277,48,0,48,5500,0,5500,1860,190,2.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
55800,-1.8,-2.6,94,100900,306,1415,277,48,0,48,5500,0,5500,1860,190,2.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
56700,-1.8,-2.6,94,100900,306,1415,277,48,0,48,5500,0,5500,1860,190,2.1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
57600,-1.9,-2.7,94,100900,171,1415,276,20,0,20,2400,0,2400,770,150,1.5,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
58500,-1.9,-2.7,94,100900,171,1415,276,20,0,20,2400,0,2400,770,150,1.5,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
59400,-1.9,-2.7,94,100900,171,1415,276,20,0,20,2400,0,2400,770,150,1.5,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
60300,-1.9,-2.7,94,100900,171,1415,276,20,0,20,2400,0,2400,770,150,1.5,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
61200,-2.2,-3,94,100900,22,1415,275,2,0,2,300,0,300,80,180,1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
62100,-2.2,-3,94,100900,22,1415,275,2,0,2,300,0,300,80,180,1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
63000,-2.2,-3,94,100900,22,1415,275,2,0,2,300,0,300,80,180,1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
63900,-2.2,-3,94,100900,22,1415,275,2,0,2,300,0,300,80,180,1,10,10,2,180,0,999999099,0,0.08,0,88,0,0,0
64800,-2.2,-2.9,94,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
65700,-2.2,-2.9,94,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
66600,-2.2,-2.9,94,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
67500,-2.2,-2.9,94,100900,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
68400,-2.2,-2.8,95,100900,0,1415,275,0,0,0,0,0,0,0,180,2.1,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
69300,-2.2,-2.8,95,100900,0,1415,275,0,0,0,0,0,0,0,180,2.1,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
70200,-2.2,-2.8,95,100900,0,1415,275,0,0,0,0,0,0,0,180,2.1,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
71100,-2.2,-2.8,95,100900,0,1415,275,0,0,0,0,0,0,0,180,2.1,10,10,2.8,180,0,999999099,0,0.08,0,88,0,0,0
72000,-2.3,-2.9,95,100900,0,1415,274,0,0,0,0,0,0,0,200,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
72900,-2.3,-2.9,95,100900,0,1415,274,0,0,0,0,0,0,0,200,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
73800,-2.3,-2.9,95,100900,0,1415,274,0,0,0,0,0,0,0,200,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
74700,-2.3,-2.9,95,100900,0,1415,274,0,0,0,0,0,0,0,200,2.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
75600,-2.2,-3,94,100900,0,1415,275,0,0,0,0,0,0,0,190,1.5,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
76500,-2.2,-3,94,100900,0,1415,275,0,0,0,0,0,0,0,190,1.5,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
77400,-2.2,-3,94,100900,0,1415,275,0,0,0,0,0,0,0,190,1.5,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
78300,-2.2,-3,94,100900,0,1415,275,0,0,0,0,0,0,0,190,1.5,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
79200,-1.8,-3.1,90,101000,0,1415,276,0,0,0,0,0,0,0,200,3.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
80100,-1.8,-3.1,90,101000,0,1415,276,0,0,0,0,0,0,0,200,3.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
81000,-1.8,-3.1,90,101000,0,1415,276,0,0,0,0,0,0,0,200,3.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
81900,-1.8,-3.1,90,101000,0,1415,276,0,0,0,0,0,0,0,200,3.1,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
82800,-2,-3.1,91,101000,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
83700,-2,-3.1,91,101000,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
84600,-2,-3.1,91,101000,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
85500,-2,-3.1,91,101000,0,1415,275,0,0,0,0,0,0,0,190,2.6,10,10,3,180,0,999999099,0,0.08,0,88,0,0,0
86400,-2.3,-3,94,101000,0,1415,274,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
87300,-2.3,-3,94,101000,0,1415,274,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
88200,-2.3,-3,94,101000,0,1415,274,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
89100,-2.3,-3,94,101000,0,1415,274,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
90000,-2.3,-3.4,91,101000,0,1415,274,0,0,0,0,0,0,0,190,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
90900,-2.3,-3.4,91,101000,0,1415,274,0,0,0,0,0,0,0,190,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
91800,-2.3,-3.4,91,101000,0,1415,274,0,0,0,0,0,0,0,190,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
92700,-2.3,-3.4,91,101000,0,1415,274,0,0,0,0,0,0,0,190,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
93600,-2.6,-3.6,92,101000,0,1415,272,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
94500,-2.6,-3.6,92,101000,0,1415,272,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
95400,-2.6,-3.6,92,101000,0,1415,272,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
96300,-2.6,-3.6,92,101000,0,1415,272,0,0,0,0,0,0,0,200,3.1,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
97200,-2.6,-3.5,93,101000,0,1415,272,0,0,0,0,0,0,0,170,3.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
98100,-2.6,-3.5,93,101000,0,1415,272,0,0,0,0,0,0,0,170,3.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
99000,-2.6,-3.5,93,101000,0,1415,272,0,0,0,0,0,0,0,170,3.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
99900,-2.6,-3.5,93,101000,0,1415,272,0,0,0,0,0,0,0,170,3.6,10,10,2.5,180,0,999999099,0,0.08,0,88,0,0,0
100800,-2.5,-3.1,95,101000,0,1415,273,0,0,0,0,0,0,0,170,3.1,10,10,1.5,150,0,999999099,0,0.08,0,88,0,0,0
101700,-2.5,-3.1,95,101000,0,1415,273,0,0,0,0,0,0,0,170,3.1,10,10,1.5,150,0,999999099,0,0.08,0,88,0,0,0
102600,-2.5,-3.1,95,101000,0,1415,273,0,0,0,0,0,0,0,170,3.1,10,10,1.5,150,0,999999099,0,0.08,0,88,0,0,0
103500,-2.5,-3.1,95,101000,0,1415,273,0,0,0,0,0,0,0,170,3.1,10,10,1.5,150,0,999999099,0,0.08,0,88,0,0,0
104400,-2.7,-3,98,101000,0,1415,273,0,0,0,0,0,0,0,180,3.1,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
105300,-2.7,-3,98,101000,0,1415,273,0,0,0,0,0,0,0,180,3.1,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
106200,-2.7,-3,98,101000,0,1415,273,0,0,0,0,0,0,0,180,3.1,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
107100,-2.7,-3,98,101000,0,1415,273,0,0,0,0,0,0,0,180,3.1,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
108000,-2.8,-3.1,98,101000,0,1415,272,0,0,0,0,0,0,0,190,3.6,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
108900,-2.8,-3.1,98,101000,0,1415,272,0,0,0,0,0,0,0,190,3.6,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
109800,-2.8,-3.1,98,101000,0,1415,272,0,0,0,0,0,0,0,190,3.6,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
110700,-2.8,-3.1,98,101000,0,1415,272,0,0,0,0,0,0,0,190,3.6,10,10,0.8,90,0,999999599,0,0.08,0,88,0,0,0
111600,-2.4,-2.7,98,101000,0,1415,274,0,0,0,0,0,0,0,200,2.6,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
112500,-2.4,-2.7,98,101000,0,1415,274,0,0,0,0,0,0,0,200,2.6,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
113400,-2.4,-2.7,98,101000,0,1415,274,0,0,0,0,0,0,0,200,2.6,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
114300,-2.4,-2.7,98,101000,0,1415,274,0,0,0,0,0,0,0,200,2.6,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
115200,-2.3,-2.6,98,101100,0,1415,275,0,0,0,0,0,0,0,170,3.1,10,10,0.6,60,0,999999599,0,0.08,0,88,0,0,0
116100,-2.3,-2.6,98,101100,0,1415,275,0,0,0,0,0,0,0,170,3.1,10,10,0.6,60,0,999999599,0,0.08,0,88,0,0,0
117000,-2.3,-2.6,98,101100,0,1415,275,0,0,0,0,0,0,0,170,3.1,10,10,0.6,60,0,999999599,0,0.08,0,88,0,0,0
117900,-2.3,-2.6,98,101100,0,1415,275,0,0,0,0,0,0,0,170,3.1,10,10,0.6,60,0,999999599,0,0.08,0,88,0,0,0
118800,-2.3,-2.5,98,101100,26,1415,275,2,0,2,300,0,300,90,170,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
119700,-2.3,-2.5,98,101100,26,1415,275,2,0,2,300,0,300,90,170,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
120600,-2.3,-2.5,98,101100,26,1415,275,2,0,2,300,0,300,90,170,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
121500,-2.3,-2.5,98,101100,26,1415,275,2,0,2,300,0,300,90,170,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
122400,-2,-2.3,98,101100,178,1415,276,21,0,21,2500,0,2500,820,160,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
123300,-2,-2.3,98,101100,178,1415,276,21,0,21,2500,0,2500,820,160,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
124200,-2,-2.3,98,101100,178,1415,276,21,0,21,2500,0,2500,820,160,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
125100,-2,-2.3,98,101100,178,1415,276,21,0,21,2500,0,2500,820,160,3.1,10,10,0.7,60,0,999999599,0,0.08,0,88,0,0,0
126000,-2,-2.3,98,101200,312,1415,276,49,0,49,5700,0,5700,1910,190,3.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
126900,-2,-2.3,98,101200,312,1415,276,49,0,49,5700,0,5700,1910,190,3.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
127800,-2,-2.3,98,101200,312,1415,276,49,0,49,5700,0,5700,1910,190,3.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
128700,-2,-2.3,98,101200,312,1415,276,49,0,49,5700,0,5700,1910,190,3.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
129600,-1.7,-1.9,98,101200,395,1415,278,68,0,68,7900,0,7900,2720,180,3.1,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
130500,-1.7,-1.9,98,101200,395,1415,278,68,0,68,7900,0,7900,2720,180,3.1,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
131400,-1.7,-1.9,98,101200,395,1415,278,68,0,68,7900,0,7900,2720,180,3.1,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
132300,-1.7,-1.9,98,101200,395,1415,278,68,0,68,7900,0,7900,2720,180,3.1,10,10,0.8,60,0,999999599,0,0.08,0,88,0,0,0
133200,-1.3,-1.4,99,101200,423,1415,280,75,0,75,8700,0,8700,3010,170,2.1,10,10,1,120,9,999999999,0,0.08,0,88,0,0,0
134100,-1.3,-1.4,99,101200,423,1415,280,75,0,75,8700,0,8700,3010,170,2.1,10,10,1,120,9,999999999,0,0.08,0,88,0,0,0
135000,-1.3,-1.4,99,101200,423,1415,280,75,0,75,8700,0,8700,3010,170,2.1,10,10,1,120,9,999999999,0,0.08,0,88,0,0,0
135900,-1.3,-1.4,99,101200,423,1415,280,75,0,75,8700,0,8700,3010,170,2.1,10,10,1,120,9,999999999,0,0.08,0,88,0,0,0
136800,-1.3,-1.7,97,101200,394,1415,280,68,0,68,7800,0,7900,2700,120,1,10,10,1.2,150,0,999999099,0,0.08,0,88,0,0,0
137700,-1.3,-1.7,97,101200,394,1415,280,68,0,68,7800,0,7900,2700,120,1,10,10,1.2,150,0,999999099,0,0.08,0,88,0,0,0
138600,-1.3,-1.7,97,101200,394,1415,280,68,0,68,7800,0,7900,2700,120,1,10,10,1.2,150,0,999999099,0,0.08,0,88,0,0,0
139500,-1.3,-1.7,97,101200,394,1415,280,68,0,68,7800,0,7900,2700,120,1,10,10,1.2,150,0,999999099,0,0.08,0,88,0,0,0
140400,-0.9,-1.5,95,101100,309,1415,281,48,0,48,5600,0,5600,1880,180,2.6,10,10,1,150,0,999999099,0,0.08,0,88,0,0,0
141300,-0.9,-1.5,95,101100,309,1415,281,48,0,48,5600,0,5600,1880,180,2.6,10,10,1,150,0,999999099,0,0.08,0,88,0,0,0
142200,-0.9,-1.5,95,101100,309,1415,281,48,0,48,5600,0,5600,1880,180,2.6,10,10,1,150,0,999999099,0,0.08,0,88,0,0,0
143100,-0.9,-1.5,95,101100,309,1415,281,48,0,48,5600,0,5600,1880,180,2.6,10,10,1,150,0,999999099,0,0.08,0,88,0,0,0
144000,-1.1,-1.5,97,101200,174,1415,281,21,0,21,2400,0,2400,790,170,1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
144900,-1.1,-1.5,97,101200,174,1415,281,21,0,21,2400,0,2400,790,170,1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
145800,-1.1,-1.5,97,101200,174,1415,281,21,0,21,2400,0,2400,790,170,1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
146700,-1.1,-1.5,97,101200,174,1415,281,21,0,21,2400,0,2400,790,170,1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
147600,-1.3,-1.7,97,101200,23,1415,280,2,0,2,300,0,300,80,110,2.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
148500,-1.3,-1.7,97,101200,23,1415,280,2,0,2,300,0,300,80,110,2.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
149400,-1.3,-1.7,97,101200,23,1415,280,2,0,2,300,0,300,80,110,2.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
150300,-1.3,-1.7,97,101200,23,1415,280,2,0,2,300,0,300,80,110,2.1,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
151200,-1.3,-1.7,97,101200,0,1415,280,0,0,0,0,0,0,0,0,0,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
152100,-1.3,-1.7,97,101200,0,1415,280,0,0,0,0,0,0,0,0,0,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
153000,-1.3,-1.7,97,101200,0,1415,280,0,0,0,0,0,0,0,0,0,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
153900,-1.3,-1.7,97,101200,0,1415,280,0,0,0,0,0,0,0,0,0,10,10,0.9,60,0,999999599,0,0.08,0,88,0,0,0
154800,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,10,1,10,10,1.3,180,9,999999999,0,0.08,0,88,0,0,0
155700,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,10,1,10,10,1.3,180,9,999999999,0,0.08,0,88,0,0,0
156600,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,10,1,10,10,1.3,180,9,999999999,0,0.08,0,88,0,0,0
157500,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,10,1,10,10,1.3,180,9,999999999,0,0.08,0,88,0,0,0
158400,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,0,0,10,10,1.5,300,0,993999999,0,0.08,0,88,0,0,0
159300,-0.9,-1.3,97,101200,0,1415,282,0,0,0,0,0,0,0,0,0,10,10,1.5,300,0,993999999,0,0.08,0,88,0,0,0
