time,T_amb,Dew_point,Relative_humidity_percent,Atmostorheric_station_pressure_Pa,Extraterrestrial_horizontal_radiation_Wh/m2,Extraterrestrial_direct_normal_radiation_Wh/m2,Horizontal_infrared_radiation_intensity_Wh/m2,Global_horizontal_radiation_Wh/m2,Direct_normal_radiation_Wh/m2,Diffuse_horizontal_radiation_Wh/m2,Av_global_horizontal_illuminance_lux,Direct_normal_illuminance_lux,Diffuse_horizontal_illuminance_lux,Zenith_luminance_Cd/m2_during_minutes_preceding_indicated_time,Wind_direction,Wind_storeed_m/s,Total_sky_cover,Opaque_sky_cover,Visibility_km,Ceiling_height_m,Present_weather_observation,Present_weather_codes,Precipitable_water_mm,Aerosol_optical_depth,Snow_depth_cm,Days_since_last_snowfall,Albedo,Liquid_precipitation_depth_mm,Liquid_precipitation_quantity
4704300,2.7,-1.9,70,99300,424,1396,274,192,162,143,20800,14100,16500,3200,350,3.6,6,6,14,900,9,999999999,0,0.106,0,88,0,0,0
4705200,3.5,-1.8,67,99300,573,1396,281,247,85,212,27200,8100,23800,5640,340,2.6,7,7,25,540,9,999999999,0,0.106,0,88,0,0,0
4706100,3.5,-1.8,67,99300,573,1396,281,247,85,212,27200,8100,23800,5640,340,2.6,7,7,25,540,9,999999999,0,0.106,0,88,0,0,0
4707000,3.5,-1.8,67,99300,573,1396,281,247,85,212,27200,8100,23800,5640,340,2.6,7,7,25,540,9,999999999,0,0.106,0,88,0,0,0
4707900,3.5,-1.8,67,99300,573,1396,281,247,85,212,27200,8100,23800,5640,340,2.6,7,7,25,540,9,999999999,0,0.106,0,88,0,0,0
4708800,3.8,-2.7,61,99300,670,1396,292,231,42,210,25400,4100,23700,6170,340,4.1,9,9,25,600,9,999999999,0,0.106,0,88,0,0,0
4709700,3.8,-2.7,61,99300,670,1396,292,231,42,210,25400,4100,23700,6170,340,4.1,9,9,25,600,9,999999999,0,0.106,0,88,0,0,0
4710600,3.8,-2.7,61,99300,670,1396,292,231,42,210,25400,4100,23700,6170,340,4.1,9,9,25,600,9,999999999,0,0.106,0,88,0,0,0
4711500,3.8,-2.7,61,99300,670,1396,292,231,42,210,25400,4100,23700,6170,340,4.1,9,9,25,600,9,999999999,0,0.106,0,88,0,0,0
4712400,4.8,-3.8,52,99300,710,1396,281,249,19,239,27900,1700,27000,9030,350,3.6,9,6,25,690,9,999999999,0,0.106,0,88,0,0,0
4713300,4.8,-3.8,52,99300,710,1396,281,249,19,239,27900,1700,27000,9030,350,3.6,9,6,25,690,9,999999999,0,0.106,0,88,0,0,0
4714200,4.8,-3.8,52,99300,710,1396,281,249,19,239,27900,1700,27000,9030,350,3.6,9,6,25,690,9,999999999,0,0.106,0,88,0,0,0
4715100,4.8,-3.8,52,99300,710,1396,281,249,19,239,27900,1700,27000,9030,350,3.6,9,6,25,690,9,999999999,0,0.106,0,88,0,0,0
4716000,4.3,-2.2,61,99300,689,1396,284,239,19,230,26800,1600,25900,8640,350,3.9,9,7,20,690,9,999999999,0,0.106,0,88,0,0,0
4716900,4.3,-2.2,61,99300,689,1396,284,239,19,230,26800,1600,25900,8640,350,3.9,9,7,20,690,9,999999999,0,0.106,0,88,0,0,0
4717800,4.3,-2.2,61,99300,689,1396,284,239,19,230,26800,1600,25900,8640,350,3.9,9,7,20,690,9,999999999,0,0.106,0,88,0,0,0
4718700,4.3,-2.2,61,99300,689,1396,284,239,19,230,26800,1600,25900,8640,350,3.9,9,7,20,690,9,999999999,0,0.106,0,88,0,0,0
4719600,3.8,-0.3,74,99300,609,1396,294,202,16,195,22600,1300,21900,7200,350,4.1,9,9,15,840,9,999999999,0,0.106,0,88,0,0,0
4720500,3.8,-0.3,74,99300,609,1396,294,202,16,195,22600,1300,21900,7200,350,4.1,9,9,15,840,9,999999999,0,0.106,0,88,0,0,0
4721400,3.8,-0.3,74,99300,609,1396,294,202,16,195,22600,1300,21900,7200,350,4.1,9,9,15,840,9,999999999,0,0.106,0,88,0,0,0
4722300,3.8,-0.3,74,99300,609,1396,294,202,16,195,22600,1300,21900,7200,350,4.1,9,9,15,840,9,999999999,0,0.106,0,88,0,0,0
4723200,0.6,0.1,96,99400,476,1396,281,144,11,140,16000,700,15700,5020,360,4.1,9,9,3,690,0,999929999,0,0.106,0,88,0,0,0
4724100,0.6,0.1,96,99400,476,1396,281,144,11,140,16000,700,15700,5020,360,4.1,9,9,3,690,0,999929999,0,0.106,0,88,0,0,0
4725000,0.6,0.1,96,99400,476,1396,281,144,11,140,16000,700,15700,5020,360,4.1,9,9,3,690,0,999929999,0,0.106,0,88,0,0,0
4725900,0.6,0.1,96,99400,476,1396,281,144,11,140,16000,700,15700,5020,360,4.1,9,9,3,690,0,999929999,0,0.106,0,88,0,0,0
4726800,1,0,93,99400,297,1396,260,72,0,72,8100,0,8100,2540,360,1,9,2,18,2400,9,999999999,0,0.106,0,88,0,0,0
4727700,1,0,93,99400,297,1396,260,72,0,72,8100,0,8100,2540,360,1,9,2,18,2400,9,999999999,0,0.106,0,88,0,0,0
4728600,1,0,93,99400,297,1396,260,72,0,72,8100,0,8100,2540,360,1,9,2,18,2400,9,999999999,0,0.106,0,88,0,0,0
4729500,1,0,93,99400,297,1396,260,72,0,72,8100,0,8100,2540,360,1,9,2,18,2400,9,999999999,0,0.106,0,88,0,0,0
4730400,1.3,-0.5,87,99400,88,1396,266,20,0,20,2200,0,2200,660,340,1.5,6,4,18,3600,9,999999999,0,0.106,0,88,0,0,0
4731300,1.3,-0.5,87,99400,88,1396,266,20,0,20,2200,0,2200,660,340,1.5,6,4,18,3600,9,999999999,0,0.106,0,88,0,0,0
4732200,1.3,-0.5,87,99400,88,1396,266,20,0,20,2200,0,2200,660,340,1.5,6,4,18,3600,9,999999999,0,0.106,0,88,0,0,0
4733100,1.3,-0.5,87,99400,88,1396,266,20,0,20,2200,0,2200,660,340,1.5,6,4,18,3600,9,999999999,0,0.106,0,88,0,0,0
4734000,0.6,0.4,99,99500,0,1396,282,0,0,0,0,0,0,0,360,3.1,9,9,1.5,480,9,999999999,0,0.106,0,88,0,0,0
4734900,0.6,0.4,99,99500,0,1396,282,0,0,0,0,0,0,0,360,3.1,9,9,1.5,480,9,999999999,0,0.106,0,88,0,0,0
4735800,0.6,0.4,99,99500,0,1396,282,0,0,0,0,0,0,0,360,3.1,9,9,1.5,480,9,999999999,0,0.106,0,88,0,0,0
4736700,0.6,0.4,99,99500,0,1396,282,0,0,0,0,0,0,0,360,3.1,9,9,1.5,480,9,999999999,0,0.106,0,88,0,0,0
4737600,0.2,0,98,99500,0,1396,274,0,0,0,0,0,0,0,360,2.9,8,8,6,480,9,999999999,0,0.106,0,88,0,0,0
4738500,0.2,0,98,99500,0,1396,274,0,0,0,0,0,0,0,360,2.9,8,8,6,480,9,999999999,0,0.106,0,88,0,0,0
4739400,0.2,0,98,99500,0,1396,274,0,0,0,0,0,0,0,360,2.9,8,8,6,480,9,999999999,0,0.106,0,88,0,0,0
4740300,0.2,0,98,99500,0,1396,274,0,0,0,0,0,0,0,360,2.9,8,8,6,480,9,999999999,0,0.106,0,88,0,0,0
4741200,-0.1,-0.4,98,99500,0,1396,272,0,0,0,0,0,0,0,360,2.8,8,8,10.5,480,9,999999999,0,0.106,0,88,0,0,0
4742100,-0.1,-0.4,98,99500,0,1396,272,0,0,0,0,0,0,0,360,2.8,8,8,10.5,480,9,999999999,0,0.106,0,88,0,0,0
4743000,-0.1,-0.4,98,99500,0,1396,272,0,0,0,0,0,0,0,360,2.8,8,8,10.5,480,9,999999999,0,0.106,0,88,0,0,0
4743900,-0.1,-0.4,98,99500,0,1396,272,0,0,0,0,0,0,0,360,2.8,8,8,10.5,480,9,999999999,0,0.106,0,88,0,0,0
4744800,-0.5,-0.8,98,99600,0,1396,266,0,0,0,0,0,0,0,350,2.6,7,7,15,750,9,999999999,0,0.106,0,88,0,0,0
4745700,-0.5,-0.8,98,99600,0,1396,266,0,0,0,0,0,0,0,350,2.6,7,7,15,750,9,999999999,0,0.106,0,88,0,0,0
4746600,-0.5,-0.8,98,99600,0,1396,266,0,0,0,0,0,0,0,350,2.6,7,7,15,750,9,999999999,0,0.106,0,88,0,0,0
4747500,-0.5,-0.8,98,99600,0,1396,266,0,0,0,0,0,0,0,350,2.6,7,7,15,750,9,999999999,0,0.106,0,88,0,0,0
4748400,-0.7,-1.4,94,99600,0,1396,275,0,0,0,0,0,0,0,350,2.6,9,9,15,1050,9,999999999,0,0.106,0,88,0,0,0
4749300,-0.7,-1.4,94,99600,0,1396,275,0,0,0,0,0,0,0,350,2.6,9,9,15,1050,9,999999999,0,0.106,0,88,0,0,0
4750200,-0.7,-1.4,94,99600,0,1396,275,0,0,0,0,0,0,0,350,2.6,9,9,15,1050,9,999999999,0,0.106,0,88,0,0,0
4751100,-0.7,-1.4,94,99600,0,1396,275,0,0,0,0,0,0,0,350,2.6,9,9,15,1050,9,999999999,0,0.106,0,88,0,0,0
4752000,-0.4,-1.2,94,99600,0,1396,276,0,0,0,0,0,0,0,340,3.1,10,9,12,1050,0,999099999,0,0.106,0,88,0,0,0
4752900,-0.4,-1.2,94,99600,0,1396,276,0,0,0,0,0,0,0,340,3.1,10,9,12,1050,0,999099999,0,0.106,0,88,0,0,0
4753800,-0.4,-1.2,94,99600,0,1396,276,0,0,0,0,0,0,0,340,3.1,10,9,12,1050,0,999099999,0,0.106,0,88,0,0,0
4754700,-0.4,-1.2,94,99600,0,1396,276,0,0,0,0,0,0,0,340,3.1,10,9,12,1050,0,999099999,0,0.106,0,88,0,0,0
4755600,-0.4,-1.2,94,99600,0,1396,284,0,0,0,0,0,0,0,330,3.1,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4756500,-0.4,-1.2,94,99600,0,1396,284,0,0,0,0,0,0,0,330,3.1,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4757400,-0.4,-1.2,94,99600,0,1396,284,0,0,0,0,0,0,0,330,3.1,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4758300,-0.4,-1.2,94,99600,0,1396,284,0,0,0,0,0,0,0,330,3.1,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4759200,-0.5,-1.6,91,99600,0,1396,275,0,0,0,0,0,0,0,350,1.5,10,9,12,900,0,999099999,0,0.107,0,88,0,0,0
4760100,-0.5,-1.6,91,99600,0,1396,275,0,0,0,0,0,0,0,350,1.5,10,9,12,900,0,999099999,0,0.107,0,88,0,0,0
4761000,-0.5,-1.6,91,99600,0,1396,275,0,0,0,0,0,0,0,350,1.5,10,9,12,900,0,999099999,0,0.107,0,88,0,0,0
4761900,-0.5,-1.6,91,99600,0,1396,275,0,0,0,0,0,0,0,350,1.5,10,9,12,900,0,999099999,0,0.107,0,88,0,0,0
4762800,-0.7,-1.9,91,99600,0,1396,282,0,0,0,0,0,0,0,320,1.5,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4763700,-0.7,-1.9,91,99600,0,1396,282,0,0,0,0,0,0,0,320,1.5,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4764600,-0.7,-1.9,91,99600,0,1396,282,0,0,0,0,0,0,0,320,1.5,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4765500,-0.7,-1.9,91,99600,0,1396,282,0,0,0,0,0,0,0,320,1.5,10,10,15,1050,9,999999999,0,0.107,0,88,0,0,0
4766400,-0.2,-1.1,93,99600,0,1396,285,0,0,0,0,0,0,0,310,2.6,10,10,15,1050,0,999699999,0,0.107,0,88,0,0,0
4767300,-0.2,-1.1,93,99600,0,1396,285,0,0,0,0,0,0,0,310,2.6,10,10,15,1050,0,999699999,0,0.107,0,88,0,0,0
4768200,-0.2,-1.1,93,99600,0,1396,285,0,0,0,0,0,0,0,310,2.6,10,10,15,1050,0,999699999,0,0.107,0,88,0,0,0
4769100,-0.2,-1.1,93,99600,0,1396,285,0,0,0,0,0,0,0,310,2.6,10,10,15,1050,0,999699999,0,0.107,0,88,0,0,0
4770000,-0.4,-1.6,91,99600,0,1396,283,0,0,0,0,0,0,0,330,2.1,10,10,12,780,0,999699999,0,0.107,0,88,0,0,0
4770900,-0.4,-1.6,91,99600,0,1396,283,0,0,0,0,0,0,0,330,2.1,10,10,12,780,0,999699999,0,0.107,0,88,0,0,0
4771800,-0.4,-1.6,91,99600,0,1396,283,0,0,0,0,0,0,0,330,2.1,10,10,12,780,0,999699999,0,0.107,0,88,0,0,0
4772700,-0.4,-1.6,91,99600,0,1396,283,0,0,0,0,0,0,0,330,2.1,10,10,12,780,0,999699999,0,0.107,0,88,0,0,0
4773600,-0.3,-1.5,91,99700,0,1396,284,0,0,0,0,0,0,0,350,2.6,10,10,10,900,0,999699999,0,0.107,0,88,0,0,0
4774500,-0.3,-1.5,91,99700,0,1396,284,0,0,0,0,0,0,0,350,2.6,10,10,10,900,0,999699999,0,0.107,0,88,0,0,0
4775400,-0.3,-1.5,91,99700,0,1396,284,0,0,0,0,0,0,0,350,2.6,10,10,10,900,0,999699999,0,0.107,0,88,0,0,0
4776300,-0.3,-1.5,91,99700,0,1396,284,0,0,0,0,0,0,0,350,2.6,10,10,10,900,0,999699999,0,0.107,0,88,0,0,0
4777200,-0.2,-1.2,92,99700,0,1396,285,0,0,0,0,0,0,0,360,2.6,10,10,9,900,0,999699999,0,0.107,2,88,0,0,0
4778100,-0.2,-1.2,92,99700,0,1396,285,0,0,0,0,0,0,0,360,2.6,10,10,9,900,0,999699999,0,0.107,2,88,0,0,0
4779000,-0.2,-1.2,92,99700,0,1396,285,0,0,0,0,0,0,0,360,2.6,10,10,9,900,0,999699999,0,0.107,2,88,0,0,0
4779900,-0.2,-1.2,92,99700,0,1396,285,0,0,0,0,0,0,0,360,2.6,10,10,9,900,0,999699999,0,0.107,2,88,0,0,0
4780800,-0.2,-1.2,92,99700,41,1396,285,3,0,3,400,0,400,130,340,2.1,10,10,4,780,0,999099999,0,0.107,2,88,0,0,0
4781700,-0.2,-1.2,92,99700,41,1396,285,3,0,3,400,0,400,130,340,2.1,10,10,4,780,0,999099999,0,0.107,2,88,0,0,0
4782600,-0.2,-1.2,92,99700,41,1396,285,3,0,3,400,0,400,130,340,2.1,10,10,4,780,0,999099999,0,0.107,2,88,0,0,0
4783500,-0.2,-1.2,92,99700,41,1396,285,3,0,3,400,0,400,130,340,2.1,10,10,4,780,0,999099999,0,0.107,2,88,0,0,0
4784400,-0.2,-1.8,88,99700,241,1396,284,31,0,31,3700,0,3700,1230,330,3.1,10,10,3.3,780,0,999099999,0,0.107,2,88,0,0,0
4785300,-0.2,-1.8,88,99700,241,1396,284,31,0,31,3700,0,3700,1230,330,3.1,10,10,3.3,780,0,999099999,0,0.107,2,88,0,0,0
4786200,-0.2,-1.8,88,99700,241,1396,284,31,0,31,3700,0,3700,1230,330,3.1,10,10,3.3,780,0,999099999,0,0.107,2,88,0,0,0
4787100,-0.2,-1.8,88,99700,241,1396,284,31,0,31,3700,0,3700,1230,330,3.1,10,10,3.3,780,0,999099999,0,0.107,2,88,0,0,0
4788000,0.3,-1.2,89,99700,431,1396,279,125,11,122,14000,600,13600,4340,330,5.1,9,9,4.5,900,9,999999999,0,0.107,2,88,0,0,0
4788900,0.3,-1.2,89,99700,431,1396,279,125,11,122,14000,600,13600,4340,330,5.1,9,9,4.5,900,9,999999999,0,0.107,2,88,0,0,0
4789800,0.3,-1.2,89,99700,431,1396,279,125,11,122,14000,600,13600,4340,330,5.1,9,9,4.5,900,9,999999999,0,0.107,2,88,0,0,0
4790700,0.3,-1.2,89,99700,431,1396,279,125,11,122,14000,600,13600,4340,330,5.1,9,9,4.5,900,9,999999999,0,0.107,2,88,0,0,0
4791600,0.4,-0.9,90,99700,580,1396,279,189,48,169,20900,4500,19200,4810,330,5.1,9,9,4,900,9,999999999,0,0.107,2,88,0,0,0
4792500,0.4,-0.9,90,99700,580,1396,279,189,48,169,20900,4500,19200,4810,330,5.1,9,9,4,900,9,999999999,0,0.107,2,88,0,0,0
4793400,0.4,-0.9,90,99700,580,1396,279,189,48,169,20900,4500,19200,4810,330,5.1,9,9,4,900,9,999999999,0,0.107,2,88,0,0,0
4794300,0.4,-0.9,90,99700,580,1396,279,189,48,169,20900,4500,19200,4810,330,5.1,9,9,4,900,9,999999999,0,0.107,2,88,0,0,0
4795200,1.2,-1.1,84,99800,678,1396,283,233,18,224,26100,1500,25200,8420,340,3.1,9,9,8,450,9,999999999,0,0.107,2,88,0,0,0
4796100,1.2,-1.1,84,99800,678,1396,283,233,18,224,26100,1500,25200,8420,340,3.1,9,9,8,450,9,999999999,0,0.107,2,88,0,0,0
4797000,1.2,-1.1,84,99800,678,1396,283,233,18,224,26100,1500,25200,8420,340,3.1,9,9,8,450,9,999999999,0,0.107,2,88,0,0,0
4797900,1.2,-1.1,84,99800,678,1396,283,233,18,224,26100,1500,25200,8420,340,3.1,9,9,8,450,9,999999999,0,0.107,2,88,0,0,0
4798800,1.5,-0.8,84,99800,718,1396,284,251,19,241,28200,1600,27200,9150,340,3.6,9,9,9,900,0,999099999,0,0.107,2,88,0,0,0
4799700,1.5,-0.8,84,99800,718,1396,284,251,19,241,28200,1600,27200,9150,340,3.6,9,9,9,900,0,999099999,0,0.107,2,88,0,0,0
4800600,1.5,-0.8,84,99800,718,1396,284,251,19,241,28200,1600,27200,9150,340,3.6,9,9,9,900,0,999099999,0,0.107,2,88,0,0,0
4801500,1.5,-0.8,84,99800,718,1396,284,251,19,241,28200,1600,27200,9150,340,3.6,9,9,9,900,0,999099999,0,0.107,2,88,0,0,0
4802400,1.3,-0.5,87,99800,697,1396,284,241,18,232,27000,1600,26100,8760,340,4.1,9,9,4,900,0,999199999,0,0.107,2,88,0,0,0
4803300,1.3,-0.5,87,99800,697,1396,284,241,18,232,27000,1600,26100,8760,340,4.1,9,9,4,900,0,999199999,0,0.107,2,88,0,0,0
4804200,1.3,-0.5,87,99800,697,1396,284,241,18,232,27000,1600,26100,8760,340,4.1,9,9,4,900,0,999199999,0,0.107,2,88,0,0,0
4805100,1.3,-0.5,87,99800,697,1396,284,241,18,232,27000,1600,26100,8760,340,4.1,9,9,4,900,0,999199999,0,0.107,2,88,0,0,0
4806000,2,-0.2,85,99800,616,1396,287,205,16,198,22900,1300,22200,7320,340,4.1,9,9,6,1080,0,999099999,0,0.107,2,88,0,0,0
4806900,2,-0.2,85,99800,616,1396,287,205,16,198,22900,1300,22200,7320,340,4.1,9,9,6,1080,0,999099999,0,0.107,2,88,0,0,0
4807800,2,-0.2,85,99800,616,1396,287,205,16,198,22900,1300,22200,7320,340,4.1,9,9,6,1080,0,999099999,0,0.107,2,88,0,0,0
4808700,2,-0.2,85,99800,616,1396,287,205,16,198,22900,1300,22200,7320,340,4.1,9,9,6,1080,0,999099999,0,0.107,2,88,0,0,0
4809600,1.9,0.2,88,99800,482,1396,287,87,0,87,10100,0,10100,3580,340,3.6,10,9,6,300,0,999099999,0,0.107,2,88,0,0,0
4810500,1.9,0.2,88,99800,482,1396,287,87,0,87,10100,0,10100,3580,340,3.6,10,9,6,300,0,999099999,0,0.107,2,88,0,0,0
4811400,1.9,0.2,88,99800,482,1396,287,87,0,87,10100,0,10100,3580,340,3.6,10,9,6,300,0,999099999,0,0.107,2,88,0,0,0
4812300,1.9,0.2,88,99800,482,1396,287,87,0,87,10100,0,10100,3580,340,3.6,10,9,6,300,0,999099999,0,0.107,2,88,0,0,0
4813200,1.8,-0.2,86,99900,304,1396,294,44,0,44,5200,0,5200,1760,340,3.1,10,10,7,1200,0,999099999,0,0.107,2,88,0,0,0
4814100,1.8,-0.2,86,99900,304,1396,294,44,0,44,5200,0,5200,1760,340,3.1,10,10,7,1200,0,999099999,0,0.107,2,88,0,0,0
4815000,1.8,-0.2,86,99900,304,1396,294,44,0,44,5200,0,5200,1760,340,3.1,10,10,7,1200,0,999099999,0,0.107,2,88,0,0,0
4815900,1.8,-0.2,86,99900,304,1396,294,44,0,44,5200,0,5200,1760,340,3.1,10,10,7,1200,0,999099999,0,0.107,2,88,0,0,0
4816800,1.4,-1.1,83,99900,93,1396,291,8,0,8,1000,0,1000,310,350,3.6,10,10,7,1080,0,999099999,0,0.107,2,88,0,0,0
4817700,1.4,-1.1,83,99900,93,1396,291,8,0,8,1000,0,1000,310,350,3.6,10,10,7,1080,0,999099999,0,0.107,2,88,0,0,0
4818600,1.4,-1.1,83,99900,93,1396,291,8,0,8,1000,0,1000,310,350,3.6,10,10,7,1080,0,999099999,0,0.107,2,88,0,0,0
4819500,1.4,-1.1,83,99900,93,1396,291,8,0,8,1000,0,1000,310,350,3.6,10,10,7,1080,0,999099999,0,0.107,2,88,0,0,0
4820400,1.1,0.4,95,100000,0,1396,292,0,0,0,0,0,0,0,340,3.1,10,10,7,990,0,999099999,0,0.107,2,88,0,0,0
4821300,1.1,0.4,95,100000,0,1396,292,0,0,0,0,0,0,0,340,3.1,10,10,7,990,0,999099999,0,0.107,2,88,0,0,0
4822200,1.1,0.4,95,100000,0,1396,292,0,0,0,0,0,0,0,340,3.1,10,10,7,990,0,999099999,0,0.107,2,88,0,0,0
4823100,1.1,0.4,95,100000,0,1396,292,0,0,0,0,0,0,0,340,3.1,10,10,7,990,0,999099999,0,0.107,2,88,0,0,0
4824000,1.1,-0.5,89,100000,0,1396,291,0,0,0,0,0,0,0,340,3.6,10,10,8,990,9,999999999,0,0.107,2,88,0,0,0
4824900,1.1,-0.5,89,100000,0,1396,291,0,0,0,0,0,0,0,340,3.6,10,10,8,990,9,999999999,0,0.107,2,88,0,0,0
4825800,1.1,-0.5,89,100000,0,1396,291,0,0,0,0,0,0,0,340,3.6,10,10,8,990,9,999999999,0,0.107,2,88,0,0,0
4826700,1.1,-0.5,89,100000,0,1396,291,0,0,0,0,0,0,0,340,3.6,10,10,8,990,9,999999999,0,0.107,2,88,0,0,0
4827600,1.1,-1.4,83,100000,0,1396,290,0,0,0,0,0,0,0,340,4.1,10,10,9,990,9,999999999,0,0.107,2,88,0,0,0
4828500,1.1,-1.4,83,100000,0,1396,290,0,0,0,0,0,0,0,340,4.1,10,10,9,990,9,999999999,0,0.107,2,88,0,0,0
4829400,1.1,-1.4,83,100000,0,1396,290,0,0,0,0,0,0,0,340,4.1,10,10,9,990,9,999999999,0,0.107,2,88,0,0,0
4830300,1.1,-1.4,83,100000,0,1396,290,0,0,0,0,0,0,0,340,4.1,10,10,9,990,9,999999999,0,0.107,2,88,0,0,0
4831200,1.1,-2,78,100000,0,1396,289,0,0,0,0,0,0,0,320,4.6,10,10,10,1050,9,999999999,0,0.107,2,88,0,0,0
4832100,1.1,-2,78,100000,0,1396,289,0,0,0,0,0,0,0,320,4.6,10,10,10,1050,9,999999999,0,0.107,2,88,0,0,0
4833000,1.1,-2,78,100000,0,1396,289,0,0,0,0,0,0,0,320,4.6,10,10,10,1050,9,999999999,0,0.107,2,88,0,0,0
4833900,1.1,-2,78,100000,0,1396,289,0,0,0,0,0,0,0,320,4.6,10,10,10,1050,9,999999999,0,0.107,2,88,0,0,0
4834800,1.3,-1.5,80,100100,0,1396,283,0,0,0,0,0,0,0,320,5.1,9,9,12,1200,9,999999999,0,0.107,2,88,0,0,0
4835700,1.3,-1.5,80,100100,0,1396,283,0,0,0,0,0,0,0,320,5.1,9,9,12,1200,9,999999999,0,0.107,2,88,0,0,0
4836600,1.3,-1.5,80,100100,0,1396,283,0,0,0,0,0,0,0,320,5.1,9,9,12,1200,9,999999999,0,0.107,2,88,0,0,0
4837500,1.3,-1.5,80,100100,0,1396,283,0,0,0,0,0,0,0,320,5.1,9,9,12,1200,9,999999999,0,0.107,2,88,0,0,0
4838400,1.3,-2.1,77,100100,0,1396,260,0,0,0,0,0,0,0,330,5.1,9,2,8,2700,0,999099999,0,0.107,2,88,0,0,0
4839300,1.3,-2.1,77,100100,0,1396,260,0,0,0,0,0,0,0,330,5.1,9,2,8,2700,0,999099999,0,0.107,2,88,0,0,0
4840200,1.3,-2.1,77,100100,0,1396,260,0,0,0,0,0,0,0,330,5.1,9,2,8,2700,0,999099999,0,0.107,2,88,0,0,0
4841100,1.3,-2.1,77,100100,0,1396,260,0,0,0,0,0,0,0,330,5.1,9,2,8,2700,0,999099999,0,0.107,2,88,0,0,0
4842000,0.5,-1.3,87,100100,0,1395,262,0,0,0,0,0,0,0,330,5.1,10,4,6,2400,0,999099999,0,0.108,2,88,0,0,0
4842900,0.5,-1.3,87,100100,0,1395,262,0,0,0,0,0,0,0,330,5.1,10,4,6,2400,0,999099999,0,0.108,2,88,0,0,0
4843800,0.5,-1.3,87,100100,0,1395,262,0,0,0,0,0,0,0,330,5.1,10,4,6,2400,0,999099999,0,0.108,2,88,0,0,0
4844700,0.5,-1.3,87,100100,0,1395,262,0,0,0,0,0,0,0,330,5.1,10,4,6,2400,0,999099999,0,0.108,2,88,0,0,0
4845600,0.1,-1.4,88,100100,0,1395,278,0,0,0,0,0,0,0,330,5.1,10,9,3,750,0,999199999,0,0.108,2,88,0,0,0
4846500,0.1,-1.4,88,100100,0,1395,278,0,0,0,0,0,0,0,330,5.1,10,9,3,750,0,999199999,0,0.108,2,88,0,0,0
4847400,0.1,-1.4,88,100100,0,1395,278,0,0,0,0,0,0,0,330,5.1,10,9,3,750,0,999199999,0,0.108,2,88,0,0,0
4848300,0.1,-1.4,88,100100,0,1395,278,0,0,0,0,0,0,0,330,5.1,10,9,3,750,0,999199999,0,0.108,2,88,0,0,0
4849200,-0.2,-1.1,93,100100,0,1395,285,0,0,0,0,0,0,0,320,5.1,10,10,2.5,300,0,999199999,0,0.108,2,88,0,0,0
4850100,-0.2,-1.1,93,100100,0,1395,285,0,0,0,0,0,0,0,320,5.1,10,10,2.5,300,0,999199999,0,0.108,2,88,0,0,0
4851000,-0.2,-1.1,93,100100,0,1395,285,0,0,0,0,0,0,0,320,5.1,10,10,2.5,300,0,999199999,0,0.108,2,88,0,0,0
4851900,-0.2,-1.1,93,100100,0,1395,285,0,0,0,0,0,0,0,320,5.1,10,10,2.5,300,0,999199999,0,0.108,2,88,0,0,0
4852800,-0.2,-1,94,100100,0,1395,285,0,0,0,0,0,0,0,310,6.7,10,10,3.5,300,0,999099999,0,0.108,2,88,0,0,0
4853700,-0.2,-1,94,100100,0,1395,285,0,0,0,0,0,0,0,310,6.7,10,10,3.5,300,0,999099999,0,0.108,2,88,0,0,0
4854600,-0.2,-1,94,100100,0,1395,285,0,0,0,0,0,0,0,310,6.7,10,10,3.5,300,0,999099999,0,0.108,2,88,0,0,0
4855500,-0.2,-1,94,100100,0,1395,285,0,0,0,0,0,0,0,310,6.7,10,10,3.5,300,0,999099999,0,0.108,2,88,0,0,0
4856400,-0.1,-0.9,94,100000,0,1395,285,0,0,0,0,0,0,0,310,7.7,10,10,3.5,330,0,999099999,0,0.108,2,88,0,0,0
4857300,-0.1,-0.9,94,100000,0,1395,285,0,0,0,0,0,0,0,310,7.7,10,10,3.5,330,0,999099999,0,0.108,2,88,0,0,0
4858200,-0.1,-0.9,94,100000,0,1395,285,0,0,0,0,0,0,0,310,7.7,10,10,3.5,330,0,999099999,0,0.108,2,88,0,0,0
4859100,-0.1,-0.9,94,100000,0,1395,285,0,0,0,0,0,0,0,310,7.7,10,10,3.5,330,0,999099999,0,0.108,2,88,0,0,0
4860000,-0.2,-1,94,100000,0,1395,285,0,0,0,0,0,0,0,320,5.7,10,10,3,300,0,999199999,0,0.108,2,88,0,0,0
4860900,-0.2,-1,94,100000,0,1395,285,0,0,0,0,0,0,0,320,5.7,10,10,3,300,0,999199999,0,0.108,2,88,0,0,0
4861800,-0.2,-1,94,100000,0,1395,285,0,0,0,0,0,0,0,320,5.7,10,10,3,300,0,999199999,0,0.108,2,88,0,0,0
