Koordinatensystem : Lambert konform konisch
Rechtswert        : 3835500 Meter
Hochwert          : 2375500 Meter
Hoehenlage        : 207 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3835500 2375500  4  5  8   9.0  999 250  0.7 2  5.8  83   57  105 274 -351  2
3835500 2375500  4  5  9  10.0  999 210  1.3 3  6.0  80  136  190 274 -360  2
3835500 2375500  4  5 10  12.6  999 207  1.5 2  6.3  74  303  210 280 -374  2
3835500 2375500  4  5 11  14.6  998 210  1.6 2  6.6  68  428  222 284 -388  2
3835500 2375500  4  5 12  15.8  998 328  1.9 2  6.8  62  520  221 291 -404  2
3835500 2375500  4  5 13  18.1  998 302  1.6 2  7.1  58  562  215 298 -417  2
3835500 2375500  4  5 14  19.3  998 333  1.6 2  7.4  54  551  206 304 -429  2
3835500 2375500  4  5 15  19.9  997 296  2.4 1  7.4  51  473  196 305 -433  2
3835500 2375500  4  5 16  20.9  996 294  2.6 2  7.5  49  311  197 307 -430  2
3835500 2375500  4  5 17  20.4  996 286  2.3 3  7.7  50  135  177 314 -422  2
3835500 2375500  4  5 18  19.6  995 274  2.4 3  7.6  52   71   87 312 -410  2
3835500 2375500  4  5 19  17.7  996  19  2.6 2  7.5  55    9   24 304 -395  2
3835500 2375500  4  5 20  15.8  996  27  1.8 2  7.6  63    0    0 295 -382  2
3835500 2375500  4  5 21  13.6  995  23  1.9 2  7.6  72    0    0 291 -373  2
3835500 2375500  4  5 22  12.4  996 356  2.0 1  7.5  79    0    0 287 -367  2
3835500 2375500  4  5 23  11.6  996 298  3.2 1  7.3  82    0    0 287 -362  2
3835500 2375500  4  5 24  10.9  996 259  2.1 5  7.2  85    0    0 291 -359  2
3835500 2375500  4  6  1  10.3  996 190  2.5 5  7.1  87    0    0 295 -355  2
3835500 2375500  4  6  2  10.6  997 198  2.2 6  7.1  88    0    0 299 -352  2
3835500 2375500  4  6  3  10.6  998 216  1.9 6  7.1  87    0    0 304 -352  2
3835500 2375500  4  6  4  10.9  998 224  2.2 6  7.1  87    0    0 309 -354  2
3835500 2375500  4  6  5  10.1  997 221  2.0 6  7.1  88    0    0 312 -355  2
3835500 2375500  4  6  6  10.1  998 228  2.0 6  7.0  90    0    0 313 -353  2
3835500 2375500  4  6  7  10.3  998 242  2.0 7  7.1  90    0   12 317 -353  2
3835500 2375500  4  6  8  11.5  998 244  1.9 8  7.3  88    3   81 329 -356  2
3835500 2375500  4  6  9  13.9  999 211  3.4 7  7.6  81   31  197 336 -366  2
3835500 2375500  4  6 10  14.4  999 202  3.1 5  7.6  74   78  282 328 -380  2
3835500 2375500  4  6 11  15.2  999 206  2.9 5  7.5  70   50  317 323 -394  2
3835500 2375500  4  6 12  16.1 1000 223  3.4 7  7.3  65   51  344 339 -409  2
3835500 2375500  4  6 13  16.7  999 297  2.5 6  7.0  60   36  336 348 -413  2
3835500 2375500  4  6 14  18.0 1000 235  2.0 5  6.9  55   57  347 342 -407  2
3835500 2375500  4  6 15  18.1 1000 272  2.0 7  6.7  51   12  248 351 -407  2
3835500 2375500  4  6 16  16.5 1000   9  3.6 8  6.4  51    0  119 364 -407  2
3835500 2375500  4  6 17  16.2  999  75  2.4 8  6.0  52    0   92 365 -401  2
3835500 2375500  4  6 18  16.0  999  69  2.6 7  5.8  50    0   61 358 -397  2
3835500 2375500  4  6 19  15.6  999  79  2.1 6  5.8  51    0   19 345 -391  2
3835500 2375500  4  6 20  14.2  999  46  3.2 6  5.9  56    0    0 336 -384  2
3835500 2375500  4  6 21  13.2 1000 344  2.7 5  6.2  63    0    0 327 -377  2
3835500 2375500  4  6 22  11.9 1001 321  2.4 3  6.3  69    0    0 307 -371  2
3835500 2375500  4  6 23  11.5 1002 349  1.8 3  6.4  74    0    0 292 -369  2
3835500 2375500  4  6 24  11.0 1002 131  2.1 6  6.5  77    0    0 305 -368  2
3835500 2375500  4  7  1  10.4 1002 252  1.6 5  6.5  80    0    0 313 -367  2
3835500 2375500  4  7  2   9.8 1002 302  1.4 6  6.4  82    0    0 309 -365  2
3835500 2375500  4  7  3  10.4 1002 308  1.7 8  6.5  83    0    0 324 -362  2
3835500 2375500  4  7  4  10.5 1001 295  1.3 8  6.6  82    0    0 336 -360  2
3835500 2375500  4  7  5  10.5 1001 254  0.8 8  6.5  82    0    0 337 -356  2
3835500 2375500  4  7  6  10.6 1001 312  1.3 8  6.6  82    0    0 339 -351  2
3835500 2375500  4  7  7  10.8 1000  20  1.8 8  6.7  82    0    6 342 -346  2
3835500 2375500  4  7  8  11.0 1000  40  1.9 7  6.9  83   10   83 338 -352  2
3835500 2375500  4  7  9  11.4 1000  85  2.6 6  6.9  83   44  195 328 -367  2
3835500 2375500  4  7 10  12.6 1000 107  2.3 7  7.0  79   62  264 330 -384  2
3835500 2375500  4  7 11  13.7  999 193  2.3 6  7.0  73   28  286 334 -402  2
3835500 2375500  4  7 12  14.3  999 208  2.6 7  6.8  68   34  310 337 -419  2
3835500 2375500  4  7 13  15.3  998 224  3.3 6  6.7  63  100  360 341 -431  2
3835500 2375500  4  7 14  17.4  998 239  4.2 5  6.7  57  249  345 338 -438  2
3835500 2375500  4  7 15  17.3  998 249  4.0 4  6.5  52  276  289 334 -441  2
3835500 2375500  4  7 16  18.4  997 246  1.3 3  6.4  49  296  205 328 -439  2
3835500 2375500  4  7 17  18.0  996 300  6.4 5  6.4  48  160  170 335 -432  2
3835500 2375500  4  7 18  17.0  995 258  5.5 4  6.3  50  125   96 338 -420  2
3835500 2375500  4  7 19  15.9  995 282  4.3 5  6.4  54   27   29 334 -407  2
3835500 2375500  4  7 20  15.3  995 255  4.5 7  6.5  58    0    0 344 -395  2
3835500 2375500  4  7 21  14.7  995 274  3.0 8  6.5  60    0    0 356 -389  2
3835500 2375500  4  7 22  14.5  995 222  2.6 7  6.6  62    0    0 356 -388  2
3835500 2375500  4  7 23  14.0  995 226  2.1 7  6.6  64    0    0 349 -385  2
3835500 2375500  4  7 24  13.8  995 322  3.4 8  6.6  66    0    0 353 -383  2
3835500 2375500  4  8  1  13.3  995 322  3.1 8  6.7  68    0    0 356 -382  2
3835500 2375500  4  8  2  12.4  995 331  3.3 8  6.6  70    0    0 353 -380  2
3835500 2375500  4  8  3  11.2  995 320  3.7 7  5.8  66    0    0 343 -376  2
3835500 2375500  4  8  4  10.3  995 311  3.7 6  5.1  63    0    0 326 -370  2
3835500 2375500  4  8  5   9.4  995 319  5.0 4  4.7  62    0    0 307 -362  2
3835500 2375500  4  8  6   8.2  996 338  5.1 5  4.6  64    0    0 296 -355  2
3835500 2375500  4  8  7   7.3  997 359  5.4 6  4.5  67    0   25 302 -353  2
3835500 2375500  4  8  8   7.2  997  30  6.5 6  4.3  66   34   82 303 -353  2
3835500 2375500  4  8  9   7.2  998 342  6.5 5  3.9  60  102  186 294 -355  2
3835500 2375500  4  8 10   7.6  999   4  5.8 5  3.5  54  105  256 285 -362  2
3835500 2375500  4  8 11   8.0  999  25  5.4 5  3.4  51  217  293 284 -371  2
3835500 2375500  4  8 12   8.4 1000  19  4.8 5  3.3  48  398  258 281 -380  2
3835500 2375500  4  8 13   9.6 1000  18  5.3 3  3.2  44  612  146 271 -388  2
3835500 2375500  4  8 14  10.2  999  22  6.3 1  3.0  39  599  135 257 -394  2
3835500 2375500  4  8 15  11.4  998   6  4.3 1  2.9  36  563  109 253 -396  2
3835500 2375500  4  8 16  11.3  998 353  6.5 1  2.8  33  461   98 254 -393  2
3835500 2375500  4  8 17  10.5  997  19  7.1 1  2.6  32  316   86 251 -388  2
3835500 2375500  4  8 18  10.3  997   4  6.2 3  2.6  33  141   71 255 -378  2
3835500 2375500  4  8 19   9.2  997 322  5.3 2  2.7  35   21   25 257 -368  2
3835500 2375500  4  8 20   8.4  998 337  4.4 2  2.8  39    0    1 250 -358  2
3835500 2375500  4  8 21   7.0  998 343  2.8 2  2.9  44    0    0 245 -350  2
3835500 2375500  4  8 22   7.2  999  26  3.4 3  3.0  48    0    0 246 -345  2
3835500 2375500  4  8 23   7.4  999   6  3.6 3  3.1  48    0    0 251 -341  2
3835500 2375500  4  8 24   6.8  999  18  4.3 7  3.2  50    0    0 265 -337  2
3835500 2375500  4  9  1   6.4  999  18  3.8 6  3.2  52    0    0 276 -334  2
3835500 2375500  4  9  2   5.8  999  18  3.8 6  3.2  54    0    0 272 -330  2
3835500 2375500  4  9  3   5.4  998  27  3.1 6  3.3  57    0    0 272 -327  2
3835500 2375500  4  9  4   5.1  998  17  2.8 5  3.3  58    0    0 267 -324  2
3835500 2375500  4  9  5   4.1  999  41  1.9 5  3.0  57    0    0 262 -322  2
3835500 2375500  4  9  6   3.8  999  66  1.7 6  2.8  56    0    0 264 -320  2
3835500 2375500  4  9  7   3.5  999  57  2.6 6  2.8  57    8   34 268 -319  2
3835500 2375500  4  9  8   4.1 1000  43  3.0 5  2.9  58   42  107 264 -321  2
3835500 2375500  4  9  9   5.2 1000  40  4.2 4  2.9  54  150  202 257 -329  2
3835500 2375500  4  9 10   6.3 1000  42  2.2 3  2.8  49  338  224 252 -343  2
3835500 2375500  4  9 11   7.6 1001  29  3.1 2  2.7  43  428  256 246 -357  2
3835500 2375500  4  9 12   7.6 1001  36  4.8 2  2.6  40  488  273 246 -370  2
3835500 2375500  4  9 13   8.8 1001  27  4.5 2  2.7  39  528  272 251 -380  2
3835500 2375500  4  9 14   9.2 1000  34  3.9 1  2.9  40  503  268 250 -384  2
3835500 2375500  4  9 15   9.9 1000  43  3.6 0  2.9  39  448  247 243 -385  2
3835500 2375500  4  9 16  10.1  999  13  4.4 0  2.7  35  371  206 240 -384  2
3835500 2375500  4  9 17  10.0  999 358  3.3 1  2.5  33  243  161 244 -380  2
3835500 2375500  4  9 18   9.6  998   5  4.4 1  2.6  35  134  106 248 -372  2
3835500 2375500  4  9 19   8.2  999 336  2.7 4  2.8  39   30   40 259 -362  2
3835500 2375500  4  9 20   6.9  999   7  1.7 3  2.8  43    0    2 262 -350  2
3835500 2375500  4  9 21   5.8  999  62  1.3 2  2.9  48    0    0 248 -341  2
3835500 2375500  4  9 22   5.1  999 100  1.8 1  3.0  53    0    0 236 -337  2
3835500 2375500  4  9 23   3.7  999 260  1.8 1  3.0  58    0    0 228 -335  2
3835500 2375500  4  9 24   3.0  998 280  1.7 2  3.0  62    0    0 227 -333  2
3835500 2375500  4 10  1   2.0  998 238  1.3 3  3.0  66    0    0 232 -332  2
3835500 2375500  4 10  2   1.4  998 174  0.5 4  3.1  71    0    0 237 -332  2
3835500 2375500  4 10  3   2.3  997 173  0.6 6  3.2  72    0    0 254 -333  2
3835500 2375500  4 10  4   2.3  996 167  0.7 7  3.2  70    0    0 271 -334  2
3835500 2375500  4 10  5   1.8  996 222  0.9 5  3.3  73    0    0 266 -335  2
3835500 2375500  4 10  6   2.3  996 191  1.1 6  3.3  73    0    0 263 -336  2
3835500 2375500  4 10  7   2.4  996 219  1.1 7  3.4  74    0   24 278 -337  2
3835500 2375500  4 10  8   3.9  996 113  0.7 6  3.5  73    7   83 282 -341  2
3835500 2375500  4 10  9   5.2  996 151  1.0 7  3.5  66    5  160 287 -350  2
3835500 2375500  4 10 10   6.6  997 156  1.9 7  3.5  60    9  217 298 -361  2
3835500 2375500  4 10 11   6.8  997 190  2.5 8  3.6  58    3  219 306 -375  2
3835500 2375500  4 10 12   6.8  997 197  2.8 7  4.1  66    2  238 309 -389  2
3835500 2375500  4 10 13   7.6  997 215  1.4 7  4.8  75   26  316 308 -401  2
3835500 2375500  4 10 14   7.9  997 210  1.2 6  5.1  77   14  274 304 -402  2
3835500 2375500  4 10 15   7.8  996 250  1.4 8  5.3  79    0  160 314 -400  2
3835500 2375500  4 10 16   8.0  996 116  1.2 7  5.4  80    5  177 322 -398  2
3835500 2375500  4 10 17   8.8  996 113  1.4 8  5.3  76    1  121 323 -390  2
3835500 2375500  4 10 18   8.2  996 104  1.6 6  5.2  75   35  100 314 -380  2
3835500 2375500  4 10 19   8.2  996 114  0.9 7  5.1  75   17   31 306 -374  2
3835500 2375500  4 10 20   7.7  997 129  1.1 7  5.2  77    0    0 316 -370  2
3835500 2375500  4 10 21   7.6  997 174  1.7 8  5.2  79    0    0 323 -366  2
3835500 2375500  4 10 22   7.4  998  92  1.8 7  5.2  80    0    0 323 -363  2
3835500 2375500  4 10 23   7.2  998 277  1.2 7  5.2  80    0    0 313 -360  2
3835500 2375500  4 10 24   6.6  998 293  1.9 7  5.2  82    0    0 311 -359  2
3835500 2375500  4 11  1   6.3  998  28  2.2 7  5.1  84    0    0 311 -359  2
3835500 2375500  4 11  2   6.2  998  57  1.1 7  5.1  85    0    0 313 -356  2
3835500 2375500  4 11  3   6.0  998 294  1.6 8  5.0  85    0    0 319 -352  2
3835500 2375500  4 11  4   5.8  997 323  1.0 8  5.0  85    0    0 324 -352  2
3835500 2375500  4 11  5   5.4  997  44  1.1 8  5.0  88    0    0 324 -354  2
3835500 2375500  4 11  6   5.4  998  56  1.0 8  5.1  89    0    0 322 -353  2
3835500 2375500  4 11  7   6.1  998  52  1.3 7  5.1  88    1   29 315 -352  2
3835500 2375500  4 11  8   6.7  998  38  1.4 7  5.2  85   20   84 310 -354  2
3835500 2375500  4 11  9   8.3  999   2  1.3 7  5.2  80   66  189 313 -359  2
3835500 2375500  4 11 10  10.1  999  50  1.5 4  5.2  71  173  240 300 -369  2
3835500 2375500  4 11 11  11.9  999  26  2.4 4  5.3  64  359  236 288 -382  2
3835500 2375500  4 11 12  13.1  999  40  2.6 5  5.3  58  217  320 300 -396  2
3835500 2375500  4 11 13  13.2  999  50  2.8 3  5.1  53  278  312 296 -407  2
3835500 2375500  4 11 14  14.3  999 356  3.1 5  5.2  52  140  325 299 -412  2
3835500 2375500  4 11 15  13.4  999  10  3.7 7  5.4  54    2  190 319 -412  2
3835500 2375500  4 11 16  12.9  999   8  3.7 7  5.4  56   48  222 326 -408  2
3835500 2375500  4 11 17  13.1  998  19  4.4 4  5.2  56  285   94 312 -401  2
3835500 2375500  4 11 18  12.7  998  17  3.2 1  5.2  55  181   58 287 -392  2
3835500 2375500  4 11 19  11.9  999   5  3.2 1  5.3  58   41   31 273 -380  2
3835500 2375500  4 11 20  10.2  999  40  2.0 1  5.3  64    0    3 270 -368  2
3835500 2375500  4 11 21   9.0 1000  64  1.5 0  5.3  70    0    0 261 -358  2
3835500 2375500  4 11 22   8.2 1000  21  2.4 0  5.2  74    0    0 254 -352  2
3835500 2375500  4 11 23   7.5 1000  43  1.9 0  5.1  77    0    0 251 -347  2
3835500 2375500  4 11 24   7.7 1001  37  2.6 1  5.1  78    0    0 254 -343  2
3835500 2375500  4 12  1   5.9 1001  51  1.3 0  5.0  81    0    0 251 -340  2
3835500 2375500  4 12  2   4.9 1000  70  1.2 0  4.9  87    0    0 240 -337  2
3835500 2375500  4 12  3   5.0 1000  84  1.6 0  4.8  88    0    0 236 -334  2
3835500 2375500  4 12  4   3.2 1000 113  1.0 0  4.7  90    0    0 234 -332  2
3835500 2375500  4 12  5   3.1 1001 255  0.6 0  4.6  94    0    0 229 -331  2
3835500 2375500  4 12  6   3.3 1001  83  1.2 1  4.6  94    0    0 234 -330  2
3835500 2375500  4 12  7   3.0 1001 197  0.6 3  4.6  96   25   48 248 -330  2
3835500 2375500  4 12  8   5.5 1001 175  0.7 0  4.9  94  113  117 245 -336  2
3835500 2375500  4 12  9   6.6 1001 193  1.8 0  5.2  87  243  170 233 -349  2
3835500 2375500  4 12 10   8.8 1002 170  1.9 1  5.2  79  368  205 245 -367  2
3835500 2375500  4 12 11  11.5 1001 171  2.8 2  5.3  67  470  227 265 -386  2
3835500 2375500  4 12 12  12.6 1001 175  3.2 2  5.2  59  495  260 277 -404  2
3835500 2375500  4 12 13  13.6 1001  63  3.4 2  5.3  56  543  248 282 -419  2
3835500 2375500  4 12 14  14.8 1000  52  3.5 2  5.2  51  566  220 286 -428  2
3835500 2375500  4 12 15  15.6  999  17  4.2 0  4.9  45  501  204 277 -428  2
3835500 2375500  4 12 16  15.4  998  53  3.4 0  4.8  43  387  182 267 -422  2
3835500 2375500  4 12 17  15.3  998  40  3.9 2  4.7  43  268  142 278 -418  2
3835500 2375500  4 12 18  13.8  998  17  3.3 4  4.8  46  103  107 295 -409  2
3835500 2375500  4 12 19  12.9  998  21  3.5 7  5.2  54   22   38 317 -398  2
3835500 2375500  4 12 20  10.5  998   4  2.8 8  5.9  68    0    0 334 -391  2
3835500 2375500  4 12 21  10.1  998  23  2.3 7  6.3  80    0    0 330 -385  2
3835500 2375500  4 12 22   9.9  999  27  2.7 8  6.5  83    0    0 328 -376  2
3835500 2375500  4 12 23   8.8  999  35  4.9 8  6.4  86    0    0 331 -366  2
3835500 2375500  4 12 24   7.6  999  19  5.0 7  6.2  91    0    0 322 -359  2
3835500 2375500  4 13  1   7.4 1000  27  3.3 7  6.0  92    0    0 313 -356  2
3835500 2375500  4 13  2   7.0 1000  46  3.9 7  5.6  88    0    0 312 -355  2
3835500 2375500  4 13  3   6.2 1000  41  2.8 6  5.4  87    0    0 302 -350  2
3835500 2375500  4 13  4   6.1 1000  36  3.1 6  5.3  88    0    0 294 -344  2
3835500 2375500  4 13  5   6.4 1000  46  3.9 5  5.2  87    0    0 289 -343  2
3835500 2375500  4 13  6   6.2 1000  37  3.5 6  5.3  87    0    0 290 -343  2
3835500 2375500  4 13  7   6.4 1000  40  3.3 7  5.3  88    6   42 301 -342  2
3835500 2375500  4 13  8   7.3 1001  47  3.1 4  5.2  84   93  104 292 -344  2
3835500 2375500  4 13  9   8.7 1001  41  4.3 2  5.3  78  330   77 268 -350  2
3835500 2375500  4 13 10   8.9 1002  54  5.7 3  5.3  74  125  242 267 -361  2
3835500 2375500  4 13 11   9.9 1002  52  5.5 6  5.2  71   21  261 292 -373  2
3835500 2375500  4 13 12  10.3 1002  40  6.3 5  5.3  68   15  269 304 -382  2
3835500 2375500  4 13 13  10.7 1002  46  7.3 5  5.3  67   53  312 299 -391  2
3835500 2375500  4 13 14  10.4 1002  35  7.2 6  5.3  66    4  233 305 -396  2
3835500 2375500  4 13 15  10.6 1002  58  6.5 5  5.2  65   31  251 305 -395  2
3835500 2375500  4 13 16  10.6 1002  45  8.3 7  5.2  65    2  159 309 -391  2
3835500 2375500  4 13 17   9.1 1002  39  6.5 8  5.2  68    0   69 319 -388  2
3835500 2375500  4 13 18   9.3 1002  47  5.0 7  5.1  70   13   95 317 -384  2
3835500 2375500  4 13 19   9.5 1003  50  3.7 6  5.0  67   37   28 308 -376  2
3835500 2375500  4 13 20   9.2 1003  59  4.5 4  4.9  66    0    1 295 -367  2
3835500 2375500  4 13 21   8.2 1003  57  3.4 2  4.8  68    0    0 276 -361  2
3835500 2375500  4 13 22   7.5 1004  69  3.0 1  4.5  68    0    0 258 -353  2
3835500 2375500  4 13 23   7.0 1004  76  3.3 0  4.0  62    0    0 246 -345  2
3835500 2375500  4 13 24   6.7 1004  63  2.5 0  3.5  57    0    0 238 -340  2
3835500 2375500  4 14  1   5.4 1004  56  1.6 0  3.5  59    0    0 233 -337  2
3835500 2375500  4 14  2   4.3 1005  63  1.9 1  3.5  65    0    0 233 -334  2
3835500 2375500  4 14  3   3.6 1005  42  1.7 0  3.5  69    0    0 230 -334  2
3835500 2375500  4 14  4   2.9 1005  32  1.9 1  3.4  71    0    0 227 -333  2
3835500 2375500  4 14  5   2.7 1005   3  3.0 2  3.5  74    0    0 234 -332  2
3835500 2375500  4 14  6   2.0 1005  15  2.5 2  3.5  78    0    0 237 -331  2
3835500 2375500  4 14  7   1.9 1005  11  2.5 4  3.6  81   11   51 245 -331  2
3835500 2375500  4 14  8   4.0 1006  15  4.4 2  3.6  76  116  115 247 -335  2
3835500 2375500  4 14  9   6.4 1006  12  5.4 1  3.6  66  254  160 238 -346  2
3835500 2375500  4 14 10   7.8 1006  20  5.4 2  3.6  57  381  192 244 -360  2
3835500 2375500  4 14 11   8.9 1007  23  5.3 2  3.4  49  493  207 252 -375  2
3835500 2375500  4 14 12  10.3 1006  17  5.8 2  3.1  42  554  220 256 -387  2
3835500 2375500  4 14 13  11.0 1006  54  5.6 1  3.0  37  616  202 254 -394  2
3835500 2375500  4 14 14  11.9 1005  41  5.2 1  2.9  35  601  188 252 -399  2
3835500 2375500  4 14 15  12.6 1004   8  4.5 1  2.9  32  506  188 252 -401  2
3835500 2375500  4 14 16  11.8 1003 354  5.8 1  3.0  34  313  209 253 -400  2
3835500 2375500  4 14 17  11.4 1003   4  6.0 1  3.2  38  197  167 251 -395  2
3835500 2375500  4 14 18  11.1 1003 345  5.5 2  3.1  37   75  112 252 -387  2
3835500 2375500  4 14 19  10.9 1003  16  3.8 6  3.1  37    7   39 269 -376  2
3835500 2375500  4 14 20  10.2 1003  12  2.3 7  3.3  41    0    3 288 -365  2
3835500 2375500  4 14 21   8.7 1004  25  3.3 8  3.5  48    0    0 293 -355  2
3835500 2375500  4 14 22   8.3 1004  76  3.7 7  3.8  55    0    0 292 -348  2
3835500 2375500  4 14 23   7.6 1004  79  3.0 7  3.9  59    0    0 286 -343  2
3835500 2375500  4 14 24   7.0 1004  79  2.9 7  4.0  62    0    0 283 -339  2
3835500 2375500  4 15  1   7.5 1003  97  2.5 6  4.1  64    0    0 278 -337  2
3835500 2375500  4 15  2   6.9 1003  90  2.3 6  4.3  67    0    0 273 -335  2
3835500 2375500  4 15  3   5.8 1002 107  1.3 2  4.3  71    0    0 252 -332  2
3835500 2375500  4 15  4   4.7 1001  16  1.5 1  4.2  75    0    0 228 -330  2
3835500 2375500  4 15  5   3.3 1000 235  1.0 1  4.1  80    0    0 223 -329  2
3835500 2375500  4 15  6   3.3 1000 341  2.6 2  4.0  82    0    0 228 -330  2
3835500 2375500  4 15  7   3.5 1000 252  1.1 3  4.1  84    8   56 237 -331  2
3835500 2375500  4 15  8   5.3 1000 246  0.7 3  4.3  82   49  151 247 -338  2
3835500 2375500  4 15  9   7.1 1000 131  1.7 3  4.5  75   99  244 254 -350  2
3835500 2375500  4 15 10   8.5 1000 179  1.9 6  4.5  68  205  312 274 -364  2
3835500 2375500  4 15 11   9.6  999 176  2.2 6  4.3  59  221  376 293 -378  2
3835500 2375500  4 15 12  11.6  998 142  2.8 6  4.3  53  302  399 300 -391  2
3835500 2375500  4 15 13  12.2  997 160  2.5 6  4.3  49  215  419 307 -403  2
3835500 2375500  4 15 14  13.2  996 177  3.9 6  4.4  47  151  406 311 -412  2
3835500 2375500  4 15 15  13.3  995 213  3.7 6  4.4  46  160  361 314 -414  2
3835500 2375500  4 15 16  13.6  994 165  2.0 7  4.3  44  109  299 322 -407  2
3835500 2375500  4 15 17  13.2  993 192  0.6 7  4.3  44   62  209 327 -398  2
3835500 2375500  4 15 18  12.7  992 119  1.6 7  4.3  45   17  116 326 -392  2
3835500 2375500  4 15 19  11.8  992 112  1.9 8  4.3  47    9   45 330 -384  2
3835500 2375500  4 15 20  11.0  991 157  1.2 8  4.4  52    0    5 334 -377  2
3835500 2375500  4 15 21  10.3  991 184  1.9 7  4.6  56    0    0 327 -372  2
3835500 2375500  4 15 22  10.1  991 209  2.3 8  4.7  59    0    0 326 -369  2
3835500 2375500  4 15 23   9.8  991 217  2.0 8  4.7  61    0    0 331 -368  2
3835500 2375500  4 15 24   9.4  990 241  2.4 8  4.8  64    0    0 330 -366  2
3835500 2375500  4 16  1   9.1  990 256  2.6 8  5.0  67    0    0 330 -362  2
3835500 2375500  4 16  2   8.3  990 301  2.0 8  5.1  71    0    0 327 -359  2
3835500 2375500  4 16  3   7.8  989 283  1.5 8  5.4  79    0    0 324 -355  2
3835500 2375500  4 16  4   7.3  989 280  1.7 7  5.8  87    0    0 317 -352  2
3835500 2375500  4 16  5   6.8  988 248  1.9 7  5.9  92    0    0 310 -351  2
3835500 2375500  4 16  6   6.2  988 309  2.3 7  5.8  93    0    0 306 -349  2
3835500 2375500  4 16  7   5.8  988 347  2.5 8  5.6  94    0   24 307 -346  2
3835500 2375500  4 16  8   6.0  989 357  2.0 8  5.6  94    0   59 309 -346  2
3835500 2375500  4 16  9   6.2  989  27  1.5 8  5.5  92    0   75 308 -352  2
3835500 2375500  4 16 10   6.6  989  23  3.3 8  5.5  90    0   80 309 -359  2
3835500 2375500  4 16 11   6.5  989   6  3.7 8  5.5  89    0   88 310 -365  2
3835500 2375500  4 16 12   7.0  990   7  3.6 8  5.4  86    0  135 312 -373  2
3835500 2375500  4 16 13   8.2  990 343  1.5 8  5.3  80    0  186 314 -382  2
3835500 2375500  4 16 14   9.0  989 353  2.5 5  5.2  73   49  319 304 -383  2
3835500 2375500  4 16 15  11.3  989 358  2.0 5  4.9  62  224  301 295 -382  2
3835500 2375500  4 16 16  10.8  989 335  2.6 6  4.5  54   98  257 299 -383  2
3835500 2375500  4 16 17   9.3  989 356  2.6 5  4.4  56   59  186 294 -378  2
3835500 2375500  4 16 18   8.7  989 304  2.1 6  4.6  62   36  114 292 -371  2
3835500 2375500  4 16 19   8.3  989 320  2.8 7  4.6  65   22   44 300 -366  2
3835500 2375500  4 16 20   6.7  990 268  1.7 7  4.7  71    0    2 304 -359  2
3835500 2375500  4 16 21   6.4  990 262  2.2 6  4.6  75    0    0 295 -353  2
3835500 2375500  4 16 22   5.8  991 267  2.4 8  4.6  77    0    0 300 -351  2
3835500 2375500  4 16 23   5.9  991 230  2.0 8  4.7  80    0    0 311 -350  2
3835500 2375500  4 16 24   6.2  991 228  2.3 8  4.7  79    0    0 313 -349  2
3835500 2375500  4 17  1   6.0  992 225  1.9 7  4.7  78    0    0 309 -348  2
3835500 2375500  4 17  2   5.8  991 224  2.0 7  4.7  80    0    0 305 -347  2
3835500 2375500  4 17  3   5.5  991 240  1.6 7  4.8  82    0    0 305 -347  2
3835500 2375500  4 17  4   5.5  991 234  1.9 7  4.7  82    0    0 305 -346  2
3835500 2375500  4 17  5   5.5  990 220  2.1 8  4.6  81    0    0 312 -346  2
3835500 2375500  4 17  6   5.7  990 209  3.5 8  4.6  80    0    0 318 -346  2
