Time,Residualload2023,Residualload2033,Residualload2030
3569400,55963.40628,53932.17065,41.0675
3570300,56838.60075,54795.21095,41.46075
3571200,57708.71054,55653.16657,41.854
3572100,57336.7342,55051.2326,40.61025
3573000,56928.05973,54412.60049,39.3665
3573900,56458.14798,53712.73111,38.12275
3574800,55902.45985,52927.08534,36.879
3575700,51738.98245,48259.37877,34.28425
3576600,47467.95295,43484.12011,31.6895
3577500,43092.35585,38604.29384,29.09475
3578400,38614.73349,33622.44231,26.5
3579300,37910.14767,32631.12005,25.1225
3580200,37106.07892,31540.31487,23.745
3581100,36202.19565,30349.69515,22.3675
3582000,35198.16623,29058.9293,20.99
3582900,34388.2931,28019.63377,19.916
3583800,33475.1788,26877.09708,18.842
3584700,32456.17046,25628.66634,17.768
3585600,31328.6152,24271.68868,16.694
3586500,29548.06332,22246.73299,14.6625
3587400,27698.86823,20153.13409,12.631
3588300,25823.69704,18033.55909,10.5995
3589200,23965.21688,15930.67511,8.568
3590100,23985.41895,15980.14552,9.61775
3591000,24063.54218,16087.53709,10.6675
3591900,24198.14961,16251.41286,11.71725
3592800,24387.80425,16470.33584,12.767
3593700,25278.39019,17561.68939,13.67975
3594600,26188.43056,18672.49738,14.5925
3595500,27083.88011,19768.71454,15.50525
3596400,27930.47248,20816.07453,16.418
3597300,33197.76586,26706.08725,18.75725
3598200,38488.38245,32619.42318,21.0965
3599100,43908.54792,38662.30799,23.43575
3600000,49564.48792,44940.96732,25.775
3600900,51775.00564,47482.11777,27.95475
3601800,54303.42657,50341.17143,30.1345
3602700,57125.98535,53494.36294,32.31425
3603600,60218.69553,56917.70584,34.494
3604500,61881.64899,58642.43295,35.0985
3605400,63561.40402,60383.96161,35.703
3606300,65028.92881,61913.26004,36.3075
3607200,66054.9705,63001.07536,36.912
3608100,66398.19208,63344.83353,36.19675
3609000,66222.33387,63169.5119,35.4815
3609900,65679.27314,62626.98776,34.76625
3610800,64920.445,61868.69621,34.051
3611700,64055.29391,60980.53951,33.298
3612600,63178.42594,60080.66593,32.545
3613500,62341.79329,59221.02767,31.792
3614400,61597.79029,58454.01907,31.039
3615300,60891.42699,57684.41,30.10825
3616200,60377.28681,57107.02406,29.1775
3617100,60102.90046,56769.39195,28.24675
3618000,60116.01977,56719.2655,27.316
3618900,60387.31078,56915.15119,26.72275
3619800,60802.40988,57254.84497,26.1295
3620700,61169.86771,57546.89748,25.53625
3621600,61298.45599,57600.08045,24.943
3622500,60932.04323,57099.74025,24.9315
3623400,60268.83974,56302.60933,24.92
3624300,59442.15265,55341.9948,24.9085
3625200,58585.068,54350.98272,24.897
3626100,57806.70394,53452.56885,25.11625
3627000,57082.94496,52608.76005,25.3355
3627900,56365.70763,51771.47291,25.55475
3628800,55606.68748,50892.40294,25.774
3629700,54741.32344,49905.92368,26.1525
3630600,53834.50819,48877.99321,26.531
3631500,52935.20943,47857.57922,26.9095
3632400,52091.95271,46893.20728,27.288
3633300,51345.43804,46042.84879,27.51275
3634200,50683.70493,45277.27186,27.7375
3635100,50086.63573,44576.35882,27.96225
3636000,49534.11276,43919.99203,28.187
3636900,48660.66476,42663.13986,28.5265
3637800,47800.9233,41419.99422,28.866
3638700,46944.27686,40179.9436,29.2055
3639600,46080.11394,38932.3765,29.545
3640500,45144.58514,37562.67824,29.97325
3641400,44213.36726,36197.29091,30.4015
3642300,43309.12031,34858.8745,30.82975
3643200,42454.50429,33570.08901,31.258
3644100,42022.88971,32996.94095,31.48025
3645000,41599.6759,32432.19367,31.7025
3645900,41120.75166,31811.73595,31.92475
3646800,40522.22684,31071.67766,32.147
3647700,39898.88703,30408.66929,32.09825
3648600,39206.46185,29676.57556,32.0495
3649500,38559.68828,28990.13343,32.00075
3650400,38072.86115,28463.63774,31.952
3651300,38080.4976,28636.94848,32.427
3652200,38337.72565,29059.85081,32.902
3653100,38819.56404,29707.36348,33.377
3654000,39501.25256,30554.72629,33.852
3654900,39892.69222,30937.89454,34.23
3655800,40442.75187,31479.68278,34.608
3656700,41135.18263,32163.84214,34.986
3657600,41953.95671,32974.34482,35.364
3658500,42370.41187,33403.30557,34.96375
3659400,42821.02284,33866.42212,34.5635
3660300,43230.18259,34288.08746,34.16325
3661200,43522.06302,34592.47349,33.763
3662100,41032.04384,31883.96767,31.21525
3663000,38406.1752,29039.6124,28.6675
3663900,35701.49397,26116.44454,26.11975
3664800,32975.25811,23171.72205,23.572
3665700,33096.84454,23213.92724,23.229
3666600,33191.23897,23228.94043,22.886
3667500,33195.87769,23154.19792,22.543
3668400,33047.75486,22926.69385,22.2
3669300,32896.01035,22674.3745,21.39725
3670200,32540.21531,22218.00462,20.5945
3671100,31991.97608,21569.19055,19.79175
3672000,31262.45686,20739.09649,18.989
3672900,30394.09243,19842.69225,18.495
3673800,29418.28645,18838.84644,18.001
3674700,28397.38154,17789.90171,17.507
3675600,27393.72034,16758.20069,17.013
3676500,27455.03139,16935.29029,17.186
3677400,27591.61786,17187.65531,17.359
3678300,27799.27935,17511.09535,17.532
3679200,28073.81548,17901.41001,17.705
3680100,28561.31201,18559.63793,18.05825
3681000,29082.5222,19251.57951,18.4115
3681900,29608.37493,19948.16362,18.76475
3682800,30110.24122,20620.7613,19.118
3683700,33703.39955,24847.52942,21.60575
3684600,37341.87786,29119.61755,24.0935
3685500,41123.61159,33534.96108,26.58125
3686400,45146.97829,38191.93758,29.069
3687300,46658.04778,40157.31271,30.87375
3688200,48482.59901,42436.16959,32.6785
3689100,50593.99268,45001.86889,34.48325
3690000,52966.0316,47828.21345,36.288
3690900,54882.37473,50047.01607,37.4045
3691800,56818.61445,52285.71528,38.521
3692700,58560.973,54330.53332,39.6375
3693600,59895.23049,55967.2503,40.754
3694500,60441.02231,56627.60374,40.5815
3695400,60526.65034,56827.79339,40.409
3696300,60313.60853,56729.31319,40.2365
3697200,59964.05404,56494.32032,40.064
3698100,59433.58305,55949.70179,38.98175
3699000,58923.78239,55425.7536,37.8995
3699900,58430.34115,54918.16482,36.81725
3700800,57948.72732,54422.40346,35.735
3701700,57435.75557,53868.82395,35.08525
3702600,57024.69854,53417.15916,34.4355
3703500,56810.28609,53162.13894,33.78575
3704400,56887.027,53198.27209,33.136
3705300,57434.84349,53764.35098,33.285
3706200,58147.80163,54495.57153,33.434
3707100,58804.9388,55170.97111,33.583
3708000,59185.73452,55570.02923,33.732
3708900,59064.154,55478.27365,32.963
3709800,58589.29856,55033.24317,32.194
3710700,57904.97631,54378.74586,31.425
3711600,57154.99533,53658.58982,30.656
3712500,56562.55773,53175.56551,30.02625
3713400,56052.13827,52774.55934,29.3965
3714300,55627.93735,52459.77171,28.76675
3715200,55293.71321,52234.96085,28.137
3716100,55094.35003,52157.0785,27.97875
3717000,54960.31397,52144.52326,27.8205
3717900,54863.30767,52168.99778,27.66225
3718800,54774.59161,52201.76254,27.504
3719700,54430.02522,51822.10521,27.39125
3720600,54069.9837,51426.97277,27.2785
3721500,53698.99906,51020.8972,27.16575
3722400,53321.82437,50608.63158,27.053
3723300,52916.3978,50160.12041,26.78025
3724200,52548.00098,49748.63899,26.5075
3725100,52255.21118,49412.7646,26.23475
3726000,52076.82674,49191.29557,25.962
3726900,52171.17989,49316.7251,26.16225
3727800,52394.7503,49571.37189,26.3625
3728700,52723.88315,49931.58112,26.56275
3729600,53134.70253,50373.47689,26.763
3730500,53697.40114,51023.66669,26.81175
3731400,54434.41593,51848.17269,26.8605
3732300,55461.58926,52962.83721,26.90925
3733200,56895.42666,54484.16581,26.958
3734100,58886.00986,56644.07706,26.97975
3735000,61238.82144,59166.21668,27.0015
3735900,63793.69389,61890.41717,27.02325
3736800,66390.01756,64656.06888,27.045
3737700,68811.98251,67177.87221,27.75025
3738600,71019.5065,69485.23457,28.4555
3739500,72917.08592,71482.65236,29.16075
3740400,74408.77501,73074.17982,29.866
3741300,75280.5181,73993.52799,30.71025
3742200,75787.82209,74548.43705,31.5545
3743100,76067.86286,74876.0829,32.39875
3744000,76257.59525,75113.42036,33.243
3744900,76052.09926,74838.09771,33.9275
3745800,75873.79527,74589.96705,34.612
3746700,75703.33937,74349.6845,35.2965
3747600,75520.94553,74097.464,35.981
3748500,73470.11056,71692.13505,35.3485
3749400,71406.56389,69274.09439,34.716
3750300,69348.9862,66862.02271,34.0835
3751200,67316.05816,64474.60069,33.451
3752100,66563.10754,63322.72429,33.90175
3753000,65821.76327,62182.45423,34.3525
3753900,65060.41187,61022.17705,34.80325
3754800,64247.21882,59810.05821,35.254
3755700,63560.28376,58777.50941,35.32375
3756600,62799.95241,57671.56431,35.3935
3757500,61975.95198,56501.95015,35.46325
3758400,61098.45185,55278.83628,35.533
3759300,60236.1605,54238.55409,34.32675
3760200,59338.71852,53163.12127,33.1205
3761100,58414.85829,52061.2702,31.91425
3762000,57473.09114,50941.51221,30.708
3762900,57927.73188,51527.02035,30.35025
3763800,58375.74044,52105.8963,29.9925
3764700,58819.99074,52681.014,29.63475
3765600,59263.35676,53255.24741,29.277
3766500,59864.11856,54011.11216,29.34975
3767400,60447.85772,54749.95427,29.4225
3768300,60995.78304,55452.98252,29.49525
3769200,61489.10328,56101.40571,29.568
3770100,63675.80783,58594.12732,31.42325
3771000,65875.5557,61099.89224,33.2785
3771900,68174.45488,63704.80848,35.13375
3772800,70659.05551,66495.42617,36.989
3773700,70952.21948,66668.63284,38.05125
3774600,71468.00412,67064.46019,39.1135
3775500,72157.33119,67633.82996,40.17575
3776400,72970.6803,68327.22179,41.238
3777300,73742.72035,69049.3817,42.212
3778200,74486.79464,69743.57587,43.186
3779100,75100.10415,70307.00525,44.16
3780000,75479.84987,70636.87084,45.134
3780900,75457.53153,70513.07256,44.71325
3781800,75138.64354,70092.70462,44.2925
3782700,74563.20015,69415.78128,43.87175
3783600,73771.21559,68522.31678,43.451
3784500,73052.7195,67906.99054,42.41225
3785400,72211.85941,67169.30031,41.3735
3786300,71302.57718,66363.18794,40.33475
3787200,70379.2568,65543.03742,39.296
3788100,69659.21452,65028.28838,38.23825
3789000,69020.52715,64594.89425,37.1805
3789900,68504.31432,64283.97466,36.12275
3790800,68151.69563,64136.64921,35.065
3791700,67813.44073,63879.14863,35.30075
3792600,67554.33002,63700.79225,35.5365
3793500,67248.57288,63475.78943,35.77225
3794400,66770.37867,63078.34954,36.008
3795300,65861.65535,62114.80228,34.84625
3796200,64766.01467,60964.33765,33.6845
3797100,63594.43536,59737.9344,32.52275
3798000,62458.3383,58547.01339,31.361
3798900,61357.69993,57343.89627,30.21175
3799800,60387.82633,56271.54392,29.0625
3800700,59533.24239,55314.48124,27.91325
3801600,58778.25191,54457.01201,26.764
3802500,57943.53718,53388.36488,26.04825
3803400,57169.0649,52379.96019,25.3325
3804300,56430.62754,51407.59043,24.61675
3805200,55704.68081,50447.7113,23.901
3806100,54934.92575,49446.07419,23.0315
3807000,54178.43509,48457.70146,22.162
3807900,53459.85848,47507.24279,21.2925
3808800,52803.84557,46619.34782,20.423
3809700,52130.46364,45635.64697,20.19
3810600,51543.63186,44738.49626,19.957
3811500,51042.57646,43927.12194,19.724
3812400,50626.30263,43200.52917,19.491
3813300,50657.2362,43204.50761,19.81375
3814200,50760.01855,43280.33482,20.1365
3815100,50922.38011,43415.74126,20.45925
3816000,51132.27241,43598.67842,20.782
3816900,51238.3568,43565.58922,21.653
3817800,51475.53758,43663.59641,22.524
3818700,51939.64996,43988.53519,23.395
3819600,52726.52915,44636.2408,24.266
3820500,53974.89607,45812.65054,26.27075
3821400,55520.49585,47286.29315,28.2755
3822300,57241.84879,48935.68893,30.28025
3823200,59017.47519,50639.35817,32.285
3824100,60848.54743,52472.99218,33.523
3825000,62535.9221,54162.92863,34.761
3825900,64002.99737,55632.56567,35.999
3826800,65173.17138,56805.30146,37.237
3827700,65716.91938,57290.59302,37.1965
3828600,65989.74221,57504.95941,37.156
3829500,66094.21783,57550.97859,37.1155
3830400,66132.92419,57531.22851,37.075
3831300,65733.26809,57015.6344,36.06825
3832200,65349.97141,56516.39971,35.0615
3833100,64962.80594,56013.29624,34.05475
3834000,64551.32243,55485.87472,33.048
3834900,62117.22088,52727.8101,30.26875
3835800,59659.57503,49946.20119,27.4895
3836700,57199.49738,47162.16047,24.71025
3837600,54758.10041,44396.80044,21.931
3838500,54114.77288,43531.20555,21.39975
3839400,53458.84418,42653.00949,20.8685
3840300,52737.91997,41709.81792,20.33725
3841200,51899.60591,40649.23651,19.806
3842100,51189.43311,39657.39696,19.31075
3843000,50362.64423,38548.94131,18.8155
3843900,49472.40735,37377.03767,18.32025
3844800,48571.89056,36194.85413,17.825
3845700,48218.77483,35731.3442,17.56325
3846600,47886.10836,35288.28353,17.3015
3847500,47551.34169,34843.12268,17.03975
3848400,47192.14645,34373.53323,16.778
3849300,46800.20522,33978.75357,17.0345
3850200,46372.008,33547.71791,17.291
3851100,45917.83468,33090.70615,17.5475
3852000,45448.62839,32618.66142,17.804
3852900,45087.83034,32070.91068,18.594
3853800,44714.43113,31510.55877,19.384
3854700,44320.47211,30929.64706,20.174
3855600,43897.77358,30319.99583,20.964
3856500,45316.74999,31537.79722,23.9635
3857400,46774.63529,32794.50748,26.963
3858300,48346.70487,34165.40204,29.9625
3859200,50108.6763,35726.19843,32.962
3860100,50748.73505,36380.78123,34.36575
3861000,51594.94453,37241.51476,35.7695
3861900,52588.16766,38249.26193,37.17325
3862800,53669.26737,39344.88569,38.577
3863700,53783.66942,39222.89332,39.1855
3864600,53832.74435,39035.57384,39.794
3865500,53722.09392,38688.529,40.4025
3866400,53357.76204,38087.8027,41.011
3867300,52158.98487,36455.39653,40.4685
3868200,50670.60187,34533.38452,39.926
3869100,48950.8658,32380.01944,39.3835
3870000,47058.02944,30053.55408,38.841
3870900,44765.47528,27292.11621,37.76075
3871800,42400.51966,24458.27687,36.6805
3872700,40005.82969,21594.7032,35.60025
3873600,37623.85144,18743.84123,34.52
3874500,35043.64738,15608.07027,33.80375
3875400,32542.03483,12550.89082,33.0875
3876300,30142.44755,9595.736633,32.37125
3877200,27868.31929,6766.041468,31.655
3878100,25930.95972,4351.038644,31.33225
3879000,24041.13089,1983.56655,31.0095
3879900,22097.58128,-437.6263223,30.68675
3880800,19999.05938,-3013.791482,30.364
3881700,18078.28617,-5266.222309,28.7385
3882600,15984.96535,-7691.200741,27.113
3883500,13803.10473,-10204.71897,25.4875
3884400,11616.26997,-12723.21135,23.862
3885300,9230.658142,-15527.89743,22.95275
3886200,6942.207972,-18235.42185,22.0435
3887100,4769.26853,-20827.43554,21.13425
3888000,2730.188888,-23285.58944,20.225
3888900,1035.245911,-25331.88964,20.39675
3889800,-546.5076062,-27265.00038,20.5685
3890700,-2054.201614,-29124.05161,20.74025
3891600,-3526.966062,-30948.17328,20.912
3892500,-4942.764632,-32702.2921,20.745
3893400,-6338.998228,-34436.84594,20.578
3894300,-7692.343629,-36128.51159,20.411
3895200,-8979.035472,-37753.52368,20.244
3896100,-9912.140793,-38932.10791,19.9025
3897000,-10755.49041,-40020.93644,19.561
3897900,-11509.637,-41020.56194,19.2195
3898800,-12175.13326,-41931.5371,18.878
3899700,-12220.86948,-42037.59665,19.12375
3900600,-12198.40462,-42075.45513,19.3695
3901500,-12127.30367,-42064.67751,19.61525
3902400,-12027.79482,-42025.49199,19.861
3903300,-11766.11479,-41778.57493,20.6145
3904200,-11385.60795,-41412.83104,21.368
3905100,-10775.95876,-40817.94483,22.1215
3906000,-9826.851742,-39883.60077,22.875
3906900,-8275.489973,-38279.3789,25.44175
3907800,-6402.356216,-36353.38504,28.0085
3908700,-4335.23076,-34233.39949,30.57525
3909600,-2202.114964,-32047.42359,33.142
3910500,-12.96800061,-29765.61561,35.289
3911400,2027.83887,-27632.14771,37.436
3912300,3833.423896,-25733.90166,39.583
3913200,5317.126398,-24157.53814,41.73
3914100,6253.635742,-23123.239,42.26025
3915000,6888.490756,-22390.5942,42.7905
3915900,7328.027632,-21853.26753,43.32075
3916800,7679.245778,-21404.25959,43.851
3917700,7166.272398,-22000.32753,43.56575
3918600,6670.32165,-22579.37283,43.2805
3919500,6190.288171,-23142.50086,42.99525
3920400,5724.84552,-23691.03807,42.71
3921300,3119.273762,-26499.48403,41.3465
3922200,525.6399551,-29295.99205,39.983
3923100,-2057.492877,-32081.99909,38.6195
3924000,-4631.782782,-34859.1632,37.256
3924900,-4714.74998,-35020.34129,36.804
3925800,-4835.741761,-35219.54397,36.352
3926700,-5040.299198,-35502.31231,35.9
3927600,-5373.963362,-35914.18737,35.448
3928500,-5687.869492,-36286.14431,34.7355
3929400,-6116.291519,-36772.61716,34.023
3930300,-6599.429155,-37313.80561,33.3105
3931200,-7077.261035,-37849.68831,32.598
3932100,-7682.328056,-38459.09076,32.447
3933000,-8250.254787,-39031.35293,32.296
3933900,-8809.117518,-39594.55109,32.145
3934800,-9386.992541,-40176.76154,31.994
3935700,-9016.618976,-39731.03586,31.621
3936600,-8669.679166,-39308.74393,31.248
3937500,-8322.628819,-38886.34146,30.875
3938400,-7951.702571,-38440.06309,30.502
3939300,-6989.39556,-37248.79623,30.52975
3940200,-6022.888159,-36053.32898,30.5575
3941100,-5095.289634,-34896.77061,30.58525
3942000,-4249.930326,-33822.45145,30.613
3942900,-368.6676798,-29286.65874,32.29775
3943800,3473.465016,-24789.99598,33.9825
3944700,7362.354686,-20246.57624,35.66725
3945600,11384.3304,-15570.07046,37.352
3946500,13911.39518,-12374.58253,38.89575
3947400,16662.51762,-8955.036956,40.4395
3948300,19642.67184,-5306.459583,41.98325
3949200,22856.83202,-1423.876267,43.527
3950100,24136.18994,9.649315385,44.5315
3951000,25485.29644,1512.923481,45.536
3951900,26734.69894,2916.49365,46.5405
3952800,27715.16595,4051.128317,47.545
3953700,28773.56116,5436.611905,47.46275
3954600,29448.72604,6438.865166,47.3805
3955500,29795.26567,7112.493171,47.29825
3956400,29868.00618,7512.322064,47.216
3957300,29957.65407,8045.56665,46.09475
3958200,29919.19005,8450.699338,44.9735
3959100,29843.69628,8818.802272,43.85225
3960000,29821.81276,9240.515447,42.731
3960900,29446.79984,9185.630671,41.882
3961800,29211.6157,9270.57467,41.033
3962700,29111.72834,9490.815445,40.184
3963600,29142.38467,9841.599923,39.335
3964500,29357.9814,10314.98616,39.428
3965400,29606.40748,10821.20176,39.521
3966300,29794.92274,11267.50654,39.614
3967200,29830.56591,11560.93922,39.707
3968100,30521.63914,13037.92538,38.7595
3969000,31048.89716,14351.09633,37.812
3969900,31494.35811,15582.4702,36.8645
3970800,31940.04013,16814.06515,35.917
3971700,32488.11116,18240.93083,34.72775
3972600,33140.97087,19772.58519,33.5385
3973500,33921.16872,21431.57769,32.34925
3974400,34851.25417,23240.45779,31.16
3975300,35182.2157,23887.21116,31.05075
3976200,35642.06288,24662.85018,30.9415
3977100,36186.91269,25523.49183,30.83225
3978000,36773.10318,26425.47416,30.723
3978900,37513.74386,27635.44839,30.74825
3979800,38275.82863,28866.86672,30.7735
3980700,39082.79126,30143.1629,30.79875
3981600,39958.28657,31487.99175,30.824
3982500,40501.73578,32301.25999,30.7775
3983400,41128.52958,33197.87281,30.731
3984300,41829.71449,34168.87675,30.6845
3985200,42596.33706,35205.31834,30.638
3986100,43385.90048,36175.99922,31.47075
3987000,44221.1155,37192.33172,32.3035
3987900,45090.81795,38243.15163,33.13625
3988800,45984.28575,39317.7369,33.969
3989700,47024.52271,40668.68316,35.1035
3990600,48186.3499,42141.21967,36.238
3991500,49578.53534,43844.1144,37.3725
3992400,51310.06807,45886.35645,38.507
3993300,52979.37269,47540.40615,40.8565
3994200,54949.66841,49495.44696,43.206
3995100,57073.72052,51604.24415,45.5555
3996000,59204.29429,53719.563,47.905
3996900,61202.25236,55741.32367,50.05625
3997800,63012.29824,57575.17215,52.2075
3998700,64587.34335,59174.01986,54.35875
3999600,65880.29911,60490.77822,56.51
4000500,66793.16638,61689.47243,56.62275
4001400,67459.09493,62641.22791,56.7355
4002300,67960.76612,63428.72604,56.84825
4003200,68380.41917,64134.20603,56.961
4004100,68176.59251,64081.84589,56.071
4005000,67959.94361,64016.6635,55.181
4005900,67717.42915,63925.61556,54.291
4006800,67435.56366,63795.2166,53.401
4007700,64466.0333,60596.11102,50.86925
4008600,61478.04332,57378.54583,48.3375
4009500,58505.52847,54176.45577,45.80575
4010400,55582.64454,51023.99663,43.274
4011300,55193.14135,50417.70675,42.9765
4012200,54826.29815,49834.07688,42.679
4013100,54420.87769,49211.86973,42.3815
4014000,53916.08484,48490.2902,42.084
4014900,53327.53462,47498.39801,41.7235
4015800,52622.47886,46390.00026,41.363
4016700,51844.57948,45208.75891,41.0025
4017600,51037.94059,43998.77804,40.642
4018500,51132.76618,43755.22157,40.28575
4019400,51221.84386,43505.9172,39.9295
4020300,51284.39277,43230.08405,39.57325
4021200,51299.63202,42906.94124,39.217
4022100,51080.36129,42407.28087,39.204
4023000,50830.3614,41876.89132,39.191
4023900,50587.10424,41353.24451,39.178
4024800,50388.06171,40873.81233,39.165
4025700,50579.26878,41034.4023,39.7275
4026600,50793.13585,41217.65227,40.29
4027500,50970.74691,41364.64624,40.8525
4028400,51053.18598,41416.46821,41.415
4029300,52424.32431,42618.79471,44.46425
4030200,53759.53825,43785.19683,47.5135
4031100,55176.6598,45033.50655,50.56275
4032000,56793.74203,46481.77694,53.612
4032900,56570.22216,45943.00069,55.23425
4033800,56626.58091,45684.10307,56.8565
4034700,56924.57264,45666.83841,58.47875
4035600,57425.95167,45852.96106,60.101
4036500,57757.10245,45820.25237,61.339
4037400,58096.54348,45795.83393,62.577
4038300,58287.75495,45623.18593,63.815
4039200,58173.77492,45145.34643,65.053
4040100,57800.63711,44574.94244,64.63925
4041000,57034.98391,43612.02304,64.2255
4041900,55946.34282,42326.11576,63.81175
4042800,54604.02027,40786.52702,63.398
4043700,53151.41532,39221.22999,62.456
4044600,51598.99583,37556.11843,61.514
4045500,50030.76962,35875.20013,60.572
4046400,48531.18662,34262.92506,59.63
4047300,47256.96782,33008.57485,59.0685
4048200,46128.6573,31900.13294,58.507
4049100,45139.18073,30930.52497,57.9455
4050000,44281.68483,30092.89767,57.384
4050900,43834.09473,29869.61967,57.20875
4051800,43393.80004,29653.63709,57.0335
4052700,42843.18984,29327.33899,56.85825
4053600,42064.65322,28773.11447,56.683
4054500,40551.59133,27042.35535,55.11525
4055400,38821.54613,25094.61292,53.5475
4056300,37003.07167,23058.44122,51.97975
4057200,35224.94306,21062.61538,50.412
4058100,33630.74235,19336.21204,49.586
4059000,32188.86105,17762.12812,48.76
4059900,30882.82921,16323.89365,47.934
4060800,29696.17687,15005.03869,47.108
4061700,29161.07527,14640.08438,46.7175
4062600,28713.73971,14362.89613,46.327
4063500,28339.3583,14158.66202,45.9365
4064400,28022.89805,14012.34907,45.546
4065300,27445.69316,13397.34956,45.29975
4066200,26922.43012,12836.2919,45.0535
4067100,26463.94152,12340.00868,44.80725
4068000,26081.28101,11919.55355,44.561
4068900,25384.31249,10995.70122,44.507
4069800,24769.14105,10153.64597,44.453
4070700,24230.57146,9388.192559,44.399
4071600,23763.85064,8694.58793,44.345
4072500,23773.80919,8601.981962,44.60175
4073400,23838.70441,8564.312675,44.8585
4074300,23946.81944,8569.863191,45.11525
4075200,24086.43739,8606.916633,45.372
4076100,24731.73792,9453.890309,46.08425
4077000,25499.84458,10423.67013,46.7965
4077900,26493.99855,11619.49725,47.50875
4078800,27817.441,13144.61286,48.221
4079700,28946.15432,14205.83198,50.29225
4080600,30388.23885,15580.42231,52.3635
4081500,32024.31508,17149.00434,54.43475
4082400,33735.44565,18792.64071,56.506
4083300,35674.93747,20734.41372,58.2365
4084200,37485.4331,22547.19054,59.967
4085100,39082.59313,24146.63176,61.6975
4086000,40381.41493,25447.73475,63.428
4086900,41142.51329,26167.72035,63.1905
4087800,41606.82093,26590.91524,62.953
4088700,41860.22477,26803.20632,62.7155
4089600,41988.61174,26890.48054,62.478
4090500,41894.26879,26728.13436,61.34575
4091400,41780.803,26546.66535,60.2135
4092300,41668.11097,26365.9701,59.08125
4093200,41576.08928,26205.94518,57.949
4094100,40869.6911,25440.23459,55.437
4095000,40200.21214,24711.44321,52.925
4095900,39564.0047,24015.92334,50.413
4096800,38957.64213,23350.24835,47.901
4097700,38916.36372,23326.83198,47.6745
4098600,38849.77244,23278.10274,47.448
4099500,38706.13717,23152.3295,47.2215
4100400,38434.16892,22898.22329,46.995
4101300,38123.5975,22540.22522,46.55175
4102200,37668.66531,22037.86636,46.1085
4103100,37104.96512,21426.73952,45.66525
4104000,36468.31079,20742.65852,45.222
4104900,35764.81171,20163.79966,44.556
4105800,35041.08443,19564.7126,43.89
4106700,34314.26212,18962.53052,43.224
4107600,33601.47796,18374.38659,42.558
4108500,34034.17272,19009.70236,42.7885
4109400,34495.27537,19673.42603,43.019
4110300,34982.13306,20362.90473,43.2495
4111200,35492.09288,21075.48557,43.48
4112100,36246.42612,22106.83565,43.9585
4113000,36997.33271,23134.75908,44.437
4113900,37721.15785,24135.60106,44.9155
4114800,38394.02562,25085.48567,45.394
4115700,40525.88314,27721.99805,47.744
4116600,42680.51119,30381.28096,50.094
4117500,44955.40304,33160.82768,52.444
4118400,47447.83089,36157.91039,54.794
4119300,49210.79602,38380.24233,56.25325
4120200,51217.60484,40846.41797,57.7125
4121100,53397.07181,43485.25174,59.17175
4122000,55678.01135,46225.5581,60.631
4122900,56866.63119,47559.94519,61.39625
4123800,57992.3557,48831.43696,62.1615
4124700,58961.89203,49946.74054,62.92675
4125600,59682.16836,50812.78413,63.692
4126500,60124.89386,51416.56882,63.602
4127400,60254.02707,51706.76123,63.512
4128300,60098.30752,51712.10087,63.422
4129200,59686.69578,51461.54833,63.332
4130100,59239.78445,51351.67047,62.675
4131000,58661.6662,51110.58568,62.018
4131900,58047.95517,50833.90812,61.361
4132800,57494.70765,50617.69407,60.704
4133700,56905.57411,50338.15482,60.18425
4134600,56489.09871,50231.27371,59.6645
4135500,56261.75139,50313.52069,59.14475
4136400,56240.00212,50601.36571,58.625
4137300,56038.52254,50416.17364,58.14225
4138200,55917.84519,50311.7838,57.6595
4139100,55736.59381,50146.81992,57.17675
4140000,55353.61316,49780.12677,56.694
4140900,54535.0998,48862.10719,55.5325
4141800,53475.50615,47703.00732,54.371
4142700,52276.74695,46404.7419,53.2095
4143600,51040.73693,45069.22565,52.048
4144500,49643.84163,43409.14734,51.4195
4145400,48326.6432,41828.76591,50.791
4146300,47104.06409,40343.00379,50.1625
4147200,45990.80566,38966.56235,49.534
4148100,45111.29722,37913.15222,49.23175
4149000,44336.57745,36964.53077,48.9295
4149900,43647.0814,36101.13302,48.62725
4150800,43023.023,35303.17292,48.325
4151700,42328.65885,34439.46062,48.1525
4152600,41673.8668,33615.32042,47.98
4153500,41052.34627,32824.45172,47.8075
4154400,40457.79665,32060.55395,47.635
4155300,39755.18763,31159.58001,47.64675
4156200,39093.91928,30299.94674,47.6585
4157100,38494.77249,29502.43503,47.67025
4158000,37978.30707,28787.60469,47.682
4158900,37599.62831,28167.55689,47.95225
4159800,37275.00195,27601.56148,48.2225
4160700,36954.90758,27040.09807,48.49275
4161600,36590.0459,26433.86735,48.763
4162500,36346.19576,26119.09386,49.6345
4163400,36016.12708,25718.10183,50.506
4164300,35607.90904,25238.96044,51.3775
4165200,35129.61081,24689.73886,52.249
4166100,34557.5472,24079.41652,54.401
4167000,34022.9555,23506.56607,56.553
4167900,33625.31862,23070.67046,58.705
4168800,33464.11949,22871.21259,60.857
4169700,33466.52236,22750.60326,62.46125
4170600,33732.99711,22894.06582,64.0655
4171500,34191.69498,23229.75151,65.66975
4172400,34770.98825,23686.0326,67.274
4173300,34990.58333,23554.46865,67.66625
4174200,35245.77119,23458.49748,68.0585
4175100,35522.95583,23384.52309,68.45075
4176000,35808.9834,23319.39163,68.843
