hour,EEX2018,EEX2015,EEX2035,Residualload2018,EEX2020
1579,60.95,45.78,71.44361723,64.206,37.3
1580,64.34,44.44,64.61321924,63.34,38.04
1581,50.29,34.92,57.31067485,58.242,35.46
1582,43.66,28.27,55.30401735,54.223,31.71
1583,40.77,28.08,66.29254298,51.496,30.5
1584,36.6,23.19,48.99695511,46.105,28.54
1585,37.37,17.73,40.30512522,41.816,31.01
1586,35.03,15.59,45.61471433,38.41,25.5
1587,35.73,15.92,43.43153524,36.55,24.51
1588,33.29,15.57,39.87883168,36.561,24.03
1589,34,16.24,32.11597901,37.797,24.47
1590,34.63,16.9,24.78051022,40.673,24.41
1591,41.47,15.53,28.36282294,47.934,26.25
1592,46.2,15.58,34.25749488,50.586,30.4
1593,46.96,15.57,27.00988699,49.195,33.58
1594,44.91,21.42,-8.117717134,44.162,35
1595,35.91,20.05,4.791448925,40.119,30.4
1596,33.67,21.86,3.652991801,37.567,28.1
1597,32.94,20.03,5.94528496,35.675,26.08
1598,33.15,14.89,1.522379208,36.5,25.06
1599,33.5,14.87,2.558649142,37.058,24.94
1600,38.27,12.88,-1.045655724,40.542,25
1601,40.51,15.53,21.14542559,43.296,29.54
1602,42.99,26.02,32.1271294,46.484,35.79
1603,47.66,36.13,62.09047298,47.606,38.8
1604,45.3,44.17,69.77496164,46.778,39.95
1605,34.9,38.94,64.36115135,42.082,35
1606,32.08,32.29,81.29239822,37.287,27.17
1607,31.71,39.53,66.68633541,35.6,28.24
1608,28.51,36.29,56.00360784,30.969,24.9
1609,15.72,25.96,58.44131721,27.71,20.8
1610,14.79,26.72,51.3689425,26.818,16.82
1611,13.7,26.78,42.08755479,26.286,12.22
1612,12.76,25.68,38.48286226,26.169,9.24
1613,24.37,26.65,37.64269478,27.439,8.74
1614,31.02,29.95,5.108505083,31.209,8.93
1615,33.98,42.97,22.28445421,38.47,8.67
1616,41.98,50.32,30.36812221,43.892,9.78
1617,43.93,56.65,32.86021859,45.502,9.66
1618,41.94,43.95,55.84922479,43.894,9.38
1619,40.69,39.98,49.5104129,43.018,9.73
1620,39.81,37.48,45.24444555,42.27,9.4
1621,37.33,31.56,40.62313609,42.322,8.93
1622,39.72,34.98,40.20927981,44.644,8.43
1623,40.38,35.2,42.38412683,48.202,8.77
1624,42.19,39.41,41.01529757,52.336,11.01
1625,44.46,40,46.39293478,57.172,19.19
1626,46.54,45.36,45.79370928,61.86,25.71
1627,58.6,59.01,62.29224866,65.428,31.97
1628,53.12,65.97,42.37517934,64.603,34.86
1629,48.88,50.01,48.73115568,59.97,34.02
1630,44.21,39.73,58.13316218,56.054,31.9
1631,41.08,33.92,71.54285333,53.464,31.99
1632,38.66,26.07,60.21727838,48.95,30.41
1633,33.1,29.92,46.92855698,44.177,25.02
1634,31.29,28.41,42.87494801,40.369,25
1635,30.85,27.75,33.3998085,38.334,25.09
1636,29.06,28.07,31.76248739,36.936,24.77
1637,30,30.38,27.8174845,35.915,24.47
1638,28.46,31.6,19.8163185,34.521,25.3
1639,29.66,44.27,10.80809793,33.807,37.1
1640,30.74,48.99,13.42806314,35.426,46.99
1641,33.96,42.91,27.0169168,37.252,50.27
1642,36.01,36.23,34.19069675,38.865,45.65
1643,37.52,32.85,36.62686978,39.472,40.44
1644,37.39,32.54,41.73852975,38.804,40.35
1645,36.6,30.91,56.10457912,37.885,36.88
1646,35.64,33.04,40.78779014,38.25,35.49
1647,34.01,32.66,37.76824563,39.111,33.75
1648,34.03,36.94,36.1186171,40.126,36.75
1649,36.4,40.06,31.56216261,41.691,39.3
1650,38.67,44.94,41.18997366,44.288,46.35
1651,42.04,57.37,48.81484479,46.621,54.57
1652,44,65.18,55.61164058,45.535,58.98
1653,39.7,50.98,55.78359456,40.927,40.5
1654,35.44,39.99,53.47691699,38.571,35.98
1655,34.5,33.95,59.83813778,38.156,34.97
1656,35.19,29.54,55.95780504,35.272,26.75
1657,32.26,27.02,57.11558131,33.674,24.06
1658,27.14,27.92,56.00483593,32.42,23.7
1659,25.65,26.94,56.76836716,31.64,21.77
1660,26.2,26.97,54.65241495,31.525,15.91
1661,25.06,27.3,56.62087394,31.856,13.06
1662,24.92,29,61.19062345,32.22,15.8
1663,25.81,39.93,76.9274376,31.773,24.23
1664,27.61,45,80.07538137,31.801,29
1665,29.31,39.94,76.22268728,31.348,30.19
1666,30.15,30.52,80.74124082,31.498,31.08
1667,28.97,28.19,80.58395569,31.151,30.1
1668,27.1,27.9,76.01954175,31.286,31.77
1669,24.15,26.03,63.35996943,30.649,30.55
1670,20.81,25.93,66.20714469,28.673,30
1671,21.69,26.02,49.19221466,29.356,29.69
1672,27.56,28.19,53.79424163,32.346,24.84
1673,31.01,32,64.28916103,35.278,22.64
1674,31.9,42.81,65.61120857,39.458,24.27
1675,35.7,52.86,81.5108177,43.36,28.17
1676,38.06,66.45,64.94003112,43.694,27.37
1677,34.02,47.72,48.68324756,40.058,24.04
1678,30.62,40.83,33.95627984,39.673,11.79
1679,32.59,40.04,29.07765566,42.318,9.03
1680,31.01,31,-15.37500961,41.084,4.93
1681,32.1,29.44,-0.773864779,39.949,-0.05
1682,31.45,29.7,-1.769043222,39.509,0.07
1683,30.67,29.63,-5.234964556,39.723,0.1
1684,28.92,29.95,-7.148461257,40.819,0.13
1685,30.39,30.94,-20.08965654,42.813,5.58
1686,34.14,32.13,-38.03913943,46.438,21.13
1687,45.65,46.55,-4.105408185,54.745,26.87
1688,50.58,55.39,23.67768065,59.937,33.94
1689,50.48,58.13,30.63673777,60.941,37.17
1690,49.99,46.96,32.12545313,59.997,34.27
1691,47.91,43.93,44.869561,59.022,33.07
1692,46.23,41.01,51.43780374,57.924,29.2
1693,45,33.36,48.50640731,56.162,25.97
1694,42.48,31.96,4.318392944,54.72,24.06
1695,41.65,32.37,1.437017614,52.498,23.73
1696,41.67,37.99,-4.516552889,52.025,24.9
1697,42.49,37.9,-1.958719084,51.972,26.66
1698,46.96,42.01,12.85756557,55.091,33.8
1699,50.24,52.02,34.39954723,57.909,37
1700,49.94,62,23.45479879,57.167,37.99
1701,42.47,44.41,29.20369403,51.269,28.1
1702,39.49,36.89,-4.23668881,46.295,24.39
1703,37.6,32.5,21.94511605,42.651,23.84
1704,30.77,29.93,5.379246585,37.657,12.58
1705,32.47,27.16,0.886108009,34.203,7.37
1706,29.57,27.66,-0.003631403,31.663,1.79
1707,28.14,27.02,-2.799498325,29.89,0.06
1708,26.2,27.47,-12.40444556,29.626,0.01
1709,27.76,28.71,-25.18082397,31.125,-1.58
1710,33.27,30.23,-35.81476564,34.394,0.13
1711,40.6,42.2,-28.25846637,41.398,10.64
1712,46.46,52.04,-22.02232614,45.491,19.98
1713,46.37,49.9,-10.88765975,45.477,18.05
1714,42.5,40.92,-6.62458464,43.838,9.18
1715,40.81,37.39,-3.948027321,44.25,-0.01
1716,40.83,35.94,-1.863433982,45.002,-0.05
1717,41.96,33.22,-4.035700821,45.315,0.03
1718,40.92,30.99,-3.778595914,45.525,0.56
1719,40.91,32.75,5.262234986,45.72,0.08
1720,42.36,32.75,2.981243557,47.135,12.73
1721,41.85,37.92,-4.03365257,48.195,23.6
1722,46.04,42.64,-3.829502464,50.13,27.45
1723,50.92,48.02,12.61696915,54.275,37
1724,51.43,51.42,29.22496991,55.12,39.63
1725,44.99,42.71,40.06097925,51.068,31.76
1726,43.04,34.05,24.04493987,47.893,24.5
1727,40.76,35.79,9.513641997,46.289,23.26
1728,36.36,31.14,6.844719496,42.92,7.5
1729,33.88,30.37,15.3212126,41.525,7.59
1730,33.16,28.07,8.447336297,40.48,6.99
1731,32.98,28.01,2.36958926,40.307,2.48
1732,34.96,29.91,0.631019544,41.434,2.95
1733,34,30.26,-6.170981909,43.376,2.58
1734,35.9,28.12,-18.87993594,47.504,7.96
1735,48.52,27.92,15.87284427,55.892,21.83
1736,60.6,30.98,31.55590486,61.704,24.94
1737,64.98,35.55,40.47327084,62.951,13.99
1738,61.99,39.92,49.78671834,60.866,4.02
1739,57.98,35.96,58.7119582,59.627,0.09
1740,53.83,33.94,59.58906832,59.36,10.69
1741,49.58,31.32,21.88309781,57.467,4.08
1742,48.45,29.27,19.13377854,56.841,0.12
1743,46.99,27.99,47.05018211,56.001,0.01
1744,47.66,26.74,39.97814647,56.041,4.68
1745,47.77,28.66,29.90243118,57.164,21.37
1746,53.63,35.99,41.40449779,60.283,32.65
1747,62.81,43.4,40.07077997,62.666,37.7
1748,60.94,42.51,41.68575644,61.817,42.5
1749,48.86,37.59,44.90458671,56.063,38.41
1750,39.59,30.54,39.76195846,50.264,36.93
1751,34.16,29.33,48.10195574,45.953,36.99
1752,29.55,24.39,47.13080981,40.391,35.35
1753,25.36,31.27,42.62086209,35.418,34.29
1754,20.41,26.66,40.60366545,31.91,32.04
1755,18.42,25.55,48.18178401,30.197,31.43
1756,14.91,25.38,52.61244491,30.005,29.05
1757,13.25,25.37,40.64514074,29.491,29.27
1758,18.35,25.05,38.57269946,31.101,31.15
1759,32.76,23.74,53.37540884,36.627,34.61
1760,40.49,24.48,79.70152997,40.488,34.9
1761,39.99,26.01,76.34049954,37.965,34.83
1762,30,29.38,93.96002619,32.644,34.94
1763,19.48,26.01,87.7073526,28.603,29.13
1764,15.2,26.07,89.1618142,27.167,26.96
1765,13.65,24.04,79.17391016,26.275,26.01
1766,13.56,23.65,73.61251549,27.112,23.81
1767,18.85,22.43,72.99051233,29.865,22.62
1768,21.25,23.3,74.90420761,33.591,24.87
1769,24,24.51,72.2761242,35.757,25.8
1770,30.62,31.73,75.85618447,37.719,34.82
1771,39.55,42.48,88.76938143,40.706,37.17
1772,38.86,41.96,86.03723734,40.757,38.53
1773,30.36,34.54,90.12056786,37.221,32.79
1774,29.07,27.18,88.72910635,34.818,27.42
1775,25.66,27.04,83.20982655,34.17,26.02
1776,17.02,23.32,78.24856985,30.772,23.95
1777,12.08,22.6,75.72867267,27.952,14.23
1778,12.01,22.52,71.85825892,26.361,7.24
1779,8.06,21.45,69.64928231,26.135,6.69
1780,10.84,21.64,68.53828361,26.737,5.98
1781,13.4,22.95,47.03659919,28.593,5.97
1782,24.49,25.12,23.92415328,31.748,4.34
1783,37.76,40.06,32.86259028,38.629,4.34
1784,45.86,43.93,46.59141175,43.422,0.05
1785,47.98,40.44,49.71085872,44.759,0.08
1786,44.97,31.37,51.99045623,44.015,-0.01
1787,44,26.02,56.31700255,43.71,-2.02
1788,42,25.42,61.05913641,43.555,-8.79
1789,38.1,24.02,60.44217914,42.254,-33.67
1790,31.97,23.76,51.01955752,40.384,-33.8
1791,27.09,23.94,47.47452329,38.693,-29.05
1792,26.67,25.24,48.24441898,38.754,-4.96
1793,30.85,27.29,45.97198368,39.783,0.07
1794,37.09,38.45,45.53271452,42.517,13.13
1795,40.23,49,66.43023572,44.967,26
1796,38.38,56.51,52.89413242,44.922,29.96
1797,36.95,40.6,48.02395354,39.838,26.44
1798,20.74,33.99,60.19302168,35.943,25.23
1799,21.62,30.01,69.96091428,35.053,30.18
1800,10.6,23.93,53.15894796,30.857,23.93
1801,13.26,22.89,36.44134465,26.937,20.01
1802,5.56,22.68,18.35708275,24.552,20.13
1803,0.08,22.17,15.66695274,22.561,20.04
1804,0.02,23.02,18.66108194,22.23,20
1805,-5,23.46,-11.63251473,22.375,19.92
1806,-11.86,25.42,-14.54311458,21.667,22.4
1807,-0.71,33.43,-12.64412516,20.963,33.85
1808,10.76,43.51,-9.143604039,21.965,38.34
1809,10.01,40.23,3.384425176,23.414,36.92
1810,9.8,29.9,3.449514294,24.633,32.13
1811,10,27.06,5.167301374,24.309,28
1812,10.73,26.57,-6.794809576,24.955,25.88
1813,8.92,25.32,-16.20526043,23.364,24.83
1814,1.42,25.12,-18.09847905,22.472,25
1815,-0.46,26.42,-22.08539862,21.561,25.23
1816,1.78,29.37,18.7935763,22.04,27.1
1817,1.58,32.99,40.01816137,24.075,30.77
1818,6.91,43.52,62.6221754,25.38,37.25
1819,12.97,47.92,71.04687712,27.932,54.93
1820,13.17,55.64,79.14023249,27.169,61.96
1821,1.09,44.21,77.69828821,23.214,43.1
1822,-2.51,33.86,78.56952368,20.646,35.99
1823,2.05,33.56,77.86402344,22.003,34.56
1824,-4.09,28.11,71.83987289,21.417,30.24
1825,-2,27.42,61.56828318,18.906,25.54
1826,-12.12,28.51,73.78765654,17.375,23.49
1827,-9.63,27.81,73.06516633,16.697,23.06
1828,-9.61,27.84,72.42747104,15.894,22.71
1829,-9.25,27.51,73.78618925,15.855,23
1830,-9.64,29.46,63.6756597,15.437,23.87
1831,-14.42,38.91,68.84755989,13.118,30.48
1832,-27.18,47.44,65.80761253,14.245,35.17
1833,-19.95,43.95,63.73881281,15.143,34.39
1834,-24.22,33.92,85.07171301,15.448,31.37
1835,-29.99,30.12,85.41527227,15.887,28.89
1836,0,32.39,85.19912468,16.287,24.02
1837,-0.05,30.91,78.36980045,14.573,25.55
1838,-18.22,30.57,77.2286339,12.756,23.9
1839,-9.79,31.08,75.86286682,13.118,24.61
1840,-22.95,35.18,73.83197626,15.514,24.02
1841,4.74,39.26,63.30846641,19.474,26.09
1842,23.11,43.45,73.46235503,24.687,30.04
1843,40.38,52.07,77.05258381,30.62,35.93
1844,41.06,60.04,79.14482788,34.021,38.23
1845,39.78,50.63,84.45782691,32.48,35.21
1846,38.05,41.56,74.38606282,32.26,31
1847,38.06,35.1,70.33728452,34.133,29.85
1848,36.88,29.31,52.51555031,32.425,25.97
1849,31.09,29.29,56.97777409,31.235,22.02
1850,31.2,29.53,59.35683866,31.494,21.73
1851,33.35,28.95,54.86484697,32.154,20.76
1852,33.44,28.3,49.7176721,33.895,20.77
1853,31.27,28.16,40.86221013,36.174,20.73
1854,38.18,31.08,32.74206143,41.372,21.06
1855,50.06,41.96,52.11160186,49.559,24.69
1856,59.93,50.93,47.19877634,54.355,30.59
1857,63.28,46.01,53.50557146,53.805,29.79
1858,53.41,33.61,85.11725676,50.707,22.99
1859,48.53,30.33,92.95443816,49.146,20.4
1860,46.84,29.97,92.89174358,47.4,20.64
1861,47.04,29.51,70.88956351,46.393,20.34
1862,47.54,29.64,54.46215722,46.272,20.74
1863,45.95,30.26,58.512941,47.635,21.8
1864,50.03,31.97,60.29867226,50.502,24.76
1865,50.99,35.83,62.0625567,53.85,28.62
1866,57.18,43.91,57.68394081,59.771,33
1867,73,54.8,65.96027839,63.671,37.56
1868,98.19,65.67,47.7212721,64.227,41.07
1869,59.98,48.51,64.51343567,60.082,35.4
1870,48.96,42.91,69.18453977,55.408,33.7
1871,42.05,41.94,63.72866834,53.006,31.83
1872,37.36,30.48,50.85026049,48.767,29.06
1873,38.95,32.21,41.48203669,44.864,26.67
1874,37.53,32.39,45.90174279,42.416,24
1875,37.06,30.99,36.21148581,41.122,22.99
1876,36.59,29.46,28.97532758,40.557,22.16
1877,36.59,28.66,25.49023111,40.781,22.26
1878,38.09,29.61,24.70893967,42.978,26
1879,42.14,39.22,51.84117157,48.697,30.25
1880,49.95,45.42,65.81092638,52.059,33.98
1881,49.85,42.95,58.38451765,51.771,32.06
1882,42.95,31.04,60.52932438,48.229,28.75
1883,38.02,49.41,53.24387863,45.427,25.04
1884,38.09,30.42,55.0970466,42.212,24.93
1885,38,25.75,55.52025347,39.168,22.83
1886,36.48,25.73,52.46583562,38.347,22.99
1887,37.08,25.92,44.19301477,39.324,24.92
1888,36.74,28.49,47.09659457,42.782,27.9
1889,38.09,30.56,59.43130283,46.866,30.57
1890,47.12,38.45,67.87161811,53.406,33.73
1891,56.92,46.09,71.33935871,59.037,40.2
1892,64.92,55,73.83503899,61.677,44.42
1893,54.88,49.84,70.09812513,58.301,34.48
1894,50.25,37.55,78.93933611,55.909,31.65
1895,44.72,32.69,77.98985168,54.394,28.7
1896,39.6,29.41,56.1072769,51.75,27.1
1897,40.77,32.24,52.15949065,50.325,25.18
1898,40.53,29.05,47.65290561,49.519,20
1899,40.74,27.71,45.10144932,49.377,20.87
1900,40.08,28.73,39.15506124,49.856,20.72
1901,40.07,28.36,27.22692088,51.003,25
1902,41.38,27.11,19.61132152,53.811,26.45
1903,57.15,29.02,36.06966759,58.741,31.9
1904,71,29.59,52.32610461,60.599,35
1905,78.33,35.92,48.47071835,58.536,33.88
1906,70.05,33.08,50.79391692,53.148,28.08
1907,57.96,34.03,49.26922257,48.578,25.99
1908,51.15,39.94,50.44639025,45.443,25.36
1909,46.13,37.44,46.57912659,43.1,22.85
1910,42.27,30.24,49.67082288,43.596,21.59
1911,42.11,29.91,41.48066745,43.857,20.38
1912,47.91,29.94,43.85249715,46.913,22.72
1913,49.22,29.9,37.42327284,50.587,25.03
1914,57.95,30.63,23.92370699,55.689,27.72
1915,69.88,36.69,52.69681674,58.577,29.58
1916,78.91,33.99,53.39596316,58.493,28.92
1917,58.46,32.26,63.32881136,53.474,25.06
1918,44.94,26.43,56.42159038,49.017,20.05
1919,39.93,27.6,66.83902307,46.109,21.02
1920,37.06,23.42,50.69806468,42.053,19.9
1921,33.05,20.33,51.56467734,38.506,18.23
1922,33.06,15.15,49.90870768,35.959,13.97
1923,26.09,21.97,48.35349851,33.197,11.16
1924,21.49,23.73,44.67902824,32.049,9.43
1925,22.13,23.82,44.70006494,31.568,8.94
1926,30,23.74,22.41251038,32.989,9.5
1927,35.7,16.34,41.17172705,37.583,7.74
1928,39.2,20.51,58.27626918,40.294,10.8
1929,40.11,23.56,67.90431309,40.932,15.05
1930,37.01,24.44,72.51804933,39.709,8.64
1931,35.92,23.78,73.02218335,39.914,7.51
1932,37.08,24.75,71.92654361,40.76,7.18
1933,38.06,24.34,63.09467229,42.872,7.13
1934,39.97,21.98,52.62525301,47.025,6.17
1935,41.22,16.01,39.95606791,51.137,0.39
1936,42.99,17.65,44.76712126,54.251,5.7
1937,47.98,22.33,52.69387326,56.646,8.3
1938,57.92,26.09,51.6087786,59.596,15.01
1939,70.26,39.91,62.86666311,62.612,20
1940,93.43,46.01,52.67546805,63.796,20.12
1941,64.99,41.9,62.43252485,60.652,15.34
1942,58.42,36.82,73.22185666,57.186,9.29
1943,53.33,38.96,73.90277927,55.266,11.29
1944,46.77,29.49,61.00171862,52.487,10.79
1945,41.39,28.68,48.82109416,49.896,7.51
1946,41.12,29.01,47.32385769,48.141,7.51
1947,40.95,28.6,42.34019638,47.739,7.24
1948,40.49,28.07,37.51168654,48.111,6.25
1949,40.55,28.12,40.95903801,49.237,6.09
1950,42.78,31.64,31.81061791,52.542,6.24
1951,55.87,46.99,32.2523711,59.027,6.06
1952,65.62,57.59,21.43085119,62.944,5.68
1953,70.42,55.68,25.24959356,64.153,2.94
1954,65.72,44.2,42.06921043,62.529,-3.63
1955,60.4,36.98,42.86825193,61.899,-20.8
1956,57.57,34.01,26.7316279,61.846,-25.1
1957,52.53,30.4,11.17222198,59.873,-38.48
1958,50.35,29.97,4.422162515,57.819,-55.05
1959,49.23,30.39,-1.085409092,57.299,-36.63
1960,49.15,36.92,-0.497221306,57.014,-11.98
1961,49.48,41.66,37.45768515,58.07,0.02
1962,57.99,51.34,35.22879997,60.553,11.04
1963,60.73,55.93,58.71608492,62.493,19.78
1964,70.72,75.61,40.71366087,63.577,22.93
1965,60.94,58.59,53.53878019,59.966,19.45
1966,51.79,49.36,59.88953263,56.556,14.36
1967,48.56,44.94,74.47169088,54.509,14.79
1968,45.01,34,62.18238501,51.064,11.05
1969,38.74,32.95,46.30229986,48.023,12.07
1970,37.09,31.82,46.66713191,45.868,10
1971,37.7,31.95,47.90708957,44.798,10.17
1972,37.48,32.68,46.72168388,44.627,9.28
1973,38.14,34.2,30.53584956,44.865,9.28
1974,38.35,36.13,29.30911429,45.026,12.76
1975,38.86,48.01,27.01790301,44.347,20
1976,40.18,57.96,28.51570613,44.678,23.99
1977,41.58,58.97,54.57428448,43.792,20.08
1978,41.5,50.64,62.59619713,39.253,15.84
1979,38,44.95,69.08392587,35.27,10.66
1980,37.41,44.23,68.47178345,35.091,10.7
1981,37,44.39,72.53818568,35.08,10.62
1982,37.78,46.01,52.75455573,34.073,10.92
1983,37.47,47.87,41.01104776,34.062,12.07
1984,38.84,50.57,37.95968451,37.009,12.01
1985,40.2,54.95,31.03351009,42.182,17.4
1986,46.37,58.05,50.93015879,48.824,25.95
1987,58.06,66.99,47.96860427,53.492,30.67
1988,59.58,98.05,60.27840654,54.638,33.14
1989,51.99,62.96,63.69464713,50.705,27.99
1990,42.97,52.4,53.50925062,48.066,21.97
1991,40.29,40.85,61.53876267,47.67,21.84
1992,38.05,31.09,53.61978691,45.358,18.18
1993,38.52,31.08,39.81847868,43.271,16.63
1994,38.01,30.21,34.87940761,41.907,17.55
1995,38.01,30.29,32.61247668,41.826,16.53
1996,37.85,29.62,18.27229907,41.836,16.81
1997,37.28,30.91,16.82394108,41.185,17.6
1998,37.24,32.54,10.53766626,40.428,19.8
1999,37.08,43.06,22.46103951,40.355,23.63
2000,38.67,48.28,21.67110818,38.433,25.88
2001,39.04,49.97,9.865069144,35.559,20.35
2002,38.06,43.93,3.143520616,32.08,17.5
2003,35.01,38.09,1.984070896,29.571,14.16
2004,31.44,37.89,-1.619006504,26.476,15.08
2005,31.29,30.88,3.589172896,24.26,14.3
2006,29.05,33.08,-10.7563704,24.637,13
2007,29.93,36.02,-18.48455726,27.829,14.33
2008,31.81,42.44,-6.169360717,32.07,16.65
2009,36,44.93,-9.501050938,39.372,19.79
2010,36.86,48.64,-7.725571882,47.055,27.75
2011,41.38,55.81,9.62080508,51.452,33.8
2012,45.16,65.96,12.29497596,52.257,33.78
2013,51.3,46.55,12.31010236,50.705,29.65
2014,42,39.79,5.442625216,50.696,22.98
2015,45.09,31.04,6.576523613,47.808,22.98
2016,39.54,27.98,-3.775719685,44.375,20.31
2017,40.36,25.4,13.28850994,42.913,19.29
2018,39.53,26.81,12.55727901,41.68,19.21
2019,38.92,26.34,20.8472401,42.016,19.5
2020,38.01,27.28,34.06983711,43.443,19.33
2021,37.25,28.37,34.70264225,47.653,19.26
2022,38.02,30.27,20.66606894,55.992,21.51
2023,52.28,40.98,47.54324399,61.631,25.84
2024,63.03,46.95,54.2315072,63.51,29.15
2025,79.47,49.98,54.7711151,62.595,27.64
2026,76.61,52.9,63.49516289,61.027,23.62
2027,67.98,53,66.96585116,58.854,20.05
2028,61.49,53.87,69.97092235,56.762,19.57
2029,55.65,50.4,56.21927106,55.287,19.97
2030,52.52,48.3,51.61728057,54.739,19.05
2031,48.84,46.68,51.8397936,53.844,18.7
2032,45.34,46.9,61.92200744,53.967,17.57
2033,44.03,43.96,60.70194526,56.634,19.96
2034,45.09,43.34,55.54814089,60.217,27.09
2035,51.76,46.17,66.23511834,63.093,34.88
2036,62.49,52.02,72.56363896,63.223,34.48
2037,62.41,42.83,69.66271553,60.34,28.09
2038,62.42,37.26,81.54327164,57.944,24.51
2039,54.91,31.46,66.97133584,54.158,24.02
2040,49.18,26.11,50.97017823,50.052,21.18
2041,42.4,27.69,48.47166053,47.959,19.68
2042,38.8,27.64,48.52622314,47.177,18.39
2043,38,26.94,43.3688787,47.778,19.1
2044,38.01,26.5,32.43658021,49.258,18.39
2045,37.83,27.19,18.4930412,52.809,18.32
2046,38.98,29.34,13.94780291,59.528,19.8
2047,48.47,32.67,16.40998399,64.074,22.2
2048,60.43,36.25,19.31784308,63.325,25.53
2049,67.48,43.02,30.87521448,58.706,25
2050,60.69,39.98,39.22393105,54.138,21.32
2051,55.98,40.02,48.55714918,49.977,19.11
2052,52.73,38.94,24.81945448,47.106,18.16
2053,47.53,32.28,26.88970903,46.544,17.67
2054,44.96,29.85,4.647871083,47.069,15.32
2055,42.39,29.45,4.262989575,49.131,16.82
2056,40.85,29.52,1.846538434,50.74,18.19
2057,40.73,30.61,0.11840889,52.969,18.9
2058,41.22,40.03,3.049981691,56.121,27.29
2059,42,45.44,11.11387867,57.365,33.87
2060,47.93,46.49,30.02980149,55.007,34.64
2061,44.24,38.2,39.03707909,49.816,30.09
2062,39.61,32.31,8.654342375,45.931,26.27
2063,36.54,30.82,16.935846,41.346,25.5
2064,33.95,27.33,3.397699921,38.31,23.94
2065,34.36,25.68,10.0483474,36.287,21.26
2066,34.98,24.97,8.417659436,35.579,19
2067,33.72,24.94,5.359657222,35.889,18.54
2068,32.62,27.06,2.198883484,36.75,18.25
2069,33.3,28.08,-10.08262872,39.142,18.5
2070,35.05,30.95,-24.6494728,45.699,20.6
2071,40.05,32.31,-20.36855337,50.391,24.65
2072,43.91,32.55,-7.534004576,51.578,26.95
2073,50.63,38.39,6.558761791,50.4,25.91
2074,50.32,30.96,12.89801573,48.766,22.67
2075,45.49,32.47,17.44281556,48.647,19.98
2076,44.68,28.22,26.58118609,47.333,18.47
2077,41.84,25.86,29.35742914,47.676,18.5
2078,45.13,23.29,16.10049261,47.778,16
2079,45,23.11,18.01961958,48.152,15.64
2080,44.07,23.57,33.2337156,47.487,17.44
2081,42.35,23.7,49.89043678,48.045,18.08
2082,40.72,26.87,39.47397132,48.936,21.8
2083,40.16,32.96,66.65087204,48.351,26.72
2084,45.99,34.96,70.80836791,45.37,30
2085,45.56,25.19,75.50571947,40.263,24.94
2086,39.32,22.18,79.51266821,37.052,23.19
2087,35.23,19.51,87.09053624,33.851,24.91
2088,28.34,11.71,78.40068864,31.067,25.16
2089,26.57,9.9,65.33669224,29.057,21.93
2090,19.31,8.93,62.52319838,27.874,21.09
2091,15.72,,61.66018541,28.617,21.67
2092,17.98,5.08,59.01302027,29.924,19.38
2093,19.33,6.98,39.33627413,32.958,18.8
2094,29.4,5.99,21.04723207,39.906,18.44
2095,38.77,-0.08,24.51582555,46.556,18.96
2096,42.36,-0.01,35.89836926,48.236,18.91
2097,44.99,10.69,44.54325406,46.447,17.22
2098,45.15,14.9,62.68933773,43.539,13.08
2099,40.05,14.92,65.3213446,41.32,9.9
2100,40,14.96,66.37488765,39.725,6.51
2101,38.14,14.95,56.70168967,38.963,5.12
2102,36.77,12.14,53.84818863,37.915,1
2103,37.6,14.27,47.45731658,39.976,-0.72
2104,39.63,11.48,46.33622406,42.37,0.02
2105,38.92,10.55,33.40208966,48.064,5.77
2106,42.27,12.4,36.96457964,52.642,17.14
2107,44.99,18.59,59.63274001,56.817,19.97
2108,62.6,24.37,45.54045953,56.776,21.93
2109,62.69,24.43,56.22322014,52.76,17.02
2110,45.5,19.65,73.7766293,49.259,16.39
2111,44.62,15,78.84146044,45.29,16.27
2112,40.87,8.98,57.98605528,41.366,16
2113,35.69,-19.2,53.09181025,38.703,11.76
2114,35.8,-13.87,47.07640873,36.866,11.05
2115,31.68,-20.07,37.83378377,36.454,6.6
2116,32.11,-12.27,24.2737064,37.319,3.32
2117,30.79,-2.49,16.88483662,36.397,1.55
2118,33.57,9.37,9.781003019,34.577,0.08
2119,35.36,23.76,20.76891614,33.774,0.96
2120,41.48,32.39,25.14194605,33.566,2.59
2121,43.53,30.25,-0.535238901,31.66,2.93
2122,43.17,28.45,3.025570728,28.846,-0.03
2123,36.11,26.7,11.25840583,24.851,-0.08
2124,32.84,25.27,10.09109364,21.646,-1.13
2125,28.44,16.06,6.98184259,18.018,-10.87
2126,20.96,14.92,4.429155041,16.909,-15.8
2127,22.08,13.01,5.445863132,17.572,-10.79
2128,20.93,12.7,5.55145159,19.694,-5.98
2129,21.17,11.41,40.13317307,25.667,0.08
2130,22.09,15.19,38.62934207,31.987,7.81
2131,29.06,23.99,63.97498947,32.986,16.99
2132,29.09,36.34,59.58671634,30.994,17.9
2133,28.8,43.54,52.79994482,27.821,17.45
2134,18.28,34.94,59.51960418,27.001,20.14
2135,17.07,32.36,63.95437054,24.58,20.59
2136,15.29,22.51,46.59139671,23.009,18.1
2137,0.05,17.96,30.99325235,22.543,17.81
