hour,EEX2018,EEX2015,EEX2035,Residualload2018,EEX2020
1,28.32,25.02,-3.009788686,11.525,41.88
2,10.07,18.29,-6.856821205,9.507,38.6
3,-4.08,16.04,-12.07101009,7.916,36.55
4,-9.91,14.6,-17.27966869,5.979,32.32
5,-7.41,14.95,-28.01311608,6.048,30.85
6,-12.55,14.5,-22.26660635,5.619,30.14
7,-17.25,10.76,-17.5306626,5.451,30.17
8,-15.07,12.01,-15.73837126,6.305,30
9,-4.93,12.39,-5.246519799,7.55,30.65
10,-6.33,14.04,1.601377195,7.946,30.65
11,-4.93,14.68,6.170321394,6.689,30.27
12,0.45,16.08,16.40298017,6.422,30.34
13,0.12,16.08,26.23563126,8.423,30.99
14,-0.02,16.05,15.8816396,10.745,30.04
15,0,16.04,47.21087327,15.149,30.75
16,-0.03,16.1,43.94569482,19.935,32.11
17,1.97,23.93,24.01808371,26.601,35.98
18,9.06,26.9,49.36581882,31.638,40.4
19,0.07,26.36,61.24867392,33.347,44.05
20,-4.97,23.98,1.996256924,32.493,43.15
21,-6.98,16.09,8.74091665,31.114,43.45
22,-24.93,14.08,15.70172082,30.063,40.68
23,-4.87,12.44,11.14960489,29.912,40.27
24,-28.93,0.04,7.51161088,27.328,34.85
25,-33.57,-12.11,3.478436813,25.421,35.4
26,-45.92,-19.63,4.474248308,23.798,31.98
27,-48.29,-19.37,-2.960916458,23.775,30.5
28,-44.99,-31.41,-6.08924888,24.058,28.79
29,-48.93,-46.97,-15.39137416,24.691,28.42
30,-29.91,-13.48,-25.27777186,27.391,28.75
31,-0.01,0.08,-17.9713312,32.944,34.16
32,37.43,10.06,-12.09895763,39.092,42.07
33,48.06,14.25,-7.718488744,43.208,44.89
34,50.74,14.56,12.52896435,44.781,45.26
35,47.57,14.64,41.93415815,45.8,45.57
36,43.94,15.08,47.18353972,45.538,45.09
37,40.97,15.41,52.98113135,44.684,45.16
38,44.95,14.52,37.59420867,45.116,44.9
39,49.64,14.7,40.81197857,46.6,44.06
40,53.67,14.66,45.10559642,47.771,44.84
41,56.01,16.09,44.88067168,48.891,44.4
42,56.95,25.1,56.35781904,50.085,46.05
43,62.08,25.06,72.48531389,48.103,46.72
44,62.11,19.08,48.96718215,44.648,45.26
45,57.99,14.26,45.76823547,38.762,39.32
46,55.64,12.22,58.95825167,34.073,34.06
47,55.13,10.4,62.21425257,30.593,32.22
48,50.76,-0.33,56.58060327,24.504,24.99
49,42.91,-0.08,48.91975103,19.371,21.47
50,45.22,-0.07,41.61261146,15.822,13.04
51,45.63,-5.03,30.81402486,13.627,1.53
52,44,0.01,26.71362116,11.989,0.14
53,43.88,-0.04,28.40899353,11.78,0.85
54,45.92,0.03,26.39514094,14.637,9.92
55,51.07,-8.67,38.99787336,19.694,24.48
56,52.77,4.46,48.1210657,25.327,26.68
57,62.89,9.9,75.47815479,28.946,28.81
58,60.03,14.29,74.76305716,30.614,29.28
59,58.19,16.73,78.00331054,31.394,28.85
60,62.99,22.31,84.21336749,31.787,31.8
61,63.52,23.03,85.3144862,31.134,37.94
62,64.67,22.4,79.16000429,30.657,37.9
63,65.24,27.07,78.52556538,29.767,38.11
64,67.76,29.33,80.57633243,29.581,37.91
65,68.41,33.85,77.37509201,30.676,38.44
66,69.55,45.96,87.39440058,31.36,40.47
67,67.28,49.82,84.39005397,30.046,41.35
68,69.46,47.62,67.76132362,27.812,33.37
69,68.38,35.98,80.02409197,23.943,28.89
70,61.72,27.26,95.80525811,20.654,27.7
71,53.72,27.7,86.83281064,19.736,25.7
72,49.98,14.27,65.99206616,15.961,22.04
73,50.73,9.32,57.94786984,12.778,22.9
74,47.11,0.02,43.32982656,11.605,15.95
75,47.07,-0.04,35.81488123,11.601,16.63
76,46.94,0.01,23.83451691,13.14,6.45
77,47,0,11.16029298,16.314,3.83
78,46.91,-0.01,7.846475745,21.036,0.12
79,49.59,-3.18,15.60902787,28.13,0.07
80,55.32,-0.05,12.87720573,36.419,19.07
81,55.78,0.05,20.55664994,41.944,17.49
82,55.52,9.62,25.90608242,44.125,23.98
83,55.23,11.54,34.46035267,46.9,8.8
84,53.58,14.68,33.43428576,48.954,17.95
85,51.74,14.31,15.37312403,50.279,19.5
86,51.6,11.18,14.8816948,51.639,13.74
87,51.41,12.01,4.649071996,52.407,17.42
88,51.69,14.36,3.65282003,53.273,20.38
89,52.59,17.55,-8.569479886,53.097,25.08
90,54.66,28.94,-4.893159588,53.116,28.88
91,54.1,29.59,17.53409603,50.648,32.02
92,51.89,29.42,-14.98581098,47.271,35.35
93,46.58,28.92,-16.78425848,42.019,29.98
94,45.43,28.66,7.150823081,36.78,34.46
95,43.96,29.74,18.68306422,33.481,39.75
96,31.41,24.9,-3.078627404,26.13,37.95
97,26.9,22.34,0.478085928,18.382,33.1
98,25.12,17.93,2.96111671,13.892,32.28
99,24.12,15.17,-0.203611062,11.924,31.18
100,22.04,16.38,-8.469387987,11.856,30.1
101,18.37,17.38,-14.55414483,13.665,29.96
102,22.09,16.38,-16.76784476,17.819,29.88
103,23.35,26.61,-21.25241526,23.811,30.38
104,28.76,37.63,-13.59843934,31.298,31.15
105,36.63,39.09,-3.725165423,35.495,32.09
106,40.46,41.51,-1.349778495,37.067,34.27
107,45.85,40.46,-6.354867259,38.211,37.53
108,49.8,40.97,4.859602246,40.551,38.99
109,51.36,40.72,7.594819393,44.509,38.15
110,51.74,41.92,-2.401211898,47.723,35.37
111,51.92,42,0.558405429,50.462,34.44
112,53.22,43.1,6.94475162,52.702,36.1
113,56.62,46.7,-7.053158432,54.741,40.59
114,56.92,56.78,2.592954081,57.22,44.68
115,61.64,58.84,3.878058126,56.49,46.16
116,59.44,49.23,-15.17914656,54.142,44.62
117,52.75,44.32,-18.02704852,50.166,39.5
118,51.9,40,-15.56865821,46.027,35.76
119,51.38,35.08,12.8733178,43.843,36.49
120,49.96,30.03,9.703836335,40.205,30.49
121,50.29,30.02,-7.825504826,36.181,29.16
122,47.72,30.57,-13.18245049,33.276,29
123,48.38,30.25,-17.33770611,31.815,29.08
124,48.02,30.29,-17.85681402,31.698,27.72
125,44.23,30.63,-19.80830415,32.938,27.03
126,47.17,29.64,-21.04001317,33.367,28.98
127,48.19,29.67,-52.03338019,34.843,33.18
128,49.11,38.82,-17.82813216,38.577,43.13
129,50.44,40.76,-15.66047439,41.842,44.52
130,53.4,40.02,-11.79951952,44.511,44.96
131,56.55,33.99,-13.42368028,45.513,44
132,60.02,31.22,-5.856221186,46.907,42.46
133,60.22,30.06,-14.3339943,47.764,41.3
134,55,29.99,-11.26744241,47.995,40.51
135,52.39,30.73,-54.10463356,48.597,41.22
136,51.57,37.38,-11.04674418,50.498,43.28
137,54.71,40.32,-13.39573584,52.3,43.68
138,63.43,45.96,-14.70775673,53.998,47.9
139,67.37,45.71,6.891643081,53.387,48.91
140,67.2,39.57,4.728919934,50.74,45.04
141,66.03,32.92,3.702231192,45.492,40.28
142,55.36,29.15,11.29914143,41.707,33.89
143,58.59,28.46,17.27587078,39.073,33.58
144,53.7,26.97,8.202574963,35.234,32.41
145,46.03,24.97,9.935344247,31.191,30.75
146,47.98,24.65,6.854059829,28.208,31.03
147,47.84,24.68,5.060927772,26.353,29.88
148,46.11,25.06,-1.644720318,26.124,29
149,46.08,26.1,-4.503438929,26.913,29.65
150,47.62,26.95,3.35391161,26.423,31.78
151,55.77,31.43,9.925549782,24.884,40.87
152,68.61,45.98,44.07092015,26.25,49.01
153,74.15,47.91,59.07797972,29.529,51.09
154,74.93,48.91,78.23266697,33.163,51.12
155,73.59,50,81.65284704,35.355,49.83
156,71.23,51.22,81.19098093,38.122,49.16
157,68.79,50.15,89.37577137,37.263,48.43
158,66.75,51.46,71.90731717,36.194,47.99
159,62.47,50.88,75.51241223,35.423,47.41
160,53.25,48,73.49483582,36.128,45.87
161,53.26,47.14,77.7502493,37.549,45.9
162,53.42,51.07,73.99686573,40.909,47.96
163,47.91,47.42,82.18350734,41.72,48.11
164,42.05,44.83,65.26691713,40.113,43.63
165,40.96,33.86,61.59552881,37.956,33.6
166,32.04,27.42,41.40363283,36.13,32.93
167,20.82,27.02,17.14231123,37.138,31.29
168,1.84,22.11,9.495529345,33.694,26.28
169,17.94,21.92,3.075363572,30.845,18.95
170,20.91,19.35,0.673690328,28.946,4.96
171,7.78,16.11,-2.140916947,28.049,0.1
172,14.33,14.93,-3.497628048,28.895,0.11
173,18.56,15,-2.683186535,30.463,1.75
174,18.57,19.04,-14.59176197,34.44,20.74
175,35.81,26.17,17.30885613,41.773,25.57
176,43.87,38.34,46.32312426,47.556,32.47
177,46.93,37.7,55.18755919,50.278,33.07
178,43.88,32.99,60.23281379,49.855,33.05
179,43.85,31.95,57.98770568,48.526,34.18
180,46.74,33.59,55.34287317,47.388,39.63
181,43.94,34.37,60.71594533,46.38,41.35
182,43.21,35.08,63.06173695,45.575,44.83
183,43.81,34.45,66.24339489,45.804,46.04
184,45.6,38.12,72.8732991,46.307,46.33
185,35.21,32.47,70.04411072,45.183,47.9
186,45.64,36.49,60.79191254,46.41,51.21
187,45.63,31.82,75.61394019,44.57,55.92
188,37.94,32.93,58.39241659,41.708,53.69
189,39.53,29.44,65.04728522,37.633,48.1
190,35.97,28.62,78.39940663,34.395,44.92
191,29.72,26.71,77.92745652,32.271,41.67
192,22.55,15.93,61.0586861,27.093,39.41
193,20.04,11.55,50.7005642,24.083,34.08
194,7.24,13.47,52.46289329,22.421,32.2
195,3.43,11.23,54.0106195,21.456,32.56
196,10.04,9.37,51.0865056,21.866,32.35
197,14.2,10.33,38.43662805,23.6,29
198,25.41,10.57,28.70895081,27.2,30.86
199,36.98,20.08,30.19750693,35.705,38.95
200,43.89,34.24,45.83232208,43.764,46.86
201,50.98,29.99,57.51825576,46.858,47.92
202,50.3,28.33,59.26996282,46.024,45.68
203,50.21,28.51,80.53772832,45.038,43.61
204,45.8,31.69,83.71049471,44.543,40
205,43.64,31.11,79.06492112,44.769,37.06
206,43.49,29.95,73.9417901,45.628,33.45
207,45.05,29.17,65.33695134,47.584,32.2
208,49.95,29.47,59.69107054,49.45,31.86
209,53.82,30.09,35.51967571,50.913,32.59
210,55.94,33.47,38.51062888,53.8,42.85
211,54.19,32.78,46.00411777,54.282,41.73
212,54.19,33.47,18.84143849,53.437,40.31
213,52.98,30.11,-12.62786725,50.246,32.96
214,51.68,26.69,-0.536580294,48.545,30.72
215,48.95,21.64,16.47142632,47.254,31.02
216,47.63,14.72,9.828109757,44.085,29.14
217,46.48,17.1,1.433361169,41.805,26.94
218,49.08,12.93,-1.123417914,40.532,26.59
219,47.11,13.7,-0.58715374,39.497,25.81
220,48.8,11.01,-2.166879889,39.95,25.89
221,48.5,9.08,-7.538215884,41.746,26.2
222,49.8,9.28,-20.05273994,46.213,26.95
223,56.97,7.19,-12.10625167,54.373,28.95
224,72.6,9.31,-10.1057014,59.736,43.29
225,81.17,11.35,-10.79901234,61.265,47.4
226,81.79,15.87,6.9506581,59.063,40.63
227,81.15,15.84,14.34304762,56.653,36.26
228,80,14.83,11.72575571,55.887,32.05
229,76.39,15.83,49.54749592,55.162,28.64
230,75,14.85,49.62507616,56.562,28.45
231,76.06,11.42,58.4728833,59.708,28.23
232,75.4,11.34,65.26433151,62.3,29.56
233,76.78,14.15,67.0336864,63.535,36.43
234,83.45,17.09,63.43436723,65.29,45
235,85.15,18.87,85.39739604,64.741,46.73
236,78.16,13.44,73.364226,63.689,45.94
237,71.92,15.82,62.65683533,59.972,45.02
238,67.43,11.51,75.71429366,57.534,41.29
239,60.49,11.81,84.48639957,55.962,39.9
240,54.45,5.08,75.08766707,52.73,33.04
241,47.84,0.05,72.10783201,49.981,35.01
242,46.58,-2.06,65.70473217,48.634,34
243,45.74,-4.11,61.93012574,48.151,31.43
244,43.81,-5.06,60.94968118,48.971,29.14
245,46.24,-4.12,43.75728797,50.48,28.86
246,46.46,-0.74,31.74564984,53.405,28.43
247,51.29,-25.02,38.72003398,60.916,29.22
248,60.53,-16.94,62.97606321,66.694,31.22
249,60.02,-6.86,66.4214359,68.382,35.68
250,62.92,1.53,66.74346833,67.422,40
251,61.58,5.61,69.76122354,66.21,38.01
252,60.6,9.91,66.5277338,65.321,37.9
253,51.89,8.71,69.93322361,64.152,36.08
254,50.8,-0.09,64.79175177,64.427,32.96
255,45.46,-0.07,71.64514714,64.98,31.1
256,42.2,-1.8,70.97659697,66.304,32.25
257,45,0.61,71.99524658,67.097,32.55
258,51.51,13.51,75.00041039,68.84,40.56
259,48.59,11.44,79.58828679,68.239,34.46
260,49.2,14.88,65.50188752,67.125,30.01
261,44.99,9.63,65.05256213,63.628,25.74
262,44.93,9.29,73.87891745,60.461,23.73
263,46.4,10.18,71.53204185,57.348,25.24
264,43.46,-2,59.87843057,53.261,20.96
265,47.24,9.3,53.03060065,49.578,22.82
266,45.88,2.87,47.11019081,47.729,19.37
267,44.61,0.09,45.36927322,46.636,18.36
268,42.9,0.26,45.86056708,46.905,18.34
269,42.03,2.83,22.18291502,47.692,18.16
270,39.33,10.4,16.6826028,50.29,18.66
271,42.98,20.03,15.45368081,57.081,17.39
272,41.23,44.95,31.42985154,62.513,18.22
273,42.12,44.92,35.22015788,64.269,22.1
274,45.1,36.33,36.97743771,64.107,23.93
275,44.27,30.41,39.46164513,64.543,24.23
276,44.18,30.07,42.78251057,64.554,24.84
277,42.05,29.33,38.22524321,63.368,24.45
278,38.61,29.39,33.60617659,62.142,22.46
279,37.76,28.98,39.94720358,60.492,20.05
280,33.03,29.49,32.68361309,60.426,21.48
281,35.84,28.99,25.57724539,61.16,24.71
282,44.24,34.41,12.55365809,62.919,26.5
283,46.29,31.69,43.90141005,62.26,26.68
284,40.05,29.59,19.81295845,59.796,26.16
285,38.15,27.61,21.2858629,56.171,25.62
286,30.26,15.55,-8.231736519,53.211,25.53
287,40.2,14.91,6.183879268,51.167,27.1
288,30.89,9.1,3.284431073,47.539,26.14
289,23.35,9.27,7.032910884,43.875,21.82
290,12.4,10.42,7.053401451,41.59,23.98
291,19.01,11.16,8.63943029,40.013,25.23
292,23.51,10.71,3.992869476,39.27,24.85
293,23.25,11.26,2.093108334,38.319,25.01
294,20.01,11.69,14.07499726,37.315,27.32
295,20.8,21.05,20.19635865,37.253,38.4
296,22.14,32.37,28.85279227,40.26,48.64
297,23.68,34.21,55.54139008,43.169,52.93
298,25.05,28.47,59.74596631,45.265,49.89
299,26.3,26.07,66.20419909,46.057,48.89
300,30.81,23.74,68.7838982,46.122,47.2
301,27.06,23.73,60.72332066,46.215,47
302,8.5,23.76,57.82475843,45.11,45.95
303,-0.08,25.62,55.9904086,43.898,45
304,-0.01,28.91,48.06927541,43.347,45.96
305,-0.27,34.13,36.03635692,43.612,43.68
306,21.55,42.16,33.24839995,45.572,46.81
307,24.04,41.99,37.95663718,45.236,45.27
308,15.91,37.91,50.74527428,42.226,42.55
309,-0.02,31.41,55.30870388,37.478,31.9
310,-0.33,29.91,55.75882764,34.56,26.68
311,3.04,27.02,51.86752917,35.009,25.96
312,-7.28,18.36,56.15630264,32.258,23.4
313,-3.14,13.25,44.900292,30.261,22.59
314,-12,15.02,41.17115085,28.97,16.5
315,-15.04,11.99,41.5604643,27.475,8.89
316,-11.09,13.68,47.23406551,27.458,1.52
317,-4.94,13.91,53.29799876,27.233,1.58
318,1.59,16.26,47.74256181,26.53,14.13
319,35.9,27.32,43.74395007,25.585,25.23
320,51.22,31.62,68.78448825,27.158,27.13
321,51.66,34.74,71.94846135,30.554,28.55
322,46.09,32.41,75.05287209,33.506,27.68
323,50.26,29.71,72.21346451,33.077,27.42
324,44.49,30.32,80.2349488,34.24,27.43
325,29.81,29.7,89.46218271,33.949,27.68
326,29.44,29.28,77.02602057,33.133,29.56
327,29.94,30.63,70.05086509,34.631,32
328,32.09,35.61,52.00859281,37.758,32.74
329,34.8,37.8,38.50993883,40.082,30.38
330,37.99,44.69,61.33716106,42.829,38
331,37.22,43.23,57.9389176,42.821,30.32
332,34.72,34.51,63.59768964,41.286,26.94
333,32.65,29.44,64.66068843,39.602,25.74
334,30.42,27.96,67.46378284,37.116,23.82
335,32.51,23.73,53.62559078,37.481,22.3
336,29.53,16.29,53.26898336,34.682,12.4
337,23.15,24.36,33.98888867,31.307,16.14
338,24.02,21.59,34.32277555,28.499,5.06
339,23.1,15.46,25.23331684,27.886,0.11
340,20.29,15.44,19.01336078,27.574,1.77
341,22.81,15.43,12.29999553,28.072,7.13
342,25.17,15.47,9.421722616,31.707,17.86
343,40.7,27.69,10.12796213,40.165,25.18
344,49.91,33.89,24.13769673,45.759,35.52
345,52.73,34.79,36.11693176,46.429,36.56
346,43.7,30.9,37.66291126,44.341,33.33
347,32.32,29.97,41.60237492,41.666,25.34
348,30.3,29.42,46.39451312,39.472,24.98
349,29.43,27.02,50.8681434,38.374,25.05
350,29.29,26.18,42.53113983,37.908,25.12
351,29.42,26.53,38.61111488,38.17,25.24
352,28.08,28.21,22.80540741,38.146,30.17
353,24.1,29.37,16.40422206,36.722,29.98
354,30.01,32.54,14.30754047,38.033,36.49
355,28.04,32.67,41.67830169,36.306,35.46
356,18.08,30.49,25.82994165,33.837,35.28
357,13.59,28.32,21.46738162,28.96,33.65
358,10.69,22.05,18.04393658,24.803,29.57
359,10.01,19.01,43.28111339,24.037,33.59
360,-1.16,12.01,38.47778884,21.087,30.46
361,-9.61,9.78,27.99093782,18.729,28.38
362,-6.62,11.64,30.46046554,16.571,30.26
363,-2.33,9.72,28.29154533,17.036,29.92
364,-4.92,10.56,24.49369814,19.227,29.39
365,-0.08,14.11,30.16304085,22.367,29.64
366,10.59,16.02,30.20384534,25.765,31.1
367,27.72,24.71,36.03071778,34.486,39.04
368,38.92,34.04,55.14557397,43.646,45.42
369,42.13,37.71,53.76414523,46.636,52.4
370,39.27,36.92,74.60812342,46.549,47
371,40.68,37.99,74.77915472,47.298,43.51
372,37.99,39.97,77.76155849,46.59,42.1
373,37.56,39.95,74.80419092,45.461,40.36
374,36.92,40.02,61.88851853,45.326,41.16
375,36.06,41.83,56.48429209,45.336,42.91
376,34.61,44.05,56.03396774,45.383,46
377,36.94,47.1,48.11526215,45.492,46.45
378,43.21,52.49,46.04924562,47.481,44.61
379,45.43,53.54,67.78499779,47.747,43.15
380,43.45,48.02,48.75491127,47.271,38.86
381,39.9,41.51,28.60086282,43.355,33.42
382,30.72,37.92,39.65726188,39.543,30.8
383,30.1,35.64,29.75513194,37.683,31.56
384,24.62,28.79,32.30874904,33.771,28.64
385,22.08,29.03,-2.638388282,32.436,27.36
386,14.82,27.47,-12.5291958,31.457,27.16
387,13.49,28.06,-11.38514228,31.225,26.58
388,12.35,27.92,-19.59967915,31.611,25.71
389,10.77,27.05,-29.27130798,32.781,26.01
390,21.09,27.24,-24.24584992,35.617,27.97
391,31.94,27.34,-15.24747377,41.933,31.09
392,40,27.74,26.68730918,47.797,40.2
393,44.95,29.73,31.9484981,49.404,43.8
394,42.49,35.05,33.30895359,48.915,42.94
395,39.88,38.81,37.74842013,47.846,42.34
396,38.99,38.89,45.71558951,45.525,40.79
397,34.75,34.99,52.36817288,43.107,41.04
398,32.54,31.96,65.73548715,41.834,39.94
399,32.31,30.07,76.55198111,41.595,39.02
400,33.11,31.27,73.77735579,42.327,43.01
401,38.04,33.84,61.8028884,41.602,42.8
402,38.9,42.44,59.07197563,43.988,45.79
403,38.44,44.9,79.23274023,43.574,46
404,34.26,34.24,66.32937908,42.536,44.66
405,31.2,28.95,67.10125486,38.558,40.99
406,22.36,27.02,66.08020019,34.766,33.9
407,19.24,27.46,80.73402096,33.265,33.38
408,8.91,24.5,83.98178429,29.014,33
409,12.66,23.35,67.54433556,26.802,22.15
410,9.29,21.19,70.36468615,24.703,24.86
411,9.73,22.24,68.76077262,24.131,22.24
412,9.33,22.31,70.15873311,25.014,25.36
413,9.73,22.32,66.67776477,25.847,25.39
414,14.96,22.11,61.83912389,28.503,25.96
415,30.45,14.12,62.66266856,34.911,22.99
416,42.93,15.17,95.93105662,40.396,28.46
417,42.15,19.07,110.4665037,41.279,28.1
418,42,24.94,106.6689661,40.665,37.73
419,40.91,27.2,111.09471,40.107,35.21
420,39.34,28.22,92.35378581,39.432,33.34
421,37.27,28.15,77.8358938,39.445,29.2
422,31.55,27.85,58.67014077,37.836,31.55
423,31.51,28.17,58.4937488,38.361,34.78
424,31.54,29.91,65.30924325,40.255,35.09
425,32.57,30.44,84.21634354,44.245,37.27
426,39.97,38.42,111.2870952,49.324,41.3
427,42.04,42.46,116.0464983,49.603,43.04
428,41.49,39.8,93.50678302,47.646,41.91
429,38.93,30.54,64.81710585,43.922,38.59
430,34.3,30.4,56.25169428,42.159,35.13
431,32.57,31,57.795875,42.572,33.48
432,30.45,28.42,67.38400243,41.227,31.22
433,30,27.92,60.52875755,40.088,33.1
434,29.97,27.76,51.38748091,39.311,30.67
435,29.49,28.25,45.87012908,39.894,29.47
436,29.56,28.41,44.30140962,40.343,28.79
437,30.02,28.07,42.46406386,41.631,27.71
438,31.76,29.63,45.90152099,44.842,27.26
439,40.02,42.87,64.60701466,52.09,27.82
440,48.96,52.07,56.7781221,57.329,30.01
441,51.94,56.49,60.3506119,58.741,31.47
442,50.36,52.38,58.96154706,57.31,35.2
443,49.58,48.84,65.54014381,55.915,35.2
444,46.88,47.95,69.26577296,54.834,34.47
445,42.99,44.97,57.51453021,54.411,33.36
446,41.67,47.95,51.10360801,53.718,29.9
447,39.49,47.72,53.71967787,54.04,29.92
448,41.78,47.43,53.18403565,54.767,30.86
449,44.3,48.19,52.30452595,55.884,33.07
450,49.57,52.16,57.55438679,58.326,42.98
451,49.74,56.26,71.67026778,57.124,44.24
452,44.79,52.96,38.63395814,55.107,43.89
453,39.79,45,33.11768684,51.525,41.14
454,37.84,40,60.97498385,49.145,36.74
455,37.54,37.53,49.75680786,46.41,40
456,33.41,31.07,50.36687361,42.498,36.15
457,29.71,31.93,56.72820371,39.005,34.24
458,27.84,31.08,49.82610232,36.151,34.01
459,28.37,29.92,47.59388162,34.731,33.08
460,23.92,29.97,48.83634362,34.462,32.1
461,23.37,31.02,47.79806373,34.256,31.5
462,26.01,34.81,48.19800689,33.724,34.23
463,29.62,39.4,49.94107189,35.167,45.63
464,30.85,53.39,51.13947019,39.04,55.97
465,33.07,58.88,59.13055886,43.49,60
466,38,58.8,62.30170566,47.186,57.01
467,41.66,57.34,62.69730041,48.928,50.63
468,41.68,57.46,77.49824195,49.988,48.17
469,41.93,53.53,71.75178469,50.127,43.96
470,41.45,52.93,62.06074145,50.804,43.02
471,39,52.38,56.75885752,51.549,43.11
472,40.01,52.1,50.66355865,52.691,44.95
473,41.8,51.04,50.88845824,54.465,46
474,44.68,58.55,55.53379308,57.551,55.91
475,49.38,66.65,62.90354967,58.14,57.05
476,43.98,56.02,51.39646798,56.757,54.02
477,39.16,50.01,45.81238027,53.961,48.68
478,36.37,42.73,43.47558126,51.926,41.51
479,36.33,42.02,50.62774194,51.196,40
480,32.67,36.93,42.25086458,48.534,34.03
481,31.88,31.08,39.19887623,45.034,33.17
482,30.41,32.07,39.69406906,42.341,33.01
483,29.24,31.53,40.32047403,40.264,32.28
484,27.71,31.2,41.9764449,39.467,32.42
485,25.56,33.27,44.44525572,39.071,32.9
486,27.68,35.07,40.28913228,37.901,33
487,28.47,43.71,57.75633587,37.03,37.98
488,30.31,54.12,73.78330793,38.886,49.77
489,32.49,58.39,76.26821486,42.966,52.36
490,35.3,56.6,73.49187452,46.835,48.07
491,38.88,54.96,68.76776718,49.014,42.1
492,40.93,53.99,63.68113316,50.902,39.11
493,40.93,48.49,62.970982,50.541,37.29
494,37.77,49.59,70.93070513,49.465,38.1
495,33.84,48,70.12285748,49.447,42.6
496,34.62,50,64.74259665,50.567,47.71
497,38.04,51.02,60.95089473,52.443,49.97
498,42.93,55.47,85.12376257,55.651,55.81
499,48.08,57.1,72.76852015,56.042,55.29
500,42.92,51.95,81.26041934,53.65,50.7
501,37.46,43.22,50.53694663,50.148,43.75
502,32.53,38.98,36.65202729,46.622,40.42
503,32.5,38.38,38.33831304,45.873,37.52
504,30.2,31.51,-1.033029939,42.516,33.01
505,27.06,29.67,3.120422134,38.265,34.7
506,20,29.93,-0.014147994,35.626,33.87
507,16.22,29,9.242741835,34.623,32.6
508,12.88,28.96,29.55584689,33.511,32.42
509,15.52,29.38,25.22060477,34.309,32.64
510,25.01,31.09,19.69423657,37.493,33
511,33.08,36.92,34.19354585,44.711,39.12
512,42.95,48.42,49.26025289,50.213,49.26
513,45.06,53.79,48.2951044,53.539,56.53
514,45.9,50.52,57.09274534,55.794,50.5
515,44.98,50.53,72.86320104,57.3,46.27
516,48.39,49.89,71.6389548,58.385,45.02
517,47,52.44,71.68378746,59.27,42.82
518,47.39,54.01,73.0803032,60.545,43.45
519,46.34,51.54,72.80292385,61.412,49.96
520,43.94,49.99,70.35756494,60.969,52.4
521,43.65,51.99,62.21049333,60.022,55.63
522,49.5,59.2,52.67894168,61.52,62.07
523,51,56.99,76.7072759,61.257,65.09
524,48.05,53.81,47.60719435,59.644,59.58
525,42.82,45.57,46.32346377,55.132,52.52
526,38.99,39.86,80.2787634,51.467,47.01
527,37.99,37.26,67.50439532,49.061,43.99
528,35.84,30.96,64.13326253,44.898,41.2
529,34.2,31.18,57.98136111,42.094,40.1
530,32.52,29.97,54.63144151,41.221,39.23
531,31.54,28.86,50.75534652,41.259,38.34
532,30.38,28.78,50.01081293,41.365,36.32
533,30.97,29.39,45.52034882,42.861,36.6
534,32.48,32.49,39.52115391,46.846,41.97
535,40,37.52,48.52775085,54.973,47
536,48.93,54.28,63.18506718,61.064,58.74
537,52.74,53.56,64.10002831,62.887,66.62
538,50.79,57.68,75.03045703,62.099,64.86
539,48.2,56.97,72.60383353,60.757,61.68
540,44.91,55.75,59.44889394,58.435,57.42
541,41.94,49.94,59.28416626,57.049,55.36
542,41.83,47.77,59.59932933,55.211,53.68
543,39,46.58,62.14936845,54.198,51.2
544,37.5,44.09,58.91793267,52.946,53.54
545,35.63,45.18,61.57674152,51.906,54.75
546,40.94,49.98,52.31119181,52.148,62.35
547,40.98,47.99,76.75119978,50.012,68.64
548,34.59,46.98,59.71976369,46.755,60.4
549,33.25,41.48,54.34426461,42.348,55.53
550,29.62,35.12,76.916444,37.276,47.16
551,28.03,34.21,79.10399176,33.285,43.9
552,13.64,31.14,69.20882025,27.936,41.51
553,13.46,28.5,62.59022266,24.18,36.23
554,11.21,27.04,54.57360537,22.026,37.6
555,10.34,24.44,48.05223957,21.202,36.76
556,9.26,24.29,45.98991215,21.947,35.1
557,11.23,25.93,36.51988131,24.068,36.47
558,16.74,24.99,20.53842045,27.925,36.66
559,28.83,23.94,26.86844552,35.836,44.54
560,40.92,24.26,50.36545928,43.277,58.29
561,40,27.6,47.49815463,44.885,66.74
562,32.66,29.53,50.11636974,43.347,65
563,30.57,30.26,58.62337135,40.004,61.12
564,29.9,37.81,65.48358563,36.497,58.84
565,29.82,37.27,74.57793672,34.106,56.61
566,29.06,34.37,55.94129285,34.215,53.29
567,25.05,30.07,61.45575353,35.054,52
568,26.11,30.25,67.44922884,36.333,53.06
569,29,34.52,64.72496892,37.625,54.01
570,29.7,36.09,67.13359581,39.359,60.79
571,29.27,37.86,77.22737075,38.953,65.1
572,28.37,34.56,73.67652773,36.21,59.79
573,25.06,30.04,59.94224293,32.767,49.17
574,18.26,27.97,65.19704252,30.258,44.32
575,16.49,28.11,66.1163719,29.015,43.7
576,11.83,24.99,49.99349207,24.88,40.67
577,4.72,23.26,34.6321085,21.751,36.19
578,5.45,22.13,25.326716,20.53,35.09
579,3.87,19.04,35.04263088,20.33,37.01
580,4.69,19.91,43.62931022,21.275,35.14
581,4.74,21.49,38.29535463,23.86,33.11
